ngram	w1	w2	n
masa-masa_untuk	masa-masa	untuk	2
masuknya_masa	masuknya	masa	2
me-nentukan_masa	me-nentukan	masa	2
me-ngenai_masa	me-ngenai	masa	2
me-rupakan_masa	me-rupakan	masa	2
melaksanakan_masa	melaksanakan	masa	2
melaporkan_masa-lah	melaporkan	masa-lah	2
melebihi_masa	melebihi	masa	2
membahas_masa	membahas	masa	2
membahayakan_masa	membahayakan	masa	2
membantu_masa	membantu	masa	2
memberlakukan_masa	memberlakukan	masa	2
membidangi_masa-lah	membidangi	masa-lah	2
memotong_masa	memotong	masa	2
mempercepat_masa	mempercepat	masa	2
memperpendek_masa	memperpendek	masa	2
mempertanyakan_masa	mempertanyakan	masa	2
mempertaruhkan_masa	mempertaruhkan	masa	2
menambah_masa	menambah	masa	2
menata_masa	menata	masa	2
mencakup_masa	mencakup	masa	2
mendukung_masa	mendukung	masa	2
meng-hadapi_masa	meng-hadapi	masa	2
mengamankan_masa	mengamankan	masa	2
mengangkat_masa-lah	mengangkat	masa-lah	2
mengawal_masa	mengawal	masa	2
mengejar_masa	mengejar	masa	2
menggunakan_masa	menggunakan	masa	2
menghadapi_masa-lah	menghadapi	masa-lah	2
menginginkan_masa	menginginkan	masa	2
mengkhawatirkan_masa	mengkhawatirkan	masa	2
mengorbankan_masa	mengorbankan	masa	2
mengungkapkan_masa	mengungkapkan	masa	2
mengusulkan_masa	mengusulkan	masa	2
menikmati_masa-masa	menikmati	masa-masa	2
meningkatkan_masa	meningkatkan	masa	2
menjaga_masa	menjaga	masa	2
menjanjikan_masa	menjanjikan	masa	2
menjemput_masa	menjemput	masa	2
menutup_masa	menutup	masa	2
menyikapi_masa	menyikapi	masa	2
menyusul_masa	menyusul	masa	2
merenda_masa	merenda	masa	2
merupakan_masa-masa	merupakan	masa-masa	2
mewujudkan_masa	mewujudkan	masa	2
militer_masa	militer	masa	2
mimpi_masa	mimpi	masa	2
mobil-mobil_masa	mobil-mobil	masa	2
modern_masa	modern	masa	2
moril_masa	moril	masa	2
motor_masa	motor	masa	2
mulai_masa	mulai	masa	2
musik_masa	musik	masa	2
nasional_masa	nasional	masa	2
negara_masa	negara	masa	2
nilai_masa	nilai	masa	2
oleh_masa	oleh	masa	2
otoma-tis_masa	otoma-tis	masa	2
pada_masa-lah	pada	masa-lah	2
pahlawan_masa	pahlawan	masa	2
pasca_masa	pasca	masa	2
pembalap_masa	pembalap	masa	2
pengerahan_masa	pengerahan	masa	2
pengganti_masa	pengganti	masa	2
penghargaan_masa	penghargaan	masa	2
penguasa_masa	penguasa	masa	2
penonton_masa	penonton	masa	2
penumpang_masa	penumpang	masa	2
per-panjangan_masa	per-panjangan	masa	2
percaya_masa	percaya	masa	2
peristiwa_masa	peristiwa	masa	2
permainan_masa	permainan	masa	2
pernikahan_masa	pernikahan	masa	2
pertanian_masa	pertanian	masa	2
pertimbangan_masa	pertimbangan	masa	2
perubahan_masa	perubahan	masa	2
pimpinan_masa	pimpinan	masa	2
politik_masa	politik	masa	2
presiden_masa	presiden	masa	2
produk_masa	produk	masa	2
produksi_masa	produksi	masa	2
pukul_masa	pukul	masa	2
puluhan_masa	puluhan	masa	2
rata-rata_masa	rata-rata	masa	2
red_masa	red	masa	2
reguler_masa	reguler	masa	2
saat_masa-masa	saat	masa-masa	2
sadar_masa	sadar	masa	2
sebe-lum_masa	sebe-lum	masa	2
sebelumnya_masa	sebelumnya	masa	2
sebuah_masa	sebuah	masa	2
sedangkan_masa	sedangkan	masa	2
sekaligus_masa	sekaligus	masa	2
sela-ma_masa	sela-ma	masa	2
selepas_masa	selepas	masa	2
seluruh_masa	seluruh	masa	2
separuh_masa	separuh	masa	2
seputar_masa	seputar	masa	2
serta_masa-lah	serta	masa-lah	2
setiap_masa	setiap	masa	2
situasi_masa	situasi	masa	2
spekulasi_masa	spekulasi	masa	2
susah_masa	susah	masa	2
syarat_masa	syarat	masa	2
tabungan_masa	tabungan	masa	2
tak_masa-lah	tak	masa-lah	2
tawarkan_masa	tawarkan	masa	2
tengah_masa	tengah	masa	2
terbaik_masa	terbaik	masa	2
terjebak_masa	terjebak	masa	2
termasuk_masa	termasuk	masa	2
terutama_masa	terutama	masa	2
tetapi_masa	tetapi	masa	2
tiba_masa	tiba	masa	2
tokoh_masa	tokoh	masa	2
tokoh-tokoh_masa	tokoh-tokoh	masa	2
tren_masa	tren	masa	2
urusan_masa	urusan	masa	2
usia_masa	usia	masa	2
visi_masa	visi	masa	2
wanita_masa	wanita	masa	2
2Ne1_masa	2Ne1	masa	1
3T_masa	3T	masa	1
ada_masa-nya	ada	masa-nya	1
ada-lah_masa	ada-lah	masa	1
aduh_masa	aduh	masa	1
agar_masa-lahnya	agar	masa-lahnya	1
agar_masa-masa	agar	masa-masa	1
ahli_masa-lah	ahli	masa-lah	1
aja_masa-masa	aja	masa-masa	1
akan_masa-masa	akan	masa-masa	1
akhri_masa	akhri	masa	1
akibat_masa	akibat	masa	1
amuk_masa	amuk	masa	1
amukan_masa	amukan	masa	1
anaknya_masa	anaknya	masa	1
anggapan_masa	anggapan	masa	1
anggaran_masa	anggaran	masa	1
antaranya_masa	antaranya	masa	1
apa-lagi_masa	apa-lagi	masa	1
apakah_masa	apakah	masa	1
artinya_masa	artinya	masa	1
arus_masa	arus	masa	1
asal-usul_masa	asal-usul	masa	1
aspirasi_masa	aspirasi	masa	1
atlet-atlet_masa	atlet-atlet	masa	1
atribut_masa	atribut	masa	1
bagaimanapun_masa-lah	bagaimanapun	masa-lah	1
bah-wa_masa-lah	bah-wa	masa-lah	1
bahwa_masa-lah	bahwa	masa-lah	1
baiknya_masa-lah	baiknya	masa-lah	1
ban_masa	ban	masa	1
ban-ding_masa	ban-ding	masa	1
bangun_masa	bangun	masa	1
banjir_masa	banjir	masa	1
banyak_masa	banyak	masa	1
banyak_masa-lah	banyak	masa-lah	1
bapakmu_masa	bapakmu	masa	1
baratu_masa	baratu	masa	1
baru_masa	baru	masa	1
batasan_masa	batasan	masa	1
beban_masa	beban	masa	1
beberapa_masa-lah	beberapa	masa-lah	1
belajar_masa	belajar	masa	1
belakang_masa	belakang	masa	1
belakangan_masa	belakangan	masa	1
belenggu_masa	belenggu	masa	1
beliau_masa	beliau	masa	1
benar-benar_masa	benar-benar	masa	1
beranggapan_masa	beranggapan	masa	1
berbicara_masa	berbicara	masa	1
bercerita_masa	bercerita	masa	1
berdimensi_masa	berdimensi	masa	1
beres_masa	beres	masa	1
bergantung_masa	bergantung	masa	1
berharganya_masa	berharganya	masa	1
berjalan_masa	berjalan	masa	1
berkembang_masa	berkembang	masa	1
berkilah_masa	berkilah	masa	1
berkomentar_masa	berkomentar	masa	1
berkumpul_masa	berkumpul	masa	1
berpihak_masa	berpihak	masa	1
berprinsip_masa	berprinsip	masa	1
bersama_masa	bersama	masa	1
bersama-masa_masa	bersama-masa	masa	1
bertahun-tahun_masa	bertahun-tahun	masa	1
bertanya_masa	bertanya	masa	1
besok_masa	besok	masa	1
betul_masa	betul	masa	1
betul_masa-masa	betul	masa-masa	1
biang_masa-lahnya	biang	masa-lahnya	1
bias_masa	bias	masa	1
bisnis_masa	bisnis	masa	1
bomber_masa	bomber	masa	1
bu-lan_masa	bu-lan	masa	1
buat_masa	buat	masa	1
buka_masa	buka	masa	1
bus_masa	bus	masa	1
busana_masa	busana	masa	1
cam-paign_masa	cam-paign	masa	1
cantik_masa	cantik	masa	1
catatan_masa	catatan	masa	1
ce-dera_masa	ce-dera	masa	1
cepat_masa	cepat	masa	1
cheese_masa	cheese	masa	1
cinta_masa	cinta	masa	1
control_masa	control	masa	1
cuaca_masa	cuaca	masa	1
cuma_masa-lah	cuma	masa-lah	1
curiga_masa	curiga	masa	1
da-lam_masa-masa	da-lam	masa-masa	1
daerah_masa	daerah	masa	1
dahulu_masa	dahulu	masa	1
dakwah_masa	dakwah	masa	1
dan_masa-lah	dan	masa-lah	1
dan_masa-masanya	dan	masa-masanya	1
dana_masa	dana	masa	1
dasawarsa_masa	dasawarsa	masa	1
datangnya_masa	datangnya	masa	1
de-pan_masa	de-pan	masa	1
deadline_masa	deadline	masa	1
dekade_masa	dekade	masa	1
demikian_masa-lah	demikian	masa-lah	1
dendam_masa	dendam	masa	1
depan_masa-lah	depan	masa-lah	1
desa_masa	desa	masa	1
desain_masa	desain	masa	1
detik-detik_masa	detik-detik	masa	1
di_masa-lah	di	masa-lah	1
di-potong_masa	di-potong	masa	1
dia_masa-masa	dia	masa-masa	1
diamandemen_masa	diamandemen	masa	1
dibahas_masa	dibahas	masa	1
dibandingkan_masa-masa	dibandingkan	masa-masa	1
dibayang-bayangi_masa	dibayang-bayangi	masa	1
diber-lakukannya_masa	diber-lakukannya	masa	1
dibiarkan_masa-lah	dibiarkan	masa-lah	1
dibobol_masa	dibobol	masa	1
didalam_masa	didalam	masa	1
diduduki_masa	diduduki	masa	1
digital_masa	digital	masa	1
dihadang_masa	dihadang	masa	1
dihadapan_masa	dihadapan	masa	1
dihakimi_masa	dihakimi	masa	1
dihantui_masa	dihantui	masa	1
dihasilkan_masa	dihasilkan	masa	1
diikuti_masa	diikuti	masa	1
dikem-bangkan_masa	dikem-bangkan	masa	1
dilakukan_masa	dilakukan	masa	1
dilihat_masa-lah	dilihat	masa-lah	1
dimainkan_masa	dimainkan	masa	1
dimasukkan_masa	dimasukkan	masa	1
dimulainya_masa-masa	dimulainya	masa-masa	1
dinamakan_masa	dinamakan	masa	1
diper-panjang_masa	diper-panjang	masa	1
diperbaiki_masa	diperbaiki	masa	1
diperhitungkan_masa	diperhitungkan	masa	1
diperpan-jang_masa	diperpan-jang	masa	1
diperpanjang_masa	diperpanjang	masa	1
dipotong-kan_masa	dipotong-kan	masa	1
dirusak_masa	dirusak	masa	1
disebutkan_masa	disebutkan	masa	1
disetujui_masa-lah	disetujui	masa-lah	1
disiapkan_masa	disiapkan	masa	1
disikat_masa	disikat	masa	1
disini_masa	disini	masa	1
disitulah_masa	disitulah	masa	1
ditemukan_masa	ditemukan	masa	1
ditengah_masa	ditengah	masa	1
ditengah-tengah_masa	ditengah-tengah	masa	1
diter-tibkan_masa	diter-tibkan	masa	1
diterapkan_masa	diterapkan	masa	1
ditutupnya_masa	ditutupnya	masa	1
donatur_masa	donatur	masa	1
dosa-dosa_masa	dosa-dosa	masa	1
dua_masa-lah	dua	masa-lah	1
duapertiga_masa	duapertiga	masa	1
dulu_masa	dulu	masa	1
dulu_masa-lah	dulu	masa-lah	1
dunia_masa	dunia	masa	1
durasi_masa	durasi	masa	1
eh_masa	eh	masa	1
ekklesiologi_masa	ekklesiologi	masa	1
ekonomi_masa	ekonomi	masa	1
energy_masa	energy	masa	1
enggak_masa	enggak	masa	1
etis_masa	etis	masa	1
faktor_masa	faktor	masa	1
fokus_masa	fokus	masa	1
formatur_masa	formatur	masa	1
foto-foto_masa	foto-foto	masa	1
fotonya_masa	fotonya	masa	1
gantung_masa	gantung	masa	1
gara-gara_masa-lah	gara-gara	masa-lah	1
gereja-ge-reja_masa	gereja-ge-reja	masa	1
gitu_masa	gitu	masa	1
globalisasi_masa	globalisasi	masa	1
gubernur_masa	gubernur	masa	1
guna_masa	guna	masa	1
guru_masa	guru	masa	1
hadang_masa	hadang	masa	1
hadirnya_masa	hadirnya	masa	1
hakim_masa	hakim	masa	1
hal_masa	hal	masa	1
hancurlah_masa	hancurlah	masa	1
hangat_masa	hangat	masa	1
hearing_masa-lah	hearing	masa-lah	1
heroik_masa	heroik	masa	1
hiburan_masa	hiburan	masa	1
hidup_masa	hidup	masa	1
hilang_masa	hilang	masa	1
hilang_masa-masa	hilang	masa-masa	1
hilangnya_masa	hilangnya	masa	1
hubungan_masa	hubungan	masa	1
hukuman_masa	hukuman	masa	1
ibadah_masa	ibadah	masa	1
identifikasi_masa-lah	identifikasi	masa-lah	1
ilegal_masa	ilegal	masa	1
ilmu_masa	ilmu	masa	1
impian-impian_masa	impian-impian	masa	1
impor_masa	impor	masa	1
indah_masa	indah	masa	1
indah-nya_masa	indah-nya	masa	1
indahnya_masa	indahnya	masa	1
indeks_masa	indeks	masa	1
informasi_masa	informasi	masa	1
ini_masa-lah	ini	masa-lah	1
inkubasi_masa	inkubasi	masa	1
isu_masa	isu	masa	1
itu_masa-masa	itu	masa-masa	1
itulah_masa	itulah	masa	1
jadi_masa-lah	jadi	masa-lah	1
jadwal_masa	jadwal	masa	1
jagad_masa	jagad	masa	1
jalani-lah_masa	jalani-lah	masa	1
jalannya_masa	jalannya	masa	1
jam_masa	jam	masa	1
jamaah_masa	jamaah	masa	1
jamak_masa	jamak	masa	1
jangan_masa	jangan	masa	1
janji_masa	janji	masa	1
jantung_masa	jantung	masa	1
jelang_masa	jelang	masa	1
jenderal_masa	jenderal	masa	1
jumlah_masa	jumlah	masa	1
junior_masa	junior	masa	1
ka-rena_masa	ka-rena	masa	1
kabar_masa	kabar	masa	1
kabinet_masa	kabinet	masa	1
kala_masa	kala	masa	1
kali_masa-masa	kali	masa-masa	1
kampanye_masa	kampanye	masa	1
kanak-kanak_masa	kanak-kanak	masa	1
kandang_masa	kandang	masa	1
karena_masa-lahnya	karena	masa-lahnya	1
karma_masa	karma	masa	1
ke-lebihan_masa	ke-lebihan	masa	1
ke-nanglah_masa	ke-nanglah	masa	1
keadaan_masa	keadaan	masa	1
kebanggaan_masa	kebanggaan	masa	1
kebangsaan_masa	kebangsaan	masa	1
keberangkatan_masa	keberangkatan	masa	1
kebiasaan_masa	kebiasaan	masa	1
kebijakan_masa	kebijakan	masa	1
kebudayaan_masa	kebudayaan	masa	1
kecanggihan_masa	kecanggihan	masa	1
kecantikan_masa	kecantikan	masa	1
kecil_masa	kecil	masa	1
kedelapan_masa	kedelapan	masa	1
kegamangan_masa	kegamangan	masa	1
kegembiraan_masa	kegembiraan	masa	1
kegiatan_masa	kegiatan	masa	1
kegiatan-kegiatan_masa	kegiatan-kegiatan	masa	1
kehormatan_masa	kehormatan	masa	1
keinginan_masa	keinginan	masa	1
kejahatan_masa	kejahatan	masa	1
kejanggalan_masa	kejanggalan	masa	1
kejutan_masa	kejutan	masa	1
kekasih_masa	kekasih	masa	1
kekeliruan_masa	kekeliruan	masa	1
kelima_masa	kelima	masa	1
keluarga_masa	keluarga	masa	1
kemajuan_masa	kemajuan	masa	1
kemegahan_masa	kemegahan	masa	1
kemerdekaan_masa	kemerdekaan	masa	1
kenang-kenangan_masa	kenang-kenangan	masa	1
kenangan_masa-masa	kenangan	masa-masa	1
kendaraan_masa	kendaraan	masa	1
kendati_masa	kendati	masa	1
kenyataan_masa	kenyataan	masa	1
kepala_masa	kepala	masa	1
kepangkatan_masa	kepangkatan	masa	1
kepemerintahan_masa	kepemerintahan	masa	1
ker-ja_masa	ker-ja	masa	1
kerangka_masa	kerangka	masa	1
kerepotan_masa	kerepotan	masa	1
kerja_masa	kerja	masa	1
kesadaran_masa	kesadaran	masa	1
kesalahan-kesalahan_masa	kesalahan-kesalahan	masa	1
kesan-kesan_masa	kesan-kesan	masa	1
kesehatan_masa	kesehatan	masa	1
kesejarahan_masa	kesejarahan	masa	1
keselamatan_masa	keselamatan	masa	1
keseluruhan_masa	keseluruhan	masa	1
kesepakatan_masa	kesepakatan	masa	1
kesuksesan_masa	kesuksesan	masa	1
ketaatan_masa-lah	ketaatan	masa-lah	1
ketemu_masa-masa	ketemu	masa-masa	1
ketentuan_masa	ketentuan	masa	1
keterbatasan_masa	keterbatasan	masa	1
ketika_masa-masa	ketika	masa-masa	1
keuangan_masa	keuangan	masa	1
khas_masa	khas	masa	1
khawatir_masa	khawatir	masa	1
kinerja_masa	kinerja	masa	1
kini_masa	kini	masa	1
kisah_masa	kisah	masa	1
kita_masa	kita	masa	1
kolom_masa	kolom	masa	1
komang_masa	komang	masa	1
kompetisi_masa	kompetisi	masa	1
komunikasi_masa	komunikasi	masa	1
konflik_masa	konflik	masa	1
konsentrasi_masa	konsentrasi	masa	1
konsep_masa	konsep	masa	1
kontras_masa-kan	kontras	masa-kan	1
kontro-versial_masa	kontro-versial	masa	1
koor-dinasi_masa	koor-dinasi	masa	1
korbankan_masa	korbankan	masa	1
kritis_masa	kritis	masa	1
kuat_masa	kuat	masa	1
kuburan_masa	kuburan	masa	1
lagi_masa-masa	lagi	masa-masa	1
lainnya_masa	lainnya	masa	1
lainnya_masa-lah	lainnya	masa-lah	1
langit-langit_masa	langit-langit	masa	1
lanjut-nya_masa	lanjut-nya	masa	1
lanjutnya_masa-lah	lanjutnya	masa-lah	1
le-wat_masa	le-wat	masa	1
lebih_masa	lebih	masa	1
lebih-lebih_masa	lebih-lebih	masa	1
lemahnya_masa	lemahnya	masa	1
lepas_masa	lepas	masa	1
level_masa	level	masa	1
lewati_masa	lewati	masa	1
libur_masa	libur	masa	1
lihat_masa	lihat	masa	1
lima_masa	lima	masa	1
lingkungan_masa	lingkungan	masa	1
lintas_masa	lintas	masa	1
listrik_masa	listrik	masa	1
luar_masa	luar	masa	1
lusa_masa	lusa	masa	1
maa_masa	maa	masa	1
macet_masa	macet	masa	1
mahal_masa	mahal	masa	1
makan_masa	makan	masa	1
makna_masa	makna	masa	1
maksimal_masa	maksimal	masa	1
malah_masa-lah	malah	masa-lah	1
martabat_masa	martabat	masa	1
masa_1800-an	masa	1800-an	1
masa_1920-an	masa	1920-an	1
masa_1930-an	masa	1930-an	1
masa_1960-an	masa	1960-an	1
masa_1980-an	masa	1980-an	1
masa_60-an	masa	60-an	1
masa_80-90an	masa	80-90an	1
masa_abad	masa	abad	1
masa_advent	masa	advent	1
masa_adventus	masa	adventus	1
masa_akhirnya	masa	akhirnya	1
masa_akreditasi	masa	akreditasi	1
masa_aku	masa	aku	1
masa_akun	masa	akun	1
masa_amnesti	masa	amnesti	1
masa_anak	masa	anak	1
masa_anak-anaknya	masa	anak-anaknya	1
masa_asimilasi	masa	asimilasi	1
masa_asuransi	masa	asuransi	1
masa_awal-awal	masa	awal-awal	1
masa_awalnya	masa	awalnya	1
masa_babak	masa	babak	1
masa_bagi	masa	bagi	1
masa_bahan	masa	bahan	1
masa_balita	masa	balita	1
masa_balitanya	masa	balitanya	1
masa_bangunan	masa	bangunan	1
masa_baru	masa	baru	1
masa_bebas	masa	bebas	1
masa_bekerja	masa	bekerja	1
masa_belajarnya	masa	belajarnya	1
masa_belia	masa	belia	1
masa_bencana	masa	bencana	1
masa_ber-laku	masa	ber-laku	1
masa_ber-lakunya	masa	ber-lakunya	1
masa_berahinya	masa	berahinya	1
masa_berbagai	masa	berbagai	1
masa_berduka	masa	berduka	1
masa_bergeloranya	masa	bergeloranya	1
masa_berjuang	masa	berjuang	1
masa_berkembangnya	masa	berkembangnya	1
masa_berkuasa	masa	berkuasa	1
masa_berkunjung	masa	berkunjung	1
masa_berlaku-nya	masa	berlaku-nya	1
masa_berlangganan	masa	berlangganan	1
masa_berpacaran	masa	berpacaran	1
masa_bertarung	masa	bertarung	1
masa_besar	masa	besar	1
masa_bisa	masa	bisa	1
masa_buah	masa	buah	1
masa_bukan	masa	bukan	1
masa_bukannya	masa	bukannya	1
masa_bunga	masa	bunga	1
masa_buruh	masa	buruh	1
masa_bus	masa	bus	1
masa_cabang	masa	cabang	1
masa_cenderung	masa	cenderung	1
masa_cicilan	masa	cicilan	1
masa_cobaan	masa	cobaan	1
masa_cuaca	masa	cuaca	1
masa_cutinya	masa	cutinya	1
masa_dana	masa	dana	1
masa_dapa	masa	dapa	1
masa_data	masa	data	1
masa_de-pannya	masa	de-pannya	1
masa_deadline	masa	deadline	1
masa_demo	masa	demo	1
masa_denial	masa	denial	1
masa_depan-nya	masa	depan-nya	1
masa_derby	masa	derby	1
masa_diagnosa	masa	diagnosa	1
masa_diam	masa	diam	1
masa_dibeda-beda	masa	dibeda-beda	1
masa_dibuka	masa	dibuka	1
masa_dihebohkan	masa	dihebohkan	1
masa_dikeroyok	masa	dikeroyok	1
masa_dilakukan	masa	dilakukan	1
masa_dimentokin	masa	dimentokin	1
masa_dinasti	masa	dinasti	1
masa_diper-kirakan	masa	diper-kirakan	1
masa_disampaikan	masa	disampaikan	1
masa_diseluruh	masa	diseluruh	1
masa_distribusi	masa	distribusi	1
masa_dita-ngani	masa	dita-ngani	1
masa_ditemukannya	masa	ditemukannya	1
masa_ditinggal	masa	ditinggal	1
masa_ditolak	masa	ditolak	1
masa_doa	masa	doa	1
masa_donasi	masa	donasi	1
masa_dorang	masa	dorang	1
masa_efektif	masa	efektif	1
masa_eksploitasi	masa	eksploitasi	1
masa_eksplorasi	masa	eksplorasi	1
masa_elus	masa	elus	1
masa_emiritus	masa	emiritus	1
masa_fanatik	masa	fanatik	1
masa_fasilitas	masa	fasilitas	1
masa_fermentasinya	masa	fermentasinya	1
masa_festival	masa	festival	1
masa_frustasi	masa	frustasi	1
masa_fung-sional	masa	fung-sional	1
masa_galau	masa	galau	1
masa_gencatan	masa	gencatan	1
masa_gerobak	masa	gerobak	1
masa_giling	masa	giling	1
masa_globalisasi	masa	globalisasi	1
masa_gubernur	masa	gubernur	1
masa_haji	masa	haji	1
masa_hanya	masa	hanya	1
masa_hidup-nya	masa	hidup-nya	1
masa_hu-kuman	masa	hu-kuman	1
masa_huku-man	masa	huku-man	1
masa_huku-mannya	masa	huku-mannya	1
masa_idah	masa	idah	1
masa_in-jury	masa	in-jury	1
masa_in-kubasi	masa	in-kubasi	1
masa_inagurasi	masa	inagurasi	1
masa_industrialisasi	masa	industrialisasi	1
masa_inilah	masa	inilah	1
masa_integrasi	masa	integrasi	1
masa_internasionalisasi	masa	internasionalisasi	1
masa_iPhone	masa	iPhone	1
masa_izinnya	masa	izinnya	1
masa_jab	masa	jab	1
masa_jaba-tan	masa	jaba-tan	1
masa_jabat-an	masa	jabat-an	1
masa_jabatan-nya	masa	jabatan-nya	1
masa_jadi	masa	jadi	1
masa_jadwal	masa	jadwal	1
masa_jahiliyah	masa	jahiliyah	1
masa_jam	masa	jam	1
masa_jandanya	masa	jandanya	1
masa_jang	masa	jang	1
masa_jangka	masa	jangka	1
masa_janin	masa	janin	1
masa_jatuhnya	masa	jatuhnya	1
masa_jedah	masa	jedah	1
masa_jelang	masa	jelang	1
masa_jendela	masa	jendela	1
masa_juga	masa	juga	1
masa_jumlah	masa	jumlah	1
masa_ka-rantina	masa	ka-rantina	1
masa_kada-luarsa	masa	kada-luarsa	1
masa_kadaluarsa	masa	kadaluarsa	1
masa_kadaluwarsanya	masa	kadaluwarsanya	1
masa_kam-panye	masa	kam-panye	1
masa_kami	masa	kami	1
masa_kampanya	masa	kampanya	1
masa_kampanye-nya	masa	kampanye-nya	1
masa_kampaye	masa	kampaye	1
masa_kampenye	masa	kampenye	1
masa_kamu	masa	kamu	1
masa_kanaknya	masa	kanaknya	1
masa_katanya	masa	katanya	1
masa_kawinnya	masa	kawinnya	1
masa_ke-cilnya	masa	ke-cilnya	1
masa_ke-merdekaan	masa	ke-merdekaan	1
masa_keberangkatan	masa	keberangkatan	1
masa_keberlakuan	masa	keberlakuan	1
masa_kecilku	masa	kecilku	1
masa_kecurigaan	masa	kecurigaan	1
masa_kedaluarsa	masa	kedaluarsa	1
masa_kedaulatan	masa	kedaulatan	1
masa_kedudukan	masa	kedudukan	1
masa_kehamil-an	masa	kehamil-an	1
masa_kehidupannya	masa	kehidupannya	1
masa_kehilangan	masa	kehilangan	1
masa_kejadiannya	masa	kejadiannya	1
masa_kekaisaran	masa	kekaisaran	1
masa_kekosongan	masa	kekosongan	1
masa_kekuasaannya	masa	kekuasaannya	1
masa_kelahiran	masa	kelahiran	1
masa_kelas	masa	kelas	1
masa_kemasukan	masa	kemasukan	1
masa_kematian	masa	kematian	1
masa_kemunculannya	masa	kemunculannya	1
masa_kenabian	masa	kenabian	1
masa_kepada	masa	kepada	1
masa_kepala	masa	kepala	1
masa_kepe-mimpinannya	masa	kepe-mimpinannya	1
masa_kepeimpinannya	masa	kepeimpinannya	1
masa_kepemim-pinan	masa	kepemim-pinan	1
masa_kepemimpi-nan	masa	kepemimpi-nan	1
masa_kepenguru-san	masa	kepenguru-san	1
masa_kepresidenannya	masa	kepresidenannya	1
masa_kerajaannya	masa	kerajaannya	1
masa_kering	masa	kering	1
masa_kesadarannya	masa	kesadarannya	1
masa_kesendiriannya	masa	kesendiriannya	1
masa_keseng-saraan	masa	keseng-saraan	1
masa_kesuburannya	masa	kesuburannya	1
masa_kesusahan	masa	kesusahan	1
masa_ketagihan	masa	ketagihan	1
masa_khalifah	masa	khalifah	1
masa_klarifikasi	masa	klarifikasi	1
masa_klasik	masa	klasik	1
masa_klub	masa	klub	1
masa_ko-ass	masa	ko-ass	1
masa_kodifikasi	masa	kodifikasi	1
masa_kompetisi	masa	kompetisi	1
masa_kong	masa	kong	1
masa_kontemporer	masa	kontemporer	1
masa_kontrak-nya	masa	kontrak-nya	1
masa_kri-sis	masa	kri-sis	1
masa_kuliahnya	masa	kuliahnya	1
masa_kunjungan	masa	kunjungan	1
masa_kurang	masa	kurang	1
masa_kurungan	masa	kurungan	1
masa_kwa	masa	kwa	1
masa_lajang8	masa	lajang8	1
masa_lajangSelasa	masa	lajangSelasa	1
masa_lampaunya	masa	lampaunya	1
masa_latihan	masa	latihan	1
masa_ley	masa	ley	1
masa_li-buran	masa	li-buran	1
masa_libu-rannya	masa	libu-rannya	1
masa_liburn	masa	liburn	1
masa_limit	masa	limit	1
masa_long	masa	long	1
masa_lowong	masa	lowong	1
masa_mahasiswa	masa	mahasiswa	1
masa_maju	masa	maju	1
masa_masa	masa	masa	1
masa_masih	masa	masih	1
masa_masing-masing	masa	masing-masing	1
masa_masuk	masa	masuk	1
masa_masukan	masa	masukan	1
masa_memanggilnya	masa	memanggilnya	1
masa_membubarkan	masa	membubarkan	1
masa_memenangkan	masa	memenangkan	1
masa_memiliki	masa	memiliki	1
masa_memperjuangkan	masa	memperjuangkan	1
masa_mempersiapkan	masa	mempersiapkan	1
masa_menabung	masa	menabung	1
masa_menanam	masa	menanam	1
masa_mengambang	masa	mengambang	1
masa_menghiasi	masa	menghiasi	1
masa_mengkhawatirkan	masa	mengkhawatirkan	1
masa_menopouse	masa	menopouse	1
masa_menunggu	masa	menunggu	1
masa_menunjukkan	masa	menunjukkan	1
masa_menyongsong	masa	menyongsong	1
masa_mereka	masa	mereka	1
masa_meributkan	masa	meributkan	1
masa_merupakan	masa	merupakan	1
masa_mewarnai	masa	mewarnai	1
masa_milik	masa	milik	1
masa_mo-dernisasi	masa	mo-dernisasi	1
masa_mualaf	masa	mualaf	1
masa_mudaku	masa	mudaku	1
masa_mudamu	masa	mudamu	1
masa_mulai	masa	mulai	1
masa_mungkin	masa	mungkin	1
masa_musti	masa	musti	1
masa_nama-nama	masa	nama-nama	1
masa_nginapnya	masa	nginapnya	1
masa_nolak	masa	nolak	1
masa_operasionalisasi	masa	operasionalisasi	1
masa_otot	masa	otot	1
masa_out-break	masa	out-break	1
masa_ovulasi	masa	ovulasi	1
masa_pa-nen	masa	pa-nen	1
masa_pagi-pagi	masa	pagi-pagi	1
masa_panennya	masa	panennya	1
masa_partai-partai	masa	partai-partai	1
masa_pasca-Orde	masa	pasca-Orde	1
masa_pasca-proklamasi	masa	pasca-proklamasi	1
masa_pasca-Soeharto	masa	pasca-Soeharto	1
masa_pe-meliharaan	masa	pe-meliharaan	1
masa_pekan	masa	pekan	1
masa_pelati-han	masa	pelati-han	1
masa_pema-sukan	masa	pema-sukan	1
masa_pemantapan	masa	pemantapan	1
masa_pembahasan	masa	pembahasan	1
masa_pembantaran	masa	pembantaran	1
masa_pembayarannya	masa	pembayarannya	1
masa_pembekuan	masa	pembekuan	1
masa_pemberian	masa	pemberian	1
masa_pemberlakuan	masa	pemberlakuan	1
masa_pemberontakan	masa	pemberontakan	1
