ngram	w1	w2	w3	w4	n
bagian_belakang_dan_ada	bagian	belakang	dan	ada	1
bagian_belakang_dan_baterai	bagian	belakang	dan	baterai	1
bagian_belakang_dan_beberapa	bagian	belakang	dan	beberapa	1
bagian_belakang_dan_bertuliskan	bagian	belakang	dan	bertuliskan	1
bagian_belakang_dan_dirawat	bagian	belakang	dan	dirawat	1
bagian_belakang_dan_kamera	bagian	belakang	dan	kamera	1
bagian_belakang_dan_luka	bagian	belakang	dan	luka	1
bagian_belakang_dan_satu	bagian	belakang	dan	satu	1
bagian_belakang_dan_sebagian	bagian	belakang	dan	sebagian	1
bagian_belakang_dan_terdiri	bagian	belakang	dan	terdiri	1
bagian_belakang_dekat_jok	bagian	belakang	dekat	jok	1
bagian_belakang_deng_gigi	bagian	belakang	deng	gigi	1
bagian_belakang_dengan_beberapa	bagian	belakang	dengan	beberapa	1
bagian_belakang_dianggap_menjadi	bagian	belakang	dianggap	menjadi	1
bagian_belakang_dikawal_sejumlah	bagian	belakang	dikawal	sejumlah	1
bagian_belakang_ditulis_nama	bagian	belakang	ditulis	nama	1
bagian_belakang_dual_speaker	bagian	belakang	dual	speaker	1
bagian_belakang_gedung_tiba-tiba	bagian	belakang	gedung	tiba-tiba	1
bagian_belakang_hancur_akibat	bagian	belakang	hancur	akibat	1
bagian_belakang_hanggar_yang	bagian	belakang	hanggar	yang	1
bagian_belakang_ibu_jari	bagian	belakang	ibu	jari	1
bagian_belakang_itu_lebih	bagian	belakang	itu	lebih	1
bagian_belakang_jadi_tidak	bagian	belakang	jadi	tidak	1
bagian_belakang_kantor_wa-likota	bagian	belakang	kantor	wa-likota	1
bagian_belakang_karena_sebagian	bagian	belakang	karena	sebagian	1
bagian_belakang_kartu_tersebut	bagian	belakang	kartu	tersebut	1
bagian_belakang_kata_dia	bagian	belakang	kata	dia	1
bagian_belakang_kenda-raan_probadinya	bagian	belakang	kenda-raan	probadinya	1
bagian_belakang_kendaraan_bukannya	bagian	belakang	kendaraan	bukannya	1
bagian_belakang_kepala_korban	bagian	belakang	kepala	korban	1
bagian_belakang_kepala_luka	bagian	belakang	kepala	luka	1
bagian_belakang_kepala_pegal	bagian	belakang	kepala	pegal	1
bagian_belakang_kepala_warga	bagian	belakang	kepala	warga	1
bagian_belakang_kepala_yang	bagian	belakang	kepala	yang	1
bagian_belakang_khususnya_di	bagian	belakang	khususnya	di	1
bagian_belakang_kipas_angin	bagian	belakang	kipas	angin	1
bagian_belakang_korban_juga	bagian	belakang	korban	juga	1
bagian_belakang_korban_menggunakan	bagian	belakang	korban	menggunakan	1
bagian_belakang_lensa_kamera	bagian	belakang	lensa	kamera	1
bagian_belakang_masjid_pihak	bagian	belakang	masjid	pihak	1
bagian_belakang_mata_dan	bagian	belakang	mata	dan	1
bagian_belakang_maupun_depan	bagian	belakang	maupun	depan	1
bagian_belakang_mengalami_pembengkakkan	bagian	belakang	mengalami	pembengkakkan	1
bagian_belakang_menggunakan_kayu	bagian	belakang	menggunakan	kayu	1
bagian_belakang_menghadap_ke	bagian	belakang	menghadap	ke	1
bagian_belakang_mereka_tergerus	bagian	belakang	mereka	tergerus	1
bagian_belakang_merupakan_yang	bagian	belakang	merupakan	yang	1
bagian_belakang_meski_sebelumnya	bagian	belakang	meski	sebelumnya	1
bagian_belakang_mobil_bisa	bagian	belakang	mobil	bisa	1
bagian_belakang_mobil_box	bagian	belakang	mobil	box	1
bagian_belakang_mobil_dengan	bagian	belakang	mobil	dengan	1
bagian_belakang_mobil_masuk	bagian	belakang	mobil	masuk	1
bagian_belakang_mobil_saat	bagian	belakang	mobil	saat	1
bagian_belakang_mobil_sedangkan	bagian	belakang	mobil	sedangkan	1
bagian_belakang_motor_patroli	bagian	belakang	motor	patroli	1
bagian_belakang_mudah_kemasukan	bagian	belakang	mudah	kemasukan	1
bagian_belakang_nampan_tersebut	bagian	belakang	nampan	tersebut	1
bagian_belakang_notebook_yang	bagian	belakang	notebook	yang	1
bagian_belakang_pahanya_setelah	bagian	belakang	pahanya	setelah	1
bagian_belakang_pembeli_juga	bagian	belakang	pembeli	juga	1
bagian_belakang_pemkot_dekat	bagian	belakang	pemkot	dekat	1
bagian_belakang_pengemudinya_dapat	bagian	belakang	pengemudinya	dapat	1
bagian_belakang_pergelangan_kaki	bagian	belakang	pergelangan	kaki	1
bagian_belakang_pesawat_dan	bagian	belakang	pesawat	dan	1
bagian_belakang_pesawat_dengan	bagian	belakang	pesawat	dengan	1
bagian_belakang_pesawat_saat	bagian	belakang	pesawat	saat	1
bagian_belakang_pesawat_tersebut	bagian	belakang	pesawat	tersebut	1
bagian_belakang_rahang_bocah	bagian	belakang	rahang	bocah	1
bagian_belakang_ruang_raker	bagian	belakang	ruang	raker	1
bagian_belakang_rumah_mereka	bagian	belakang	rumah	mereka	1
bagian_belakang_rumah_milik	bagian	belakang	rumah	milik	1
bagian_belakang_rumah_rusak	bagian	belakang	rumah	rusak	1
bagian_belakang_rumah_setinggi	bagian	belakang	rumah	setinggi	1
bagian_belakang_rumah_terdapat	bagian	belakang	rumah	terdapat	1
bagian_belakang_rumahnya_berjatuhan	bagian	belakang	rumahnya	berjatuhan	1
bagian_belakang_rumahnya_maka	bagian	belakang	rumahnya	maka	1
bagian_belakang_rusun_terlihat	bagian	belakang	rusun	terlihat	1
bagian_belakang_salah_satu	bagian	belakang	salah	satu	1
bagian_belakang_sebagai_bagian	bagian	belakang	sebagai	bagian	1
bagian_belakang_sebagai_sistem	bagian	belakang	sebagai	sistem	1
bagian_belakang_sehingga_memudahkan	bagian	belakang	sehingga	memudahkan	1
bagian_belakang_serta_tampilan	bagian	belakang	serta	tampilan	1
bagian_belakang_sistem_rem	bagian	belakang	sistem	rem	1
bagian_belakang_sudah_tidak	bagian	belakang	sudah	tidak	1
bagian_belakang_supermarket_kata	bagian	belakang	supermarket	kata	1
bagian_belakang_terdapat_luka	bagian	belakang	terdapat	luka	1
bagian_belakang_terdapat_tas	bagian	belakang	terdapat	tas	1
bagian_belakang_toko_bengkel	bagian	belakang	toko	bengkel	1
bagian_belakang_truk_kanvas	bagian	belakang	truk	kanvas	1
bagian_belakang_truk_sehingga	bagian	belakang	truk	sehingga	1
bagian_belakang_truk_yang	bagian	belakang	truk	yang	1
bagian_belakang_tubuh_korban	bagian	belakang	tubuh	korban	1
bagian_belakang_tubuhnya_korban	bagian	belakang	tubuhnya	korban	1
bagian_belakang_warung_tersebut	bagian	belakang	warung	tersebut	1
bagian_belakang_yang_dapat	bagian	belakang	yang	dapat	1
bagian_belakang_yang_makin	bagian	belakang	yang	makin	1
bagian_belakangnya_karena_tertusuk	bagian	belakangnya	karena	tertusuk	1
bagian_belakangnya_masih_berlumuran	bagian	belakangnya	masih	berlumuran	1
bagian_belakangnya_namun_desain	bagian	belakangnya	namun	desain	1
bagian_belakangnya_sudah_dalam	bagian	belakangnya	sudah	dalam	1
bagian_belakangnya_sudah_tertera	bagian	belakangnya	sudah	tertera	1
bagian_depan_belakang_sebesar	bagian	depan	belakang	sebesar	1
bagian_depan_maupun_belakang	bagian	depan	maupun	belakang	1
bagian_di_belakang_kuping	bagian	di	belakang	kuping	1
bagian_kanan_belakang_dan	bagian	kanan	belakang	dan	1
bagian_kanan-belakang_juga_dipasangi	bagian	kanan-belakang	juga	dipasangi	1
bagian_ke-pala_belakang_dan	bagian	ke-pala	belakang	dan	1
bagian_ke-pala_belakang_korban	bagian	ke-pala	belakang	korban	1
bagian_kepala_belakang_terkena	bagian	kepala	belakang	terkena	1
bagian_kepala_belakang_tidak	bagian	kepala	belakang	tidak	1
bagian_kiri_bagian_belakang	bagian	kiri	bagian	belakang	1
bagian_lampu_belakang_juga	bagian	lampu	belakang	juga	1
bagian_leher_belakang_korban	bagian	leher	belakang	korban	1
bagian_muka_dan_belakang	bagian	muka	dan	belakang	1
bagian_pantat_belakang_korban	bagian	pantat	belakang	korban	1
bagian_ping-gang_belakang_hingga	bagian	ping-gang	belakang	hingga	1
bagian_pinggang_belakang_hingga	bagian	pinggang	belakang	hingga	1
bagian_pulau_paling_belakang	bagian	pulau	paling	belakang	1
bagian_samping_kanan_belakang	bagian	samping	kanan	belakang	1
bagian_tulang_belakang_yang	bagian	tulang	belakang	yang	1
bagian-bagian_belakang_hanggar_katanya	bagian-bagian	belakang	hanggar	katanya	1
bagian-bagian_belakang_sementara_hanya	bagian-bagian	belakang	sementara	hanya	1
bagus_dengan_latar_belakang	bagus	dengan	latar	belakang	1
bahan_kulit_belakangan_ini	bahan	kulit	belakangan	ini	1
bahasa_daerah_belakangan_marak	bahasa	daerah	belakangan	marak	1
bahkan_bagian_belakang_tubuh	bahkan	bagian	belakang	tubuh	1
bahkan_belakangan_kelihatan_tersendat-sendat	bahkan	belakangan	kelihatan	tersendat-sendat	1
bahwa_belakangan_ini_me-reka	bahwa	belakangan	ini	me-reka	1
bahwa_belakangan_ini_mulai	bahwa	belakangan	ini	mulai	1
bahwa_kamera_belakang_berkekuatan	bahwa	kamera	belakang	berkekuatan	1
bahwa_latar_belakang_dari	bahwa	latar	belakang	dari	1
bahwa_latar_belakang_terjadinya	bahwa	latar	belakang	terjadinya	1
bahwa_tanpa_latar_belakang	bahwa	tanpa	latar	belakang	1
baik_dari_latar_belakang	baik	dari	latar	belakang	1
baik_dari_lini_belakang	baik	dari	lini	belakang	1
baik_di_bagian_belakang	baik	di	bagian	belakang	1
baik_di_lini_belakang	baik	di	lini	belakang	1
baik_latar_belakang_keluarga	baik	latar	belakang	keluarga	1
baik_tersebut_dilatar_belakangi	baik	tersebut	dilatar	belakangi	1
bait_dia_lalu_membelakangi	bait	dia	lalu	membelakangi	1
bak_belakang_terlempar_dan	bak	belakang	terlempar	dan	1
bak_terbuka_bagian_belakang	bak	terbuka	bagian	belakang	1
bakar_dengan_latar_belakang	bakar	dengan	latar	belakang	1
bakar_dupa_di_belakang	bakar	dupa	di	belakang	1
baku_bale_belakang_pertan-dingan	baku	bale	belakang	pertan-dingan	1
balapan_dari_barisan_belakang	balapan	dari	barisan	belakang	1
balapan_dilanjutkan_di_belakang	balapan	dilanjutkan	di	belakang	1
bale_belakang_pertan-dingan_kan	bale	belakang	pertan-dingan	kan	1
balok_ke_arah_belakang	balok	ke	arah	belakang	1
bambu_dan_belakangan_menambah	bambu	dan	belakangan	menambah	1
bambu_di_belakang_rumah	bambu	di	belakang	rumah	1
ban_belakang_begitu_pula	ban	belakang	begitu	pula	1
ban_belakang_itu_cepat	ban	belakang	itu	cepat	1
ban_belakang_pada_bagian	ban	belakang	pada	bagian	1
ban_belakang_sebelah_kanan	ban	belakang	sebelah	kanan	1
ban_belakang_sebelah_kiri	ban	belakang	sebelah	kiri	1
ban_belakang_untuk_berbelok	ban	belakang	untuk	berbelok	1
ban_belakang_yang_lebih	ban	belakang	yang	lebih	1
ban_depan_dan_belakang	ban	depan	dan	belakang	1
ban_mobil_kiri_belakang	ban	mobil	kiri	belakang	1
ban_serep_di_belakang	ban	serep	di	belakang	1
bangkit_dari_keterbelakangan_dan	bangkit	dari	keterbelakangan	dan	1
bangku_belakang_untuk_meningkatkan	bangku	belakang	untuk	meningkatkan	1
bangku_kecil_di_belakang	bangku	kecil	di	belakang	1
bangunan_bagian_belakang_rumah	bangunan	bagian	belakang	rumah	1
bangunan_di_bagian_belakang	bangunan	di	bagian	belakang	1
bantalan_tulang_belakang_yang	bantalan	tulang	belakang	yang	1
bantuan_yang_kemudian_belakangan	bantuan	yang	kemudian	belakangan	1
banyak_bercerita_latar_belakang	banyak	bercerita	latar	belakang	1
banyak_dengan_latar_belakang	banyak	dengan	latar	belakang	1
banyak_faktor_yang_melatarbelakanginya	banyak	faktor	yang	melatarbelakanginya	1
banyak_hambatan_belakangan_ini	banyak	hambatan	belakangan	ini	1
banyak_latar_belakang_profesi	banyak	latar	belakang	profesi	1
banyak_menumpuk_di_belakang	banyak	menumpuk	di	belakang	1
banyak_orang_di_belakang	banyak	orang	di	belakang	1
banyak_pejabat_belakangan_ini	banyak	pejabat	belakangan	ini	1
banyak_pemain_di_belakang	banyak	pemain	di	belakang	1
banyak_perbedaan_latar_belakang	banyak	perbedaan	latar	belakang	1
banyak_persoalan_yang_melatarbelakangi	banyak	persoalan	yang	melatarbelakangi	1
banyak_yang_berlatar_belakang	banyak	yang	berlatar	belakang	1
bara_dan_gas_belakangan	bara	dan	gas	belakangan	1
barangkali_yang_terjadi_belakangan	barangkali	yang	terjadi	belakangan	1
baris_belakang_saat_pengeboman	baris	belakang	saat	pengeboman	1
baris_kedua_di_belakang	baris	kedua	di	belakang	1
baris_ketiga_belakang_bisa	baris	ketiga	belakang	bisa	1
barisan_belakang_akan_menurunkan	barisan	belakang	akan	menurunkan	1
barisan_belakang_bahkan_melemparkan	barisan	belakang	bahkan	melemparkan	1
barisan_belakang_cukup_solid	barisan	belakang	cukup	solid	1
barisan_belakang_demi_menjaga	barisan	belakang	demi	menjaga	1
barisan_belakang_forum_itu	barisan	belakang	forum	itu	1
barisan_belakang_kereta_apinya	barisan	belakang	kereta	apinya	1
barisan_belakang_mantan_pelatih	barisan	belakang	mantan	pelatih	1
barisan_belakang_mengingat_semua	barisan	belakang	mengingat	semua	1
barisan_belakang_panggung_penampilan	barisan	belakang	panggung	penampilan	1
barisan_belakang_sesekali_membantu	barisan	belakang	sesekali	membantu	1
barisan_belakang_yang_dipercayakan	barisan	belakang	yang	dipercayakan	1
barisan_paling_belakang_beberapa	barisan	paling	belakang	beberapa	1
barisan_paling_belakang_mengawal	barisan	paling	belakang	mengawal	1
baru_beberapa_tahun_belakang	baru	beberapa	tahun	belakang	1
baru_beroperasi_bulan_belakangan	baru	beroperasi	bulan	belakangan	1
baru_di_belakang_masjid	baru	di	belakang	masjid	1
baru_di_lini_belakang	baru	di	lini	belakang	1
baru_diketa-hui_belakangan_ini	baru	diketa-hui	belakangan	ini	1
baru_muncul_belakangan_dalam	baru	muncul	belakangan	dalam	1
baru_penampakan_belakang_yang	baru	penampakan	belakang	yang	1
baru_sadar_belakangan_inilah	baru	sadar	belakangan	inilah	1
baru_tahu_belakangan_saya	baru	tahu	belakangan	saya	1
baru_terjadi_pada_belakangan	baru	terjadi	pada	belakangan	1
baru-baru_ini_berlatar_belakang	baru-baru	ini	berlatar	belakang	1
barus_saja_berkembang_belakangan	barus	saja	berkembang	belakangan	1
basah_di_parkiran_belakang	basah	di	parkiran	belakang	1
basis_terinstal_kami_belakangan	basis	terinstal	kami	belakangan	1
baterai_mAh_kamera_belakang	baterai	mAh	kamera	belakang	1
batik_pada_partisi_belakang	batik	pada	partisi	belakang	1
batu_akik_belakangan_ini	batu	akik	belakangan	ini	1
batu_di_belakang_rumah	batu	di	belakang	rumah	1
batu_menghantam_dinding_belakang	batu	menghantam	dinding	belakang	1
bau_budak_rendah_terkebelakang	bau	budak	rendah	terkebelakang	1
bawah_belakang_tersemat_lambang	bawah	belakang	tersemat	lambang	1
bawah_bodi_belakangnya_sebagai	bawah	bodi	belakangnya	sebagai	1
bawah_dan_ke_belakang	bawah	dan	ke	belakang	1
bawah_tanah_di_belakang	bawah	tanah	di	belakang	1
be-berapa_waktu_belakangan_ini	be-berapa	waktu	belakangan	ini	1
be-lakang_tepat_di_belakang	be-lakang	tepat	di	belakang	1
bebas_beberapa_tahun_belakangan	bebas	beberapa	tahun	belakangan	1
beberapa_bulan_belakangan_bernama	beberapa	bulan	belakangan	bernama	1
beberapa_bulan_belakangan_dalam	beberapa	bulan	belakangan	dalam	1
beberapa_bulan_ke_belakang	beberapa	bulan	ke	belakang	1
beberapa_bulan_kebelakang_memang	beberapa	bulan	kebelakang	memang	1
beberapa_hari_belakangan_adalah	beberapa	hari	belakangan	adalah	1
beberapa_hari_belakangan_bahwa	beberapa	hari	belakangan	bahwa	1
beberapa_hari_belakangan_dan	beberapa	hari	belakangan	dan	1
beberapa_hari_belakangan_di	beberapa	hari	belakangan	di	1
beberapa_hari_belakangan_dinamika	beberapa	hari	belakangan	dinamika	1
beberapa_hari_belakangan_ke	beberapa	hari	belakangan	ke	1
beberapa_hari_belakangan_khususnya	beberapa	hari	belakangan	khususnya	1
beberapa_hari_belakangan_mengeluarkan	beberapa	hari	belakangan	mengeluarkan	1
beberapa_hari_belakangan_menjelang	beberapa	hari	belakangan	menjelang	1
beberapa_hari_belakangan_sebagai	beberapa	hari	belakangan	sebagai	1
beberapa_hari_belakangan_telah	beberapa	hari	belakangan	telah	1
beberapa_kasus_yang_belakangan	beberapa	kasus	yang	belakangan	1
beberapa_malam_belakangan_berlangsung	beberapa	malam	belakangan	berlangsung	1
beberapa_meter_di_belakang	beberapa	meter	di	belakang	1
beberapa_minggu_belakangan_ini	beberapa	minggu	belakangan	ini	1
beberapa_pekan_belakangan_ini	beberapa	pekan	belakangan	ini	1
beberapa_pekan_belakangan_selalu	beberapa	pekan	belakangan	selalu	1
beberapa_pekan_belakangan_virus	beberapa	pekan	belakangan	virus	1
beberapa_pemain_belakang_apalagi	beberapa	pemain	belakang	apalagi	1
beberapa_puluh_tahun_belakangan	beberapa	puluh	tahun	belakangan	1
beberapa_ruangan_di_belakang	beberapa	ruangan	di	belakang	1
beberapa_tahun_belakang_agar	beberapa	tahun	belakang	agar	1
beberapa_tahun_belakangan_berarti	beberapa	tahun	belakangan	berarti	1
beberapa_tahun_belakangan_dengan	beberapa	tahun	belakangan	dengan	1
beberapa_tahun_belakangan_dia	beberapa	tahun	belakangan	dia	1
beberapa_tahun_belakangan_disesaki	beberapa	tahun	belakangan	disesaki	1
beberapa_tahun_belakangan_hampir	beberapa	tahun	belakangan	hampir	1
beberapa_tahun_belakangan_jelas	beberapa	tahun	belakangan	jelas	1
beberapa_tahun_belakangan_jumlah	beberapa	tahun	belakangan	jumlah	1
beberapa_tahun_belakangan_mendirikan	beberapa	tahun	belakangan	mendirikan	1
beberapa_tahun_belakangan_tim	beberapa	tahun	belakangan	tim	1
beberapa_tahun_belakangan_yang	beberapa	tahun	belakangan	yang	1
beberapa_tahun_kebelakang_membangun	beberapa	tahun	kebelakang	membangun	1
beberapa_waktu_belakangan_banyak	beberapa	waktu	belakangan	banyak	1
beberapa_waktu_belakangan_kata	beberapa	waktu	belakangan	kata	1
beberapa_waktu_belakangan_muncul	beberapa	waktu	belakangan	muncul	1
beberapa_waktu_belakangan_orangtua	beberapa	waktu	belakangan	orangtua	1
beberapa_waktu_belakangan_pasokan	beberapa	waktu	belakangan	pasokan	1
beberapa_waktu_belakangan_secepat	beberapa	waktu	belakangan	secepat	1
beberapa_waktu_belakangan_terbukti	beberapa	waktu	belakangan	terbukti	1
beberapa_waktu_belakangan_yang	beberapa	waktu	belakangan	yang	1
bebrapa_waktu_belakangan_jarang	bebrapa	waktu	belakangan	jarang	1
beda_karena_latar_belakang	beda	karena	latar	belakang	1
bedah_plastik_belakangan_semakin	bedah	plastik	belakangan	semakin	1
bedah_spesialis_tulang_belakang	bedah	spesialis	tulang	belakang	1
bedah_tulang_belakang_kami	bedah	tulang	belakang	kami	1
bedeng_reot_di_belakang	bedeng	reot	di	belakang	1
begitu_tulisan-tulisan_di_belakang	begitu	tulisan-tulisan	di	belakang	1
begitu_yang_terjadi_belakangan	begitu	yang	terjadi	belakangan	1
bek_di_belakang_secara	bek	di	belakang	secara	1
bekerja_di_belakang_dia	bekerja	di	belakang	dia	1
belaka_tapi_berlatarbelakang_pada	belaka	tapi	berlatarbelakang	pada	1
belakang_13MP_dengan_dual	belakang	13MP	dengan	dual	1
belakang_16MP_dan_kamera	belakang	16MP	dan	kamera	1
belakang_16MP_sensor_pemindai	belakang	16MP	sensor	pemindai	1
belakang_5MP_yang_dapat	belakang	5MP	yang	dapat	1
belakang_8MP_auto_fokus	belakang	8MP	auto	fokus	1
belakang_8MP_serta_kamera	belakang	8MP	serta	kamera	1
belakang_ada_orang_pemuda	belakang	ada	orang	pemuda	1
belakang_ada_yang_melemparkan	belakang	ada	yang	melemparkan	1
belakang_ada_yang_memukul	belakang	ada	yang	memukul	1
belakang_adanya_semangat_positif	belakang	adanya	semangat	positif	1
belakang_adat_dan_budaya	belakang	adat	dan	budaya	1
belakang_agama_apa_pun	belakang	agama	apa	pun	1
belakang_agama_dan_kelompok	belakang	agama	dan	kelompok	1
belakang_agama_dan_ras	belakang	agama	dan	ras	1
belakang_agama_pendidikan_namun	belakang	agama	pendidikan	namun	1
belakang_agama_sebenarnya_adalah	belakang	agama	sebenarnya	adalah	1
belakang_agama_suku_budaya	belakang	agama	suku	budaya	1
belakang_agama_suku_dan	belakang	agama	suku	dan	1
belakang_agama_suku_ras	belakang	agama	suku	ras	1
belakang_agama_yang_sama	belakang	agama	yang	sama	1
belakang_agamanya_aksi_peledakan	belakang	agamanya	aksi	peledakan	1
belakang_agar_dapat_kembali	belakang	agar	dapat	kembali	1
belakang_agar_tercipta_harmoni	belakang	agar	tercipta	harmoni	1
belakang_agen_turut_berpengaruh	belakang	agen	turut	berpengaruh	1
belakang_ahli_paleontologi_dibantu	belakang	ahli	paleontologi	dibantu	1
belakang_ajungan_rumah_gadang	belakang	ajungan	rumah	gadang	1
belakang_akademikus_itu_menegaskan	belakang	akademikus	itu	menegaskan	1
belakang_akademis_saya_adalah	belakang	akademis	saya	adalah	1
belakang_akan_dibikin_oleh	belakang	akan	dibikin	oleh	1
belakang_akan_dibuka_pintu	belakang	akan	dibuka	pintu	1
belakang_akan_diperkuat_oleh	belakang	akan	diperkuat	oleh	1
belakang_akan_kesulitan_merilis	belakang	akan	kesulitan	merilis	1
belakang_akan_kita_keluarkan	belakang	akan	kita	keluarkan	1
belakang_akan_mampu_meredam	belakang	akan	mampu	meredam	1
belakang_akan_menjadi_inovasi	belakang	akan	menjadi	inovasi	1
belakang_akan_menurunkan_pemain	belakang	akan	menurunkan	pemain	1
belakang_akan_secara_otomatis	belakang	akan	secara	otomatis	1
belakang_akan_terus_kami	belakang	akan	terus	kami	1
belakang_akan_tetap_diisi	belakang	akan	tetap	diisi	1
belakang_akibat_insiden_di	belakang	akibat	insiden	di	1
belakang_aksi_itu_bukan	belakang	aksi	itu	bukan	1
belakang_aksi_penculikan_mereka	belakang	aksi	penculikan	mereka	1
belakang_aksi_pengibaran_yang	belakang	aksi	pengibaran	yang	1
belakang_aksi_unjuk_rasa	belakang	aksi	unjuk	rasa	1
belakang_aktivis_pemuda_gereja	belakang	aktivis	pemuda	gereja	1
belakang_aku_berterima_kasih	belakang	aku	berterima	kasih	1
belakang_alangkah_baiknya_didatangkan	belakang	alangkah	baiknya	didatangkan	1
belakang_alasan_yang_sama	belakang	alasan	yang	sama	1
belakang_anak_itu_sambil	belakang	anak	itu	sambil	1
belakang_anda_tanpa_membungkuk	belakang	anda	tanpa	membungkuk	1
belakang_anggotanya_yang_beragam	belakang	anggotanya	yang	beragam	1
belakang_angka_kejadian_stroke	belakang	angka	kejadian	stroke	1
belakang_apa_iOS_dan	belakang	apa	iOS	dan	1
belakang_apalagi_kecepatan_larinya	belakang	apalagi	kecepatan	larinya	1
belakang_apalagi_resto_cepat	belakang	apalagi	resto	cepat	1
belakang_apapun_bisa_menjadi	belakang	apapun	bisa	menjadi	1
belakang_aplikasi_namun_aplikasi	belakang	aplikasi	namun	aplikasi	1
belakang_arah_lapangan_tembak	belakang	arah	lapangan	tembak	1
belakang_asal_kamerun_tersebut	belakang	asal	kamerun	tersebut	1
belakang_asal_keduanya_yang	belakang	asal	keduanya	yang	1
belakang_aspirasi_rakyat_dan	belakang	aspirasi	rakyat	dan	1
belakang_asrama_naik_ke	belakang	asrama	naik	ke	1
belakang_atas_keprihatinan_terhadap	belakang	atas	keprihatinan	terhadap	1
belakang_atau_dapur_rumah	belakang	atau	dapur	rumah	1
belakang_atau_depan_bus	belakang	atau	depan	bus	1
belakang_atau_kelas_bawah	belakang	atau	kelas	bawah	1
belakang_atau_lini_tengah	belakang	atau	lini	tengah	1
belakang_atau_pemicu_sang	belakang	atau	pemicu	sang	1
belakang_atau_pinggiran_tetapi	belakang	atau	pinggiran	tetapi	1
belakang_atau_tempat_yang	belakang	atau	tempat	yang	1
belakang_atau_tengah_kata	belakang	atau	tengah	kata	1
belakang_atau_tidak_melalui	belakang	atau	tidak	melalui	1
belakang_badan_sampai_garis-garis	belakang	badan	sampai	garis-garis	1
belakang_badannya_sempat_terbakar	belakang	badannya	sempat	terbakar	1
belakang_bagaimana_besar_perjuangan	belakang	bagaimana	besar	perjuangan	1
belakang_bagi_acara-acara_nasional	belakang	bagi	acara-acara	nasional	1
belakang_bagi_setiap_perusahaan	belakang	bagi	setiap	perusahaan	1
belakang_bagian_belakang_bek	belakang	bagian	belakang	bek	1
belakang_bagian_mulut_dagu	belakang	bagian	mulut	dagu	1
belakang_bahasa_ibu_saya	belakang	bahasa	ibu	saya	1
belakang_bahkan_banyak_orang	belakang	bahkan	banyak	orang	1
belakang_bahkan_hingga_atap	belakang	bahkan	hingga	atap	1
belakang_bahkan_melemparkan_bongkahan	belakang	bahkan	melemparkan	bongkahan	1
belakang_bahu_yang_membentang	belakang	bahu	yang	membentang	1
belakang_baik_kader_dan	belakang	baik	kader	dan	1
belakang_bakal_digalang_bek	belakang	bakal	digalang	bek	1
belakang_ban_yang_diperlebar	belakang	ban	yang	diperlebar	1
belakang_bangunan_hotel_dan	belakang	bangunan	hotel	dan	1
belakang_bangunan_tersebut_yang	belakang	bangunan	tersebut	yang	1
belakang_bangunan_yang_ter-timbun	belakang	bangunan	yang	ter-timbun	1
belakang_banyak_pihak_memberikan	belakang	banyak	pihak	memberikan	1
belakang_banyak_wartawan_ujar	belakang	banyak	wartawan	ujar	1
belakang_barisan_sepanjang_hampir	belakang	barisan	sepanjang	hampir	1
belakang_barulah_bangunan_seperti	belakang	barulah	bangunan	seperti	1
belakang_bebek_yang_masih	belakang	bebek	yang	masih	1
belakang_beberapa_anak_yang	belakang	beberapa	anak	yang	1
belakang_begitu_pistol_start	belakang	begitu	pistol	start	1
belakang_begitu_pula_sebaliknya	belakang	begitu	pula	sebaliknya	1
belakang_bela_diri_yang	belakang	bela	diri	yang	1
belakang_bendera_merah_putih	belakang	bendera	merah	putih	1
belakang_ber-beda_mulai_dari	belakang	ber-beda	mulai	dari	1
belakang_berarti_kurang_lebihnya	belakang	berarti	kurang	lebihnya	1
belakang_berbagai_konflik_yang	belakang	berbagai	konflik	yang	1
belakang_berbagai_macam_benda	belakang	berbagai	macam	benda	1
belakang_berbagai_pihak_di	belakang	berbagai	pihak	di	1
belakang_berbagai_program_yang	belakang	berbagai	program	yang	1
belakang_berbeda_dan_memiliki	belakang	berbeda	dan	memiliki	1
belakang_berbeda_juga_melakukan	belakang	berbeda	juga	melakukan	1
belakang_berbeda_mulai_dari	belakang	berbeda	mulai	dari	1
belakang_berbeda_ujar_ketua	belakang	berbeda	ujar	ketua	1
belakang_beresolusi_megapiksel_plus	belakang	beresolusi	megapiksel	plus	1
belakang_berfungsi_memberi_kestabilan	belakang	berfungsi	memberi	kestabilan	1
belakang_bergandengan_tangan_dalam	belakang	bergandengan	tangan	dalam	1
belakang_berkumpul_menjadi_satu	belakang	berkumpul	menjadi	satu	1
belakang_berlangsung_sangat_cepat	belakang	berlangsung	sangat	cepat	1
belakang_bermain_bagus_pada	belakang	bermain	bagus	pada	1
belakang_bermain_dengan_baik	belakang	bermain	dengan	baik	1
belakang_bermaterial_alumunium_ringan	belakang	bermaterial	alumunium	ringan	1
belakang_berpindahnya_lokasi_proyek	belakang	berpindahnya	lokasi	proyek	1
belakang_bertema_angkasa_luar	belakang	bertema	angkasa	luar	1
belakang_bertumpuk_file-file_kisah	belakang	bertumpuk	file-file	kisah	1
belakang_berubah_dengan_adanya	belakang	berubah	dengan	adanya	1
belakang_berwarna_hitam_serta	belakang	berwarna	hitam	serta	1
