ngram	w1	w2	w3	w4	w5	n
betis_kaki_dan_tulang_belakang	betis	kaki	dan	tulang	belakang	1
bhwa_di_belakang_layar_mulai	bhwa	di	belakang	layar	mulai	1
bi-dang_bisnis_dan_belakangan_terkait	bi-dang	bisnis	dan	belakangan	terkait	1
biar_jadi_urusan_belakangan_pungkasnya	biar	jadi	urusan	belakangan	pungkasnya	1
biasa_belakangan_ini_akibat_pem	biasa	belakangan	ini	akibat	pem	1
biasa_beroperasi_di_lini_belakang	biasa	beroperasi	di	lini	belakang	1
biasa_melatarbelakangi_seorang_pria_berbohong	biasa	melatarbelakangi	seorang	pria	berbohong	1
biasanya_berkumpul_di_belakang_atau	biasanya	berkumpul	di	belakang	atau	1
biasanya_cuek_belakangan_jadi_uring-uringan	biasanya	cuek	belakangan	jadi	uring-uringan	1
bibit_bambu_dan_belakangan_menambah	bibit	bambu	dan	belakangan	menambah	1
bibit_jagung_yang_belakangan_diketahui	bibit	jagung	yang	belakangan	diketahui	1
bicara_dibelakang_semua_juga_bisa	bicara	dibelakang	semua	juga	bisa	1
bidang_itu_bisa_melatarbelakangi_kongkritnya	bidang	itu	bisa	melatarbelakangi	kongkritnya	1
bikin_film_dengan_latar_belakang	bikin	film	dengan	latar	belakang	1
bila_belakangan_ini_mereka_keranjingan	bila	belakangan	ini	mereka	keranjingan	1
bila_belakangan_ribut_soal_pengangkatan	bila	belakangan	ribut	soal	pengangkatan	1
bila_kemudian_belakangan_mulai_ditemukan	bila	kemudian	belakangan	mulai	ditemukan	1
bingkai_latar_belakang_kehi-dupan_pribadinya	bingkai	latar	belakang	kehi-dupan	pribadinya	1
bintang_dengan_latar_belakang_cokelat	bintang	dengan	latar	belakang	cokelat	1
birokrat_politisi_serta_latar_belakang	birokrat	politisi	serta	latar	belakang	1
biru_kehijauan_dengan_latar_belakang	biru	kehijauan	dengan	latar	belakang	1
bisa_berfoto_dengan_latar_belakang	bisa	berfoto	dengan	latar	belakang	1
bisa_bermain_di_belakang_striker	bisa	bermain	di	belakang	striker	1
bisa_diandalkan_di_lini_belakang	bisa	diandalkan	di	lini	belakang	1
bisa_digeser_ke_belakang_untuk	bisa	digeser	ke	belakang	untuk	1
bisa_dimungkiri_itu_muncul_dilatarbelakangi	bisa	dimungkiri	itu	muncul	dilatarbelakangi	1
bisa_diputar_ke_belakang_sehingga	bisa	diputar	ke	belakang	sehingga	1
bisa_disesuaikan_latar_belakangnya_dengan	bisa	disesuaikan	latar	belakangnya	dengan	1
bisa_ditarik_ke_kanan-kiri_de-pan-belakang	bisa	ditarik	ke	kanan-kiri	de-pan-belakang	1
bisa_juga_didorong_ke_belakang	bisa	juga	didorong	ke	belakang	1
bisa_maju_meskipun_muncul_belakangan	bisa	maju	meskipun	muncul	belakangan	1
bisa_melatarbelakangi_kongkritnya_nuklir_sebagai	bisa	melatarbelakangi	kongkritnya	nuklir	sebagai	1
bisa_memainkan_trio_lini_belakang	bisa	memainkan	trio	lini	belakang	1
bisa_membangun_permainan_dari_belakang	bisa	membangun	permainan	dari	belakang	1
bisa_mempertimbangkan_latar_belakang_saksi	bisa	mempertimbangkan	latar	belakang	saksi	1
bisa_saja_menghilangkan_bangku_belakang	bisa	saja	menghilangkan	bangku	belakang	1
bisa_sampai_ke_belakang_bebernya	bisa	sampai	ke	belakang	bebernya	1
bisa_ter-lihat_belakangan_ini_pema-daman	bisa	ter-lihat	belakangan	ini	pema-daman	1
bisnis_dan_belakangan_terkait_dalam	bisnis	dan	belakangan	terkait	dalam	1
bisnis_tersebut_belakangan_ini_kian	bisnis	tersebut	belakangan	ini	kian	1
bisnis_transportasi_darat_belakangan_tidak	bisnis	transportasi	darat	belakangan	tidak	1
blur_di_belakang_objek_foto	blur	di	belakang	objek	foto	1
bo-cah_tergeletak_di_belakang_mo-bil	bo-cah	tergeletak	di	belakang	mo-bil	1
bocoran_tentang_tampilan_belakang_maupun	bocoran	tentang	tampilan	belakang	maupun	1
bodi_belakangnya_sebagai_bukti_kalau	bodi	belakangnya	sebagai	bukti	kalau	1
bodi_metal_di_bagian_belakang	bodi	metal	di	bagian	belakang	1
bohir-bohir_politik_di_belakang_tiap	bohir-bohir	politik	di	belakang	tiap	1
boks_di_belakang_ternyata_biayanya	boks	di	belakang	ternyata	biayanya	1
boks_menabrak_bagian_belakang_truk	boks	menabrak	bagian	belakang	truk	1
bola_belakang_dari_lawan_yang	bola	belakang	dari	lawan	yang	1
bola_dari_belakang_dan_melakukan	bola	dari	belakang	dan	melakukan	1
bola_di_belakang_dan_lapangan	bola	di	belakang	dan	lapangan	1
bola_di_lapangan_belakang_rumah	bola	di	lapangan	belakang	rumah	1
bola_empat_orang_berlatar_belakang	bola	empat	orang	berlatar	belakang	1
bola_ke_belakang_ke_arah	bola	ke	belakang	ke	arah	1
bola_ke_belakang_kemudian_mengejar	bola	ke	belakang	kemudian	mengejar	1
bola_memanfaatkan_kesalahan_pemain_belakang	bola	memanfaatkan	kesalahan	pemain	belakang	1
bola_mengenai_bagian_belakang_salah	bola	mengenai	bagian	belakang	salah	1
bola_terlalu_jauh_ke_belakang	bola	terlalu	jauh	ke	belakang	1
bola-bola_belakang_yang_bagus_dan	bola-bola	belakang	yang	bagus	dan	1
boleh_dikata_ketatnya_pertahanan_belakang	boleh	dikata	ketatnya	pertahanan	belakang	1
bom_ta-bung_kecil_di_belakang	bom	ta-bung	kecil	di	belakang	1
brtolak_belakang_dengan_bukti_yangada	brtolak	belakang	dengan	bukti	yangada	1
budak_rendah_terkebelakang_tidak_membuat	budak	rendah	terkebelakang	tidak	membuat	1
bukan_atlet_belakangan_punya_kegemaran	bukan	atlet	belakangan	punya	kegemaran	1
bukan_berarti_latar_belakang_pendidikan	bukan	berarti	latar	belakang	pendidikan	1
bukan_berasal_dari_latar_belakang	bukan	berasal	dari	latar	belakang	1
bukan_dibicarakan_di_belakang_seperti	bukan	dibicarakan	di	belakang	seperti	1
bukan_dilatarbelakangi_faktor_kekecewaan_ataupun	bukan	dilatarbelakangi	faktor	kekecewaan	ataupun	1
bukan_hanya_di_lini_belakang	bukan	hanya	di	lini	belakang	1
bukan_justru_menoleh_ke_belakang	bukan	justru	menoleh	ke	belakang	1
bukan_karena_dilatarbelakangi_oleh_kontestasi	bukan	karena	dilatarbelakangi	oleh	kontestasi	1
bukan_karena_latar_belakang_kebencian	bukan	karena	latar	belakang	kebencian	1
bukan_karena_latar_belakang_suku	bukan	karena	latar	belakang	suku	1
bukan_karena_persoalan_belakangan_ini	bukan	karena	persoalan	belakangan	ini	1
bukan_lagi_berlatar_belakang_ideologis	bukan	lagi	berlatar	belakang	ideologis	1
bukan_lagi_negara_terbelakang_katanya	bukan	lagi	negara	terbelakang	katanya	1
bukan_lagi_sebagai_wila-yah_belakang	bukan	lagi	sebagai	wila-yah	belakang	1
bukan_sekedar_kemalasan_dan_keterbelakangan	bukan	sekedar	kemalasan	dan	keterbelakangan	1
bukannya_maju_malah_terbelakang_yang	bukannya	maju	malah	terbelakang	yang	1
bukit_dengan_latar_belakang_pohon	bukit	dengan	latar	belakang	pohon	1
bukti_guna_mendalami_latar_belakang	bukti	guna	mendalami	latar	belakang	1
buku_kain_belakangan_ini_banyak	buku	kain	belakangan	ini	banyak	1
bulan_belakangan_dalam_perahu_sesak	bulan	belakangan	dalam	perahu	sesak	1
bulan_belakangan_dengan_objek_yang	bulan	belakangan	dengan	objek	yang	1
bulan_belakangan_dia_kerap_singgah	bulan	belakangan	dia	kerap	singgah	1
bulan_belakangan_ini_ajanya_lae	bulan	belakangan	ini	ajanya	lae	1
bulan_belakangan_ini_harga_ayam	bulan	belakangan	ini	harga	ayam	1
bulan_belakangan_ini_membuat_masyarakat	bulan	belakangan	ini	membuat	masyarakat	1
bulan_belakangan_ini_mengancam_stabilitas	bulan	belakangan	ini	mengancam	stabilitas	1
bulan_belakangan_ini_pemesanan_terus	bulan	belakangan	ini	pemesanan	terus	1
bulan_belakangan_ini_sebanyak_circle	bulan	belakangan	ini	sebanyak	circle	1
bulan_belakangan_ini_sekitar_juta	bulan	belakangan	ini	sekitar	juta	1
bulan_belakangan_ini_tidak_lagi	bulan	belakangan	ini	tidak	lagi	1
bulan_belakangan_karena_seretnya_pasokan	bulan	belakangan	karena	seretnya	pasokan	1
bulan_belakangan_logam_mulia_itu	bulan	belakangan	logam	mulia	itu	1
bulan_belakangan_mengakibatkan_pencemaran_lingkungan	bulan	belakangan	mengakibatkan	pencemaran	lingkungan	1
bulan_belakangan_raksasa_sosial_media	bulan	belakangan	raksasa	sosial	media	1
bulan_belakangan_saat_mereka_telah	bulan	belakangan	saat	mereka	telah	1
bulan_ke_belakang_dari_dokter	bulan	ke	belakang	dari	dokter	1
bulan_kebelakang_memang_sering_dikaitkan	bulan	kebelakang	memang	sering	dikaitkan	1
bulan_lalu_di_kompleks_belakang	bulan	lalu	di	kompleks	belakang	1
bulat_di_bagian_belakang_bodinya	bulat	di	bagian	belakang	bodinya	1
bumper_dan_spatbor_belakang_serta	bumper	dan	spatbor	belakang	serta	1
bumper_depan_belakang_hingga_side	bumper	depan	belakang	hingga	side	1
bumper_depan_dan_belakang_bahkan	bumper	depan	dan	belakang	bahkan	1
bundar_penempatan_mesin_di_belakang	bundar	penempatan	mesin	di	belakang	1
bunga_mekar_di_halaman_belakang	bunga	mekar	di	halaman	belakang	1
bunker_di_bagian_belakang_rumah	bunker	di	bagian	belakang	rumah	1
buntung_pada_sektor_belakang_tak	buntung	pada	sektor	belakang	tak	1
bupati_dengan_latar_belakang_berbagai	bupati	dengan	latar	belakang	berbagai	1
bupati_dilantik_dulu_wakilnya_belakangan	bupati	dilantik	dulu	wakilnya	belakangan	1
buruk_belakangan_dituding_jadi_penyebab	buruk	belakangan	dituding	jadi	penyebab	1
buruk_di_lini_belakang_membuat	buruk	di	lini	belakang	membuat	1
buruk_keadaan_masyarakat_yang_terbelakang	buruk	keadaan	masyarakat	yang	terbelakang	1
buruk_yang_merebak_belakangan_ini	buruk	yang	merebak	belakangan	ini	1
buruknya_koordinasi_lini_belakang_membuat	buruknya	koordinasi	lini	belakang	membuat	1
bus_dari_pintu_belakang_dan	bus	dari	pintu	belakang	dan	1
bus_melalui_pintu_belakang_dan	bus	melalui	pintu	belakang	dan	1
busana_hijab_dalam_waktu_belakangan	busana	hijab	dalam	waktu	belakangan	1
busuk_pucuk_kelapa_belakangan_ini	busuk	pucuk	kelapa	belakangan	ini	1
butiran_tepung_di_koridor_belakang	butiran	tepung	di	koridor	belakang	1
cagub_nomor_ini_yang_belakangan	cagub	nomor	ini	yang	belakangan	1
cairan_di_tulang_belakangnya_pada	cairan	di	tulang	belakangnya	pada	1
caleg_dengan_berbagai_latar_belakang	caleg	dengan	berbagai	latar	belakang	1
calon_anggota_legislatif_yang_belakangan	calon	anggota	legislatif	yang	belakangan	1
calon_dan_latar_belakangnya_tu-kasnya	calon	dan	latar	belakangnya	tu-kasnya	1
calon_independen_karena_latar_belakang	calon	independen	karena	latar	belakang	1
calon_yang_berlatar_belakang_betawi	calon	yang	berlatar	belakang	betawi	1
campuran_dilatarbelakangi_keleluasaan_program_dari	campuran	dilatarbelakangi	keleluasaan	program	dari	1
capaian_beberapa_tahun_belakangan_ini	capaian	beberapa	tahun	belakangan	ini	1
capaian_itu_sangat_bertolak_belakang	capaian	itu	sangat	bertolak	belakang	1
cara_keluar_lewat_pintu_belakang	cara	keluar	lewat	pintu	belakang	1
cara_memanjat_pagar_belakang_rumah	cara	memanjat	pagar	belakang	rumah	1
cara_mencongkel_pagar_belakang_kampus	cara	mencongkel	pagar	belakang	kampus	1
cara_menyundul_bola_ke_belakang	cara	menyundul	bola	ke	belakang	1
cara_pandang_yang_bertolak_belakang	cara	pandang	yang	bertolak	belakang	1
casing_penutup_belakang_yang_bisa	casing	penutup	belakang	yang	bisa	1
catatan_tiga_bulan_ke_belakang	catatan	tiga	bulan	ke	belakang	1
cedera_dalam_hari_belakangan_ini	cedera	dalam	hari	belakangan	ini	1
cedera_di_lini_belakang_ia	cedera	di	lini	belakang	ia	1
cedera_otot_paha_belakang_kanan	cedera	otot	paha	belakang	kanan	1
cedera_tulang_belakang_dan_infark	cedera	tulang	belakang	dan	infark	1
cedera_yang_menimpa_keduanya_belakangan	cedera	yang	menimpa	keduanya	belakangan	1
celaan_dan_hujatan_yang_belakangan	celaan	dan	hujatan	yang	belakangan	1
celah_kelemahan_lini_belakang_lawan	celah	kelemahan	lini	belakang	lawan	1
celana_belakang_yang_kencang_berisi	celana	belakang	yang	kencang	berisi	1
celurit_yang_disembunyikan_di_belakang	celurit	yang	disembunyikan	di	belakang	1
cengkeh_dalam_beberapa_bulan_belakangan	cengkeh	dalam	beberapa	bulan	belakangan	1
cepat_berkat_kelengahan_lini_belakang	cepat	berkat	kelengahan	lini	belakang	1
cepat_sepanjang_tiga_dasawarsa_belakangan	cepat	sepanjang	tiga	dasawarsa	belakangan	1
cerita_di_belakangnya_sangat_baik	cerita	di	belakangnya	sangat	baik	1
cerita_fiksi_berlatar_belakang_sejarah	cerita	fiksi	berlatar	belakang	sejarah	1
cerminan_latar_belakang_sejarah_sosial	cerminan	latar	belakang	sejarah	sosial	1
cetakan_itu_menjadikan_latar_belakang	cetakan	itu	menjadikan	latar	belakang	1
cinta_dalam_film_yang_dilatarbelakangi	cinta	dalam	film	yang	dilatarbelakangi	1
cinta_dengan_latar_belakang_luar	cinta	dengan	latar	belakang	luar	1
cipratan_air_di_belakang_safety	cipratan	air	di	belakang	safety	1
cm_dan_bagian_belakang_ditulis	cm	dan	bagian	belakang	ditulis	1
co-ver_depan_dan_belakang_tidak	co-ver	depan	dan	belakang	tidak	1
coba_melakukan_penetrasi_dari_belakang	coba	melakukan	penetrasi	dari	belakang	1
coba_ngebayangin_dari_latar_belakang	coba	ngebayangin	dari	latar	belakang	1
cocok_dijadikan_latar_belakang_foto	cocok	dijadikan	latar	belakang	foto	1
cover_belakang_kaca_lengkung_yang	cover	belakang	kaca	lengkung	yang	1
crew_hingga_perlengkapan_belakang_pang-gung	crew	hingga	perlengkapan	belakang	pang-gung	1
cs_terus_menggembur_lini_belakang	cs	terus	menggembur	lini	belakang	1
cuaca_buruk_belakangan_dituding_jadi	cuaca	buruk	belakangan	dituding	jadi	1
cuaca_buruk_yang_terjadi_belakangan	cuaca	buruk	yang	terjadi	belakangan	1
cuaca_ekstrem_belakangan_ini_berpotensi	cuaca	ekstrem	belakangan	ini	berpotensi	1
cuaca_yang_belakangan_sering_tidak	cuaca	yang	belakangan	sering	tidak	1
cuaca_yang_terjadi_belakangan_ini	cuaca	yang	terjadi	belakangan	ini	1
cukup_bagus_dengan_latar_belakang	cukup	bagus	dengan	latar	belakang	1
cukup_banyak_dengan_latar_belakang	cukup	banyak	dengan	latar	belakang	1
cukup_membantu_dari_belakang_layar	cukup	membantu	dari	belakang	layar	1
cukup_memengaruhi_performa_timnya_belakangan	cukup	memengaruhi	performa	timnya	belakangan	1
cukup_menanjak_belakangan_ini_suatu	cukup	menanjak	belakangan	ini	suatu	1
cukup_parah_tulang_betis_belakangnya	cukup	parah	tulang	betis	belakangnya	1
cukup_signifikan_belakangan_ini_dapat	cukup	signifikan	belakangan	ini	dapat	1
cukup_tinggi_dimana_isu_belakangan	cukup	tinggi	dimana	isu	belakangan	1
cuma_di_belakang_meja_lalu	cuma	di	belakang	meja	lalu	1
cuma_dudu-dudu_di_belakang_meja	cuma	dudu-dudu	di	belakang	meja	1
cuma_jago_lakukan_manuver_dibelakang	cuma	jago	lakukan	manuver	dibelakang	1
curah_hujan_di_wila-yahnya_belakangan	curah	hujan	di	wila-yahnya	belakangan	1
curah_hujan_sebab_diketahui_belakangan	curah	hujan	sebab	diketahui	belakangan	1
curiga_aksi-aksi_massa_yang_belakangan	curiga	aksi-aksi	massa	yang	belakangan	1
curiga_belakangan_ini_beredar_jamu	curiga	belakangan	ini	beredar	jamu	1
da-tang_belakangan_dan_berlaku_surut	da-tang	belakangan	dan	berlaku	surut	1
dada_berjualan_di_belakang_pasar	dada	berjualan	di	belakang	pasar	1
dada_itu_keluar_lewat_belakang	dada	itu	keluar	lewat	belakang	1
dada_leher_dan_bagian_belakang	dada	leher	dan	bagian	belakang	1
daerah_akan_menyisakan_wilayah_terbelakang	daerah	akan	menyisakan	wilayah	terbelakang	1
daerah_belakangnya_hinterland_harus_mulai	daerah	belakangnya	hinterland	harus	mulai	1
daerah_dari_keterbelakangan_atau_yang	daerah	dari	keterbelakangan	atau	yang	1
daerah_ini_yang_belakangan_semakin	daerah	ini	yang	belakangan	semakin	1
daerah_pandu_bertolak_belakang_de-ngan	daerah	pandu	bertolak	belakang	de-ngan	1
daerah_selama_tahun_belakangan_ini	daerah	selama	tahun	belakangan	ini	1
daerah_ter-kebelakang_dari_dua_daerah	daerah	ter-kebelakang	dari	dua	daerah	1
daerah_terbelakang_diperkirakan_sudah_empat	daerah	terbelakang	diperkirakan	sudah	empat	1
daerah_terbelakang_yang_dinilai_kurang	daerah	terbelakang	yang	dinilai	kurang	1
daerah_terluar_terbelakang_untuk_melakukan	daerah	terluar	terbelakang	untuk	melakukan	1
daerah_tersebut_belakangan_ini_dikenal	daerah	tersebut	belakangan	ini	dikenal	1
daerah_terus_naik_belakangan_ini	daerah	terus	naik	belakangan	ini	1
daerah_tulang_belakang_yang_paling	daerah	tulang	belakang	yang	paling	1
daerah_yang_saya_hadiri_belakangan	daerah	yang	saya	hadiri	belakangan	1
dagangan_di_bagian_bak_belakang	dagangan	di	bagian	bak	belakang	1
daging_belakangan_ini_karena_adanya	daging	belakangan	ini	karena	adanya	1
daging_tapi_paha_belakang_yang	daging	tapi	paha	belakang	yang	1
dalam_bagian_belakang_gedung_tiba-tiba	dalam	bagian	belakang	gedung	tiba-tiba	1
dalam_beberapa_bulan_belakangan_dalam	dalam	beberapa	bulan	belakangan	dalam	1
dalam_beberapa_bulan_belakangan_karena	dalam	beberapa	bulan	belakangan	karena	1
dalam_beberapa_bulan_ke_belakang	dalam	beberapa	bulan	ke	belakang	1
dalam_beberapa_hari_belakangan_mengeluarkan	dalam	beberapa	hari	belakangan	mengeluarkan	1
dalam_beberapa_hari_belakangan_sebagai	dalam	beberapa	hari	belakangan	sebagai	1
dalam_beberapa_minggu_belakangan_ini	dalam	beberapa	minggu	belakangan	ini	1
dalam_beberapa_tahun_belakang_agar	dalam	beberapa	tahun	belakang	agar	1
dalam_beberapa_tahun_belakangan_dengan	dalam	beberapa	tahun	belakangan	dengan	1
dalam_beberapa_tahun_ke_belakang	dalam	beberapa	tahun	ke	belakang	1
dalam_beberapa_waktu_belakangan_kata	dalam	beberapa	waktu	belakangan	kata	1
dalam_bingkai_latar_belakang_kehi-dupan	dalam	bingkai	latar	belakang	kehi-dupan	1
dalam_dua_hari_belakangan_ini	dalam	dua	hari	belakangan	ini	1
dalam_dua_tahun_belakangan_ini	dalam	dua	tahun	belakangan	ini	1
dalam_dua_tahun_belakangan_setelah	dalam	dua	tahun	belakangan	setelah	1
dalam_dua_tahun_ke_belakang	dalam	dua	tahun	ke	belakang	1
dalam_empat_tahun_belakangan_ini	dalam	empat	tahun	belakangan	ini	1
dalam_film_memiliki_latar_belakang	dalam	film	memiliki	latar	belakang	1
dalam_film_yang_dilatarbelakangi_cerita	dalam	film	yang	dilatarbelakangi	cerita	1
dalam_hari_belakangan_ini_yang	dalam	hari	belakangan	ini	yang	1
dalam_hari-hari_belakangan_ini_dan	dalam	hari-hari	belakangan	ini	dan	1
dalam_hitungan_lima_tahun_belakangan	dalam	hitungan	lima	tahun	belakangan	1
dalam_jam_belakangan_kata_seorang	dalam	jam	belakangan	kata	seorang	1
dalam_keliling_belakangan_ini_melihat	dalam	keliling	belakangan	ini	melihat	1
dalam_kondisi_keterbelakangan_yang_selalu	dalam	kondisi	keterbelakangan	yang	selalu	1
dalam_koordinasi_lini_belakang_berujung	dalam	koordinasi	lini	belakang	berujung	1
dalam_ku-run_waktu_setahun_belakangan	dalam	ku-run	waktu	setahun	belakangan	1
dalam_kurun_waktu_belakangan_ini	dalam	kurun	waktu	belakangan	ini	1
dalam_lima_bulan_belakangan_saat	dalam	lima	bulan	belakangan	saat	1
dalam_lima_tahun_belakangan_akibat	dalam	lima	tahun	belakangan	akibat	1
dalam_lima_tahun_belakangan_ini	dalam	lima	tahun	belakangan	ini	1
dalam_lima_tahun_belakangan_kata	dalam	lima	tahun	belakangan	kata	1
dalam_lima_tahun_belakangan_saja	dalam	lima	tahun	belakangan	saja	1
dalam_mempelajari_latar_belakang_litologi	dalam	mempelajari	latar	belakang	litologi	1
dalam_perampokan_tersebut_tetapi_belakangan	dalam	perampokan	tersebut	tetapi	belakangan	1
dalam_perspektif_matrilineal_dilatarbelakangi_oleh	dalam	perspektif	matrilineal	dilatarbelakangi	oleh	1
dalam_praperadilan_yang_belakangan_sering	dalam	praperadilan	yang	belakangan	sering	1
dalam_puluhan_tahun_belakangan_ini	dalam	puluhan	tahun	belakangan	ini	1
dalam_rentang_tahun_belakangan_ini	dalam	rentang	tahun	belakangan	ini	1
dalam_rumah_tangga_yang_belakangan	dalam	rumah	tangga	yang	belakangan	1
dalam_satu_bulan_belakangan_mengakibatkan	dalam	satu	bulan	belakangan	mengakibatkan	1
dalam_sebulan_belakangan_ini_apa	dalam	sebulan	belakangan	ini	apa	1
dalam_sebulan_belakangan_ini_yang	dalam	sebulan	belakangan	ini	yang	1
dalam_sejarah_beberapa_dekade_belakangan	dalam	sejarah	beberapa	dekade	belakangan	1
dalam_sel_tahanan_bagian_belakang	dalam	sel	tahanan	bagian	belakang	1
dalam_setahun_belakangan_ini_telah	dalam	setahun	belakangan	ini	telah	1
dalam_setahun_belakangan_lumayan_tinggi	dalam	setahun	belakangan	lumayan	tinggi	1
dalam_sistem_pembayaran_belakangan_ini	dalam	sistem	pembayaran	belakangan	ini	1
dalam_tahun-tahun_belakangan_ini_tidak	dalam	tahun-tahun	belakangan	ini	tidak	1
dalam_telaga_di_belakang_rumah	dalam	telaga	di	belakang	rumah	1
dalam_tiga_tahun_belakangan_ini	dalam	tiga	tahun	belakangan	ini	1
dalam_waktu_belakangan_sebagai_hal	dalam	waktu	belakangan	sebagai	hal	1
dalam_waktu_tujuh_tahun_belakangan	dalam	waktu	tujuh	tahun	belakangan	1
dalang_di_belakang_peritiwa_tersebut	dalang	di	belakang	peritiwa	tersebut	1
dan_apa_latar_belakang_se-hingga	dan	apa	latar	belakang	se-hingga	1
dan_bagian_belakang_badan_sampai	dan	bagian	belakang	badan	sampai	1
dan_bagian_belakang_ditulis_nama	dan	bagian	belakang	ditulis	nama	1
dan_bagian_belakang_mobil_masuk	dan	bagian	belakang	mobil	masuk	1
dan_basis_terinstal_kami_belakangan	dan	basis	terinstal	kami	belakangan	1
dan_bawah_bodi_belakangnya_sebagai	dan	bawah	bodi	belakangnya	sebagai	1
dan_bebe-rapa_tahun_belakangan_ini	dan	bebe-rapa	tahun	belakangan	ini	1
dan_belakang_5MP_yang_dapat	dan	belakang	5MP	yang	dapat	1
dan_belakang_bahkan_hingga_atap	dan	belakang	bahkan	hingga	atap	1
dan_belakang_ban_yang_diperlebar	dan	belakang	ban	yang	diperlebar	1
dan_belakang_bermain_bagus_pada	dan	belakang	bermain	bagus	pada	1
dan_belakang_berwarna_hitam_serta	dan	belakang	berwarna	hitam	serta	1
dan_belakang_bus_safari_wukuf	dan	belakang	bus	safari	wukuf	1
dan_belakang_dibekali_4K_video	dan	belakang	dibekali	4K	video	1
dan_belakang_gedung_sama_sekali	dan	belakang	gedung	sama	sekali	1
dan_belakang_iPhone_akan_dirangkai	dan	belakang	iPhone	akan	dirangkai	1
dan_belakang_istana_tidak_bisa	dan	belakang	istana	tidak	bisa	1
dan_belakang_juru_taktik_berpaspor	dan	belakang	juru	taktik	berpaspor	1
dan_belakang_maupun_depan_lawan	dan	belakang	maupun	depan	lawan	1
dan_belakang_sebagai_pelengkap_fitur	dan	belakang	sebagai	pelengkap	fitur	1
dan_belakang_secara_bersamaan_dengan	dan	belakang	secara	bersamaan	dengan	1
dan_belakang_sejauh_mm_juga	dan	belakang	sejauh	mm	juga	1
dan_belakang_serta_side_skirt	dan	belakang	serta	side	skirt	1
dan_belakang_serta_tailgate_spoiler	dan	belakang	serta	tailgate	spoiler	1
dan_belakang_sirih_jika_digigit	dan	belakang	sirih	jika	digigit	1
dan_belakang_soalnya_pernah_berhenti	dan	belakang	soalnya	pernah	berhenti	1
dan_belakang_sudah_hancur_ditinggalkan	dan	belakang	sudah	hancur	ditinggalkan	1
dan_belakang_tapi_jauh_jaraknya	dan	belakang	tapi	jauh	jaraknya	1
dan_belakang_tempat_speaker_standar	dan	belakang	tempat	speaker	standar	1
dan_belakang_tidak_sesuai_keadaan	dan	belakang	tidak	sesuai	keadaan	1
dan_belakang_vila_cukup_asyik	dan	belakang	vila	cukup	asyik	1
dan_belakang_yang_memiliki_resolusi	dan	belakang	yang	memiliki	resolusi	1
dan_belakang_yang_signifikan_cukup	dan	belakang	yang	signifikan	cukup	1
dan_belakangan_diketahui_ada_perampokan	dan	belakangan	diketahui	ada	perampokan	1
dan_belakangan_hanyalah_berbalas_pantun	dan	belakangan	hanyalah	berbalas	pantun	1
dan_belakangan_ini_tidak_berfungsi	dan	belakangan	ini	tidak	berfungsi	1
dan_belakangan_karena_alasan_keamanan	dan	belakangan	karena	alasan	keamanan	1
dan_belakangan_mempercepat_gerak_agar	dan	belakangan	mempercepat	gerak	agar	1
dan_belakangan_memulai_operasi_pembersihan	dan	belakangan	memulai	operasi	pembersihan	1
dan_belakangan_mencaploknya_dalam_tindakan	dan	belakangan	mencaploknya	dalam	tindakan	1
dan_belakangan_mobil_itu_disita	dan	belakangan	mobil	itu	disita	1
dan_belakangan_orang_dengan_usia	dan	belakangan	orang	dengan	usia	1
dan_belakangan_telah_meluncur_di	dan	belakangan	telah	meluncur	di	1
dan_belakangan_terkait_dalam_kasus	dan	belakangan	terkait	dalam	kasus	1
dan_belakangan_terlibat_sangat_dalam	dan	belakangan	terlibat	sangat	dalam	1
dan_belakangan_turut_dibenarkan_camat	dan	belakangan	turut	dibenarkan	camat	1
dan_belakangnya_ada_bukit_menjulang	dan	belakangnya	ada	bukit	menjulang	1
dan_belakangnya_didisain_sangat_artistik	dan	belakangnya	didisain	sangat	artistik	1
dan_berbahaya_melatarbelakangi_dirinya_mendorong	dan	berbahaya	melatarbelakangi	dirinya	mendorong	1
dan_berdiri_persis_di_belakang	dan	berdiri	persis	di	belakang	1
dan_berjaga-jaga_di_halaman_belakang	dan	berjaga-jaga	di	halaman	belakang	1
dan_berjalan_di_belakang_penyidik	dan	berjalan	di	belakang	penyidik	1
dan_berlatar_belakang_digital_itu	dan	berlatar	belakang	digital	itu	1
dan_berputar_ke_belakang_mencari	dan	berputar	ke	belakang	mencari	1
dan_bertolak_belakang_dengan_kondisi	dan	bertolak	belakang	dengan	kondisi	1
dan_bertolak_belakang_dengan_rencana	dan	bertolak	belakang	dengan	rencana	1
dan_cerita_di_belakangnya_sangat	dan	cerita	di	belakangnya	sangat	1
dan_daun-daun_kering_di_belakang	dan	daun-daun	kering	di	belakang	1
dan_di_bagian_belakang_terdapat	dan	di	bagian	belakang	terdapat	1
dan_di_belakang_bermaterial_alumunium	dan	di	belakang	bermaterial	alumunium	1
dan_di_belakang_rumah_masih	dan	di	belakang	rumah	masih	1
dan_di_belakang_rumah_telah	dan	di	belakang	rumah	telah	1
dan_di_belakangnya_tertempel_tulis-an	dan	di	belakangnya	tertempel	tulis-an	1
dan_digilas_ban_belakang_pada	dan	digilas	ban	belakang	pada	1
dan_diikuti_anak-anak_di_belakangnya	dan	diikuti	anak-anak	di	belakangnya	1
