ngram	w1	w2	w3	w4	w5	n
dengan_tantangan_zaman_yang_akan	dengan	tantangan	zaman	yang	akan	1
dengan_tontonan_bocah_zaman_sekarang	dengan	tontonan	bocah	zaman	sekarang	1
dengan_ulama_zaman_sekarang_kata	dengan	ulama	zaman	sekarang	kata	1
dengan_yang_ada_pada_zaman	dengan	yang	ada	pada	zaman	1
dengan_zaman_dulu_yang_masih	dengan	zaman	dulu	yang	masih	1
dengan_zaman_mereka_bukan_zaman	dengan	zaman	mereka	bukan	zaman	1
dengan_zaman_sekarang_apalagi_terkait	dengan	zaman	sekarang	apalagi	terkait	1
desa_zaman_dahulu_jadi_berbahan	desa	zaman	dahulu	jadi	berbahan	1
di_akhir_zaman_adalah_kedamaian	di	akhir	zaman	adalah	kedamaian	1
di_akhir_zaman_dan_mengaku	di	akhir	zaman	dan	mengaku	1
di_dalamnya_seperti_tanda_zaman	di	dalamnya	seperti	tanda	zaman	1
di_segala_zaman_dengan_berbagai	di	segala	zaman	dengan	berbagai	1
di_tengah_gempuran_zaman_dengan	di	tengah	gempuran	zaman	dengan	1
di_tengah_gempuran_zaman_yang	di	tengah	gempuran	zaman	yang	1
di_tengah_kemajuan_zaman_dan	di	tengah	kemajuan	zaman	dan	1
di_tengah_perkembangan_zaman_tetap	di	tengah	perkembangan	zaman	tetap	1
di_zaman_awal_kemerdekaan_di	di	zaman	awal	kemerdekaan	di	1
di_zaman_baru_yang_penuh	di	zaman	baru	yang	penuh	1
di_zaman_canggih_yang_serba	di	zaman	canggih	yang	serba	1
di_zaman_dahulu_dan_mencatatkan	di	zaman	dahulu	dan	mencatatkan	1
di_zaman_digital_sekarang_menjadi	di	zaman	digital	sekarang	menjadi	1
di_zaman_dulu_tidak_biasa	di	zaman	dulu	tidak	biasa	1
di_zaman_globalisasi_dan_persaingan	di	zaman	globalisasi	dan	persaingan	1
di_zaman_ini_masih_sebatas	di	zaman	ini	masih	sebatas	1
di_zaman_ini_yang_menganggap	di	zaman	ini	yang	menganggap	1
di_zaman_itu_sulit_disentuh	di	zaman	itu	sulit	disentuh	1
di_zaman_kebebasan_informasi_ini	di	zaman	kebebasan	informasi	ini	1
di_zaman_kekhalifahan_masih_disaksikan	di	zaman	kekhalifahan	masih	disaksikan	1
di_zaman_kesetaraan_seperti_saat	di	zaman	kesetaraan	seperti	saat	1
di_zaman_ketika_pribumi_sedang	di	zaman	ketika	pribumi	sedang	1
di_zaman_materialisme_yang_kini	di	zaman	materialisme	yang	kini	1
di_zaman_modern_bentuk_demokrasi	di	zaman	modern	bentuk	demokrasi	1
di_zaman_modern_ini_masih	di	zaman	modern	ini	masih	1
di_zaman_modern_ini_menuntut	di	zaman	modern	ini	menuntut	1
di_zaman_modern_saat_ini	di	zaman	modern	saat	ini	1
di_zaman_normal_harga_barang-barang	di	zaman	normal	harga	barang-barang	1
di_zaman_orde_baru_kita	di	zaman	orde	baru	kita	1
di_zaman_orde_baru_melakukan	di	zaman	orde	baru	melakukan	1
di_zaman_orde_baru_sia-pa	di	zaman	orde	baru	sia-pa	1
di_zaman_orde_baru_tapi	di	zaman	orde	baru	tapi	1
di_zaman_orde_baru_yang	di	zaman	orde	baru	yang	1
di_zaman_otonomisasi_ini_harus	di	zaman	otonomisasi	ini	harus	1
di_zaman_para_rasul_pun	di	zaman	para	rasul	pun	1
di_zaman_pemerintahan_yang_lalu-lalu	di	zaman	pemerintahan	yang	lalu-lalu	1
di_zaman_postmodern_pemimpin_lahir	di	zaman	postmodern	pemimpin	lahir	1
di_zaman_progresif_pen-capaian_puncak	di	zaman	progresif	pen-capaian	puncak	1
di_zaman_raja-raja_terukir_di	di	zaman	raja-raja	terukir	di	1
di_zaman_reformasi_seka-rang_ini	di	zaman	reformasi	seka-rang	ini	1
di_zaman_saya_ini_semua	di	zaman	saya	ini	semua	1
di_zaman_se-karang_ini_sangat	di	zaman	se-karang	ini	sangat	1
di_zaman_sekarang_ini_kita	di	zaman	sekarang	ini	kita	1
di_zaman_sekarang_menghadapi_tantangan	di	zaman	sekarang	menghadapi	tantangan	1
di_zaman_seperti_saat_ini	di	zaman	seperti	saat	ini	1
di_zaman_sosial_media_saat	di	zaman	sosial	media	saat	1
di_zaman_tersebut_memperjuangkan_ide	di	zaman	tersebut	memperjuangkan	ide	1
di_zaman_yang_amat_terbuka	di	zaman	yang	amat	terbuka	1
di_zaman_yang_belum_pernah	di	zaman	yang	belum	pernah	1
di_zaman_yang_serba_ada	di	zaman	yang	serba	ada	1
di_zaman_yang_serba_instan	di	zaman	yang	serba	instan	1
di_zaman_yang_serba_instant	di	zaman	yang	serba	instant	1
di_zaman_yang_serba_modern	di	zaman	yang	serba	modern	1
di_zaman_yang_serba_susah	di	zaman	yang	serba	susah	1
dia_itu_karena_zaman_dahulu	dia	itu	karena	zaman	dahulu	1
dia_pada_zaman_perang_wilayah	dia	pada	zaman	perang	wilayah	1
dianggap_kuno_dan_ketinggalan_zaman	dianggap	kuno	dan	ketinggalan	zaman	1
diangkat_dari_novel_sejarah_zaman	diangkat	dari	novel	sejarah	zaman	1
dibandingkan_dengan_di_zaman_awal	dibandingkan	dengan	di	zaman	awal	1
dibandingkan_saat_zaman_orde_baru	dibandingkan	saat	zaman	orde	baru	1
dibangun_pada_silam_di_zaman	dibangun	pada	silam	di	zaman	1
dibuat_bak_kembali_ke_zaman	dibuat	bak	kembali	ke	zaman	1
dibuat_sejak_zaman_tahun_sebelum	dibuat	sejak	zaman	tahun	sebelum	1
diduga_peninggalan_zaman_kolonial_itu	diduga	peninggalan	zaman	kolonial	itu	1
digadang-gadang_pula_bahwa_pada_zaman	digadang-gadang	pula	bahwa	pada	zaman	1
digital_global_modern_zaman_sekarang	digital	global	modern	zaman	sekarang	1
digunakan_pada_zaman_dahulu_seperti	digunakan	pada	zaman	dahulu	seperti	1
digunakan_sejak_zaman_era_perang	digunakan	sejak	zaman	era	perang	1
digunakan_sudah_dari_zaman_dahulu	digunakan	sudah	dari	zaman	dahulu	1
digunakan_tempat_persembunyian_pejuang-pejuang_zaman	digunakan	tempat	persembunyian	pejuang-pejuang	zaman	1
digunakannya_mengikuti_alur_perkembangan_zaman	digunakannya	mengikuti	alur	perkembangan	zaman	1
dihasilkannya_mengarahkan_kami_ke_zaman	dihasilkannya	mengarahkan	kami	ke	zaman	1
dikatakan_merespon_lambat_kemajuan_zaman	dikatakan	merespon	lambat	kemajuan	zaman	1
dikeluarkan_sejak_zaman_pemerintahan_yang	dikeluarkan	sejak	zaman	pemerintahan	yang	1
dikemas_sesuai_perkembangan_zaman_misalnya	dikemas	sesuai	perkembangan	zaman	misalnya	1
dikembangkan_sesuai_dengan_perkembangan_zaman	dikembangkan	sesuai	dengan	perkembangan	zaman	1
dikenal_dari_zaman_tersebut_yang	dikenal	dari	zaman	tersebut	yang	1
dikenal_sebagai_lokalisasi_sejak_zaman	dikenal	sebagai	lokalisasi	sejak	zaman	1
dikenal_sebagai_ulama_di_zaman	dikenal	sebagai	ulama	di	zaman	1
dilaksanakan_dengan_baik_di_zaman	dilaksanakan	dengan	baik	di	zaman	1
dilakuakn_mengingat_zaman_sekarang_ini	dilakuakn	mengingat	zaman	sekarang	ini	1
dilakukan_lagi_selain_pada_zaman	dilakukan	lagi	selain	pada	zaman	1
dilakukan_orang_zaman_dulu_benar	dilakukan	orang	zaman	dulu	benar	1
dilakukan_seiring_dengan_perkembangan_zaman	dilakukan	seiring	dengan	perkembangan	zaman	1
dilakukan_zaman_sekarang_tidak_bisa	dilakukan	zaman	sekarang	tidak	bisa	1
dilatih_melihat_tanda-tanda_perubahan_zaman	dilatih	melihat	tanda-tanda	perubahan	zaman	1
diluncurkan_setelah_zaman_pasca-Orba_contohnya	diluncurkan	setelah	zaman	pasca-Orba	contohnya	1
dilupakan_di_zaman_yang_serba	dilupakan	di	zaman	yang	serba	1
dimaksud_adalah_pada_zaman_itu	dimaksud	adalah	pada	zaman	itu	1
dimana_kemajuan_zaman_terus_terjadi	dimana	kemajuan	zaman	terus	terjadi	1
dimulai_sejak_zaman_bandar_itu	dimulai	sejak	zaman	bandar	itu	1
dinamika_perkembangan_zaman_dan_realitas	dinamika	perkembangan	zaman	dan	realitas	1
dinamika_zaman_yang_terus_mengalami	dinamika	zaman	yang	terus	mengalami	1
dinamis_sesuai_tema_zaman_saat	dinamis	sesuai	tema	zaman	saat	1
dinilai_tak_lekang_oleh_zaman	dinilai	tak	lekang	oleh	zaman	1
dipenuhi_sejalan_de-ngan_perkembangan_zaman	dipenuhi	sejalan	de-ngan	perkembangan	zaman	1
diperkirakan_muncul_sejak_zaman_prasejarah	diperkirakan	muncul	sejak	zaman	prasejarah	1
diperlukan_nabi-nabi_zaman_sekarang_yang	diperlukan	nabi-nabi	zaman	sekarang	yang	1
diperoleh_mereka_masih_pada_zaman	diperoleh	mereka	masih	pada	zaman	1
dipungkiri_di_zaman_yang_serba	dipungkiri	di	zaman	yang	serba	1
diri_anak_sekolah_zaman_sekarang	diri	anak	sekolah	zaman	sekarang	1
dirumuskan_pada_zaman_pemerintahannya_seperti	dirumuskan	pada	zaman	pemerintahannya	seperti	1
disebut-sebut_se-bagai_hewan_zaman_purba	disebut-sebut	se-bagai	hewan	zaman	purba	1
disembah_orang-orang_dari_zaman_kuno	disembah	orang-orang	dari	zaman	kuno	1
disentuh_pria_pada_zaman_sekarang	disentuh	pria	pada	zaman	sekarang	1
disulap_jadi_serambi_rumah_zaman	disulap	jadi	serambi	rumah	zaman	1
disusun_mengikuti_perkembangan_zaman_dan	disusun	mengikuti	perkembangan	zaman	dan	1
ditenggelamkan_zaman_sebagai_akibat_derasnya	ditenggelamkan	zaman	sebagai	akibat	derasnya	1
diterima_di_zaman_modern_ini	diterima	di	zaman	modern	ini	1
diterjemahkan_sesuai_zaman_dan_kebutuhan	diterjemahkan	sesuai	zaman	dan	kebutuhan	1
ditinggalkan_zaman_yang_melesat_maju	ditinggalkan	zaman	yang	melesat	maju	1
ditun-tun_kembali_ke_zaman_kege-lapan	ditun-tun	kembali	ke	zaman	kege-lapan	1
ditunjukkan_para_pejuang_zaman_dahulu	ditunjukkan	para	pejuang	zaman	dahulu	1
diubah_menjadi_berdesain_mobil-mobil_zaman	diubah	menjadi	berdesain	mobil-mobil	zaman	1
diubah_sesuai_dengan_perkembangan_zaman	diubah	sesuai	dengan	perkembangan	zaman	1
diubah_sesuai_dinamika_zaman_saat	diubah	sesuai	dinamika	zaman	saat	1
diyakini_telah_ada_sejak_zaman	diyakini	telah	ada	sejak	zaman	1
dll_karena_di_zaman_otonomisasi	dll	karena	di	zaman	otonomisasi	1
dominan_multiperspektif_dan_mengarus_zaman	dominan	multiperspektif	dan	mengarus	zaman	1
dugem_meminjam_istilah_zaman_sekarang	dugem	meminjam	istilah	zaman	sekarang	1
dugem_zaman_doeloe_sama_persis	dugem	zaman	doeloe	sama	persis	1
dulu_ada_waktu_masih_zaman	dulu	ada	waktu	masih	zaman	1
dulu_dari_zaman_pemerintahan_sebelumnya	dulu	dari	zaman	pemerintahan	sebelumnya	1
dulu_karena_zaman_dulu_hukum	dulu	karena	zaman	dulu	hukum	1
dulu_mungkin_zaman_sekarang_kurang	dulu	mungkin	zaman	sekarang	kurang	1
dulu_waktu_zaman_orde_lama	dulu	waktu	zaman	orde	lama	1
dunia_politik_maupun_zaman_yang	dunia	politik	maupun	zaman	yang	1
durhaka_terhadap_zaman_yang_sudah	durhaka	terhadap	zaman	yang	sudah	1
efektif_terlama_di_zaman_ini	efektif	terlama	di	zaman	ini	1
eksis_semenjak_datangnya_zaman_penjajahan	eksis	semenjak	datangnya	zaman	penjajahan	1
eksistensinya_di_tengah_kemajuan_zaman	eksistensinya	di	tengah	kemajuan	zaman	1
enak_seiring_dengan_berkembang_zaman	enak	seiring	dengan	berkembang	zaman	1
enak_zaman_saya_telah_membuat	enak	zaman	saya	telah	membuat	1
engan_pelelangan_benda-benda_zaman_dulu	engan	pelelangan	benda-benda	zaman	dulu	1
entah_zaman_apa_lokasi_itu	entah	zaman	apa	lokasi	itu	1
etika_bisa_berubah_sesuai_zaman	etika	bisa	berubah	sesuai	zaman	1
fakir_miskin_berbeda-beda_khususnya_zaman	fakir	miskin	berbeda-beda	khususnya	zaman	1
fantasi_zaman_perjuangan_yang_memperkuat	fantasi	zaman	perjuangan	yang	memperkuat	1
fase_zaman_ini_barangkali_telah	fase	zaman	ini	barangkali	telah	1
fase_zaman_yang_ia_lalui	fase	zaman	yang	ia	lalui	1
fauna_yang_hidup_pada_zaman	fauna	yang	hidup	pada	zaman	1
fenomena_baru_tersendiri_di_zaman	fenomena	baru	tersendiri	di	zaman	1
festival-festival_orang_pada_zaman_dulu	festival-festival	orang	pada	zaman	dulu	1
foto_gagal_membaca_perubahan_zaman	foto	gagal	membaca	perubahan	zaman	1
foto_uang_zaman_dulu_kartupos	foto	uang	zaman	dulu	kartupos	1
foto-foto_zaman_dahulu_yang_sengaja	foto-foto	zaman	dahulu	yang	sengaja	1
gagal_membaca_perubahan_zaman_kariernya	gagal	membaca	perubahan	zaman	kariernya	1
gai_pesakitan_akibat_pergerakan_zaman	gai	pesakitan	akibat	pergerakan	zaman	1
galau_cinta_zaman_dulu_ujar	galau	cinta	zaman	dulu	ujar	1
gamelan_dalam_budaya_masyarakat_zaman	gamelan	dalam	budaya	masyarakat	zaman	1
gedung_ini_dari_zaman_kolonial	gedung	ini	dari	zaman	kolonial	1
gedung-gedung_tua_peninggalan_zaman_kolonial	gedung-gedung	tua	peninggalan	zaman	kolonial	1
gejala_baru_pada_zaman_media	gejala	baru	pada	zaman	media	1
gempuran_zaman_dengan_ribuan_variasi	gempuran	zaman	dengan	ribuan	variasi	1
gempuran_zaman_yang_semakin_kuat	gempuran	zaman	yang	semakin	kuat	1
gempuran_zaman_yang_sudah_modern	gempuran	zaman	yang	sudah	modern	1
generasi_para_pendiri_sebelum_zaman	generasi	para	pendiri	sebelum	zaman	1
generasi_pertama_komikus_zaman_keemasan	generasi	pertama	komikus	zaman	keemasan	1
generasi_pertama_pada_zaman_kemerdekaan	generasi	pertama	pada	zaman	kemerdekaan	1
generasi_yang_dalam_zaman_yang	generasi	yang	dalam	zaman	yang	1
gerekan_yang_bernama_gerekan_zaman	gerekan	yang	bernama	gerekan	zaman	1
global_modern_zaman_sekarang_kata	global	modern	zaman	sekarang	kata	1
goro-goro_adalah_awal_zaman_kemapanan	goro-goro	adalah	awal	zaman	kemapanan	1
gua_alam_peninggalan_zaman_purba	gua	alam	peninggalan	zaman	purba	1
guru_di_zaman_se-karang_ini	guru	di	zaman	se-karang	ini	1
hal_ini_adalah_semangat_zaman	hal	ini	adalah	semangat	zaman	1
hanya_berlaku_di_zaman_orde	hanya	berlaku	di	zaman	orde	1
hanya_terjadi_di_zaman_order	hanya	terjadi	di	zaman	order	1
harganya_apalagi_zaman_sekarang_yang	harganya	apalagi	zaman	sekarang	yang	1
hari_dengan_tantangan_zaman_yang	hari	dengan	tantangan	zaman	yang	1
harus_belajar_membaca_tanda-tanda_zaman	harus	belajar	membaca	tanda-tanda	zaman	1
harus_berdialektika_dengan_proses_zaman	harus	berdialektika	dengan	proses	zaman	1
harus_bisa_menjawab_tantangan_zaman	harus	bisa	menjawab	tantangan	zaman	1
harus_cakap_membaca_perubahan_zaman	harus	cakap	membaca	perubahan	zaman	1
harus_disesuaikan_dengan_perkembangan_zaman	harus	disesuaikan	dengan	perkembangan	zaman	1
harus_diterima_di_zaman_modern	harus	diterima	di	zaman	modern	1
harus_mampu_menjawab_tantangan_zaman	harus	mampu	menjawab	tantangan	zaman	1
harus_melawan_perubahan_zaman_ini	harus	melawan	perubahan	zaman	ini	1
harus_pandai_membaca_tanda-tanda_zaman	harus	pandai	membaca	tanda-tanda	zaman	1
harus_putih_sudah_ketinggalan_zaman	harus	putih	sudah	ketinggalan	zaman	1
harus_terus_diterjemahkan_sesuai_zaman	harus	terus	diterjemahkan	sesuai	zaman	1
hawa_telah_berkembang_sejak_zaman	hawa	telah	berkembang	sejak	zaman	1
hebat_di_zaman_modern_kata	hebat	di	zaman	modern	kata	1
helm_tersebut_merupakan_peninggalan_zaman	helm	tersebut	merupakan	peninggalan	zaman	1
hewan_zaman_purba_ini_mempunyai	hewan	zaman	purba	ini	mempunyai	1
hidup_di_segala_zaman_dengan	hidup	di	segala	zaman	dengan	1
hidup_di_zaman_keemasan_teknologi	hidup	di	zaman	keemasan	teknologi	1
hidup_di_zaman_ketika_pribumi	hidup	di	zaman	ketika	pribumi	1
hidup_di_zaman_progresif_pen-capaian	hidup	di	zaman	progresif	pen-capaian	1
hidup_di_zaman_seperti_saat	hidup	di	zaman	seperti	saat	1
hidup_di_zaman_yang_belum	hidup	di	zaman	yang	belum	1
hidup_pada_zaman_jahiliyah_beliau	hidup	pada	zaman	jahiliyah	beliau	1
hidup_pada_zaman_modern_ini	hidup	pada	zaman	modern	ini	1
hilang_tergerus_zaman_kini_mulai	hilang	tergerus	zaman	kini	mulai	1
hingga_akhir_zaman_karena_kepemimpinan	hingga	akhir	zaman	karena	kepemimpinan	1
hit_dari_zaman_ke_zaman	hit	dari	zaman	ke	zaman	1
identik_dengan_kemajuan_zaman_kata	identik	dengan	kemajuan	zaman	kata	1
ikon_dari_zaman_maju_seperti	ikon	dari	zaman	maju	seperti	1
ingat_di_zaman_pemerintahan_yang	ingat	di	zaman	pemerintahan	yang	1
ingat_pesan_orang_tua_zaman	ingat	pesan	orang	tua	zaman	1
ini_adalah_semangat_zaman_perupa	ini	adalah	semangat	zaman	perupa	1
ini_adalah_tanda-tanda_akhir_zaman	ini	adalah	tanda-tanda	akhir	zaman	1
ini_akibat_dekadensi_perubahan_zaman	ini	akibat	dekadensi	perubahan	zaman	1
ini_dikeluarkan_sejak_zaman_pemerintahan	ini	dikeluarkan	sejak	zaman	pemerintahan	1
ini_diubah_sesuai_dinamika_zaman	ini	diubah	sesuai	dinamika	zaman	1
ini_kan_sudah_dari_zaman	ini	kan	sudah	dari	zaman	1
ini_kita_ber-ada_di_zaman	ini	kita	ber-ada	di	zaman	1
ini_mampu_memunculkan_fantasi_zaman	ini	mampu	memunculkan	fantasi	zaman	1
ini_manusia_hidup_di_zaman	ini	manusia	hidup	di	zaman	1
ini_menun-jukkan_tanda-tanda_akhir_zaman	ini	menun-jukkan	tanda-tanda	akhir	zaman	1
ini_merupakan_permulaan_zaman_baru	ini	merupakan	permulaan	zaman	baru	1
ini_pada_zaman_dulu_sangat	ini	pada	zaman	dulu	sangat	1
ini_semua_zaman_kapolda_lama	ini	semua	zaman	kapolda	lama	1
ini_sendiri_me-rebak_di_zaman	ini	sendiri	me-rebak	di	zaman	1
ini_sudah_kebiasaan_dari_zaman	ini	sudah	kebiasaan	dari	zaman	1
ini_terbawa_terus_hingga_zaman	ini	terbawa	terus	hingga	zaman	1
ini_tetap_ada_sekalipun_zaman	ini	tetap	ada	sekalipun	zaman	1
ini_tidak_lekang_termakan_zaman	ini	tidak	lekang	termakan	zaman	1
ini_zaman_virtual_kian_banyak	ini	zaman	virtual	kian	banyak	1
inovasi_sesuai_dengan_perkembangan_zaman	inovasi	sesuai	dengan	perkembangan	zaman	1
inovasi-inovasi_yang_mengikuti_zaman_ujar	inovasi-inovasi	yang	mengikuti	zaman	ujar	1
intensitas_masyarakat_zaman_sekarang_lebih	intensitas	masyarakat	zaman	sekarang	lebih	1
internasional_agar_tidak_ketinggalan_zaman	internasional	agar	tidak	ketinggalan	zaman	1
istana_kerajaan_ini_pada_zaman	istana	kerajaan	ini	pada	zaman	1
istilah_anak_muda_zaman_sekarang	istilah	anak	muda	zaman	sekarang	1
istilah_plesetan_pada_zaman_dulu	istilah	plesetan	pada	zaman	dulu	1
istilah_zaman_sekarang_aku_kadang-kadang	istilah	zaman	sekarang	aku	kadang-kadang	1
itu_digunakan_sudah_dari_zaman	itu	digunakan	sudah	dari	zaman	1
itu_diperlukan_nabi-nabi_zaman_sekarang	itu	diperlukan	nabi-nabi	zaman	sekarang	1
itu_generasi_yang_dalam_zaman	itu	generasi	yang	dalam	zaman	1
itu_ini_semua_zaman_kapolda	itu	ini	semua	zaman	kapolda	1
itu_jauh_sejak_zaman_kolonial	itu	jauh	sejak	zaman	kolonial	1
itu_jelas_di_zaman_tersebut	itu	jelas	di	zaman	tersebut	1
itu_karena_zaman_dahulu_tidak	itu	karena	zaman	dahulu	tidak	1
itu_menampilkan_kisah_pada_zaman	itu	menampilkan	kisah	pada	zaman	1
itu_menurut_peta_entah_zaman	itu	menurut	peta	entah	zaman	1
itu_merupakan_peledak_peninggalan_zaman	itu	merupakan	peledak	peninggalan	zaman	1
itu_mirip_kamp_konsentrasi_zaman	itu	mirip	kamp	konsentrasi	zaman	1
itu_pada_zaman_tersebut_bisa	itu	pada	zaman	tersebut	bisa	1
itu_sanggup_melewati_ujian_zaman	itu	sanggup	melewati	ujian	zaman	1
itu_sudah_zaman_dahulu_sehingga	itu	sudah	zaman	dahulu	sehingga	1
itu_sulit_zaman_saya_hanya	itu	sulit	zaman	saya	hanya	1
itu_teman_dari_zaman_baheula	itu	teman	dari	zaman	baheula	1
itu_tergerak_menjawab_penyakit-penyakit_zaman	itu	tergerak	menjawab	penyakit-penyakit	zaman	1
itu_zaman_dulu_karena_zaman	itu	zaman	dulu	karena	zaman	1
jadi_serambi_rumah_zaman_dulu	jadi	serambi	rumah	zaman	dulu	1
jadul_zaman_dulu_dan_miskin	jadul	zaman	dulu	dan	miskin	1
jam_saja_orang_modern_zaman	jam	saja	orang	modern	zaman	1
jangan_kalah_dari_pemuda_zaman	jangan	kalah	dari	pemuda	zaman	1
jangan_kalah_dengan_pemuda_zaman	jangan	kalah	dengan	pemuda	zaman	1
jangan_sekali-kali_membayangkan_dugem_zaman	jangan	sekali-kali	membayangkan	dugem	zaman	1
jarahan_dari_para_perompak_zaman	jarahan	dari	para	perompak	zaman	1
jauh_dari_kesan_ketinggalan_zaman	jauh	dari	kesan	ketinggalan	zaman	1
jelas_di_zaman_tersebut_memperjuangkan	jelas	di	zaman	tersebut	memperjuangkan	1
jelas_lebih_baik_daripada_zaman	jelas	lebih	baik	daripada	zaman	1
jika_dibandingkan_dengan_ketika_zaman	jika	dibandingkan	dengan	ketika	zaman	1
jika_dibandingkan_saat_zaman_orde	jika	dibandingkan	saat	zaman	orde	1
jual_beli_dari_zaman_nenek	jual	beli	dari	zaman	nenek	1
juga_berupaya_mengikuti_perkembangan_zaman	juga	berupaya	mengikuti	perkembangan	zaman	1
juga_diubah_untuk_mengikuti_zaman	juga	diubah	untuk	mengikuti	zaman	1
juga_izinnya_su-dah_sejak_zaman	juga	izinnya	su-dah	sejak	zaman	1
kadal_raksasa_warisan_zaman_prasejarah	kadal	raksasa	warisan	zaman	prasejarah	1
kaisar_atau_raja_pada_zaman	kaisar	atau	raja	pada	zaman	1
kalah_alim_dengan_ulama_zaman	kalah	alim	dengan	ulama	zaman	1
kalah_dari_pemuda_zaman_dulu	kalah	dari	pemuda	zaman	dulu	1
kalah_dengan_pemuda_zaman_dahulu	kalah	dengan	pemuda	zaman	dahulu	1
kalau_kita_ingat_di_zaman	kalau	kita	ingat	di	zaman	1
kalau_sudah_lahir_di_zaman	kalau	sudah	lahir	di	zaman	1
kali_mengalami_pemugaran_dari_zaman	kali	mengalami	pemugaran	dari	zaman	1
kali_pemugaran_dari_zaman_dahulu	kali	pemugaran	dari	zaman	dahulu	1
kami_ke_zaman_pencerahan_dan	kami	ke	zaman	pencerahan	dan	1
kami_mengikuti_perkembangan_zaman_dengan	kami	mengikuti	perkembangan	zaman	dengan	1
kami_tidak_mengikuti_perkembangan_zaman	kami	tidak	mengikuti	perkembangan	zaman	1
kan_rumah_orang_desa_zaman	kan	rumah	orang	desa	zaman	1
kapal_yang_diduga_peninggalan_zaman	kapal	yang	diduga	peninggalan	zaman	1
karena_di_zaman_otonomisasi_ini	karena	di	zaman	otonomisasi	ini	1
karena_hidup_pada_zaman_jahiliyah	karena	hidup	pada	zaman	jahiliyah	1
karena_keduanya_melihat_perkembangan_zaman	karena	keduanya	melihat	perkembangan	zaman	1
karena_kemajuan_zaman_tak_bisa	karena	kemajuan	zaman	tak	bisa	1
karena_ketika_zaman_dahulu_tidak	karena	ketika	zaman	dahulu	tidak	1
karena_konteksnya_berbeda_dengan_zaman	karena	konteksnya	berbeda	dengan	zaman	1
karena_perkembangan_zaman_mulai_dilakukan	karena	perkembangan	zaman	mulai	dilakukan	1
karena_perkembangan_zaman_tetapi_perilaku	karena	perkembangan	zaman	tetapi	perilaku	1
karena_seiring_dengan_kemanjuan_zaman	karena	seiring	dengan	kemanjuan	zaman	1
karena_siklus_alam_dan_zaman	karena	siklus	alam	dan	zaman	1
karena_sudah_tertinggal_zaman_jika	karena	sudah	tertinggal	zaman	jika	1
karena_tantangan_zaman_semakin_kompleks	karena	tantangan	zaman	semakin	kompleks	1
karena_unik_dan_sejak_zaman	karena	unik	dan	sejak	zaman	1
karena_zaman_dahulu_tidak_semua	karena	zaman	dahulu	tidak	semua	1
karya-karya-Nya_sampai_akhir_zaman_kelak	karya-karya-Nya	sampai	akhir	zaman	kelak	1
katanya_me-nyikapi_perkembangan_zaman_yang	katanya	me-nyikapi	perkembangan	zaman	yang	1
ke_lain_zaman_turun-temurun_dari	ke	lain	zaman	turun-temurun	dari	1
ke_zaman_batu_untuk_menyambut	ke	zaman	batu	untuk	menyambut	1
ke_zaman_belum_mengenal_minyak	ke	zaman	belum	mengenal	minyak	1
ke_zaman_modern_karena_biasanya	ke	zaman	modern	karena	biasanya	1
ke_zaman_pencerahan_dan_kemudian	ke	zaman	pencerahan	dan	kemudian	1
ke_zaman_yang_modern_tetapi	ke	zaman	yang	modern	tetapi	1
ke-terampilan_yang_berkembang_sejak_zaman	ke-terampilan	yang	berkembang	sejak	zaman	1
kebiasaan_dari_zaman_orang_tua	kebiasaan	dari	zaman	orang	tua	1
kebutuhan_zaman_khususnya_menyiapkan_sumber	kebutuhan	zaman	khususnya	menyiapkan	sumber	1
kebutuhan_zaman_produk-produk_hukum_fikih	kebutuhan	zaman	produk-produk	hukum	fikih	1
kecil_zaman_sekarang_dibuat_sedemikian	kecil	zaman	sekarang	dibuat	sedemikian	1
keduanya_melihat_perkembangan_zaman_yang	keduanya	melihat	perkembangan	zaman	yang	1
kegiatan_tersebut_menyatakan_kemajuan_zaman	kegiatan	tersebut	menyatakan	kemajuan	zaman	1
kehidupan_di_zaman_normal_harga	kehidupan	di	zaman	normal	harga	1
kehidupan_manusia_di_zaman_modern	kehidupan	manusia	di	zaman	modern	1
kehidupan_umat_percaya_di_zaman	kehidupan	umat	percaya	di	zaman	1
kehidupan_zaman_ini_akan_memacu	kehidupan	zaman	ini	akan	memacu	1
kejahatan_terbesar_di_zaman_modern	kejahatan	terbesar	di	zaman	modern	1
kejahatan_yang_dilakukan_anak-anak_zaman	kejahatan	yang	dilakukan	anak-anak	zaman	1
kekayaan_sejak_zaman_nenek_moyang	kekayaan	sejak	zaman	nenek	moyang	1
kekuatan_besar_dalam_peperangan_zaman	kekuatan	besar	dalam	peperangan	zaman	1
kelanjutan_dari_zaman_ke_zaman	kelanjutan	dari	zaman	ke	zaman	1
kemajuan_zaman_dan_arus_globalisasi	kemajuan	zaman	dan	arus	globalisasi	1
kemajuan_zaman_dan_juga_agar	kemajuan	zaman	dan	juga	agar	1
kemajuan_zaman_dan_teknologi_memang	kemajuan	zaman	dan	teknologi	memang	1
kemajuan_zaman_dan_teknologi_ucap	kemajuan	zaman	dan	teknologi	ucap	1
kemajuan_zaman_ma-ka_langkah_yang	kemajuan	zaman	ma-ka	langkah	yang	1
kemajuan_zaman_tak_bisa_dibendung	kemajuan	zaman	tak	bisa	dibendung	1
