ngram	w1	w2	w3	w4	w5	n
belum_dilakukan_dalam_masa_darurat	belum	dilakukan	dalam	masa	darurat	1
belum_diperoleh_ka-bar_kalau_masa	belum	diperoleh	ka-bar	kalau	masa	1
belum_diselesaikan_hingga_masa_jabatan	belum	diselesaikan	hingga	masa	jabatan	1
belum_habis_masa_jabatan_juga	belum	habis	masa	jabatan	juga	1
belum_masuk_pada_masa_panen	belum	masuk	pada	masa	panen	1
belum_masuknya_masa_panen_serentak	belum	masuknya	masa	panen	serentak	1
belum_melaksanakan_pilhut_karena_masa	belum	melaksanakan	pilhut	karena	masa	1
belum_memasuki_masa_kada-luarsa_namun	belum	memasuki	masa	kada-luarsa	namun	1
belum_memutuskan_masa_depannya_apakah	belum	memutuskan	masa	depannya	apakah	1
belum_mencukupi_masa_kerja_katanya	belum	mencukupi	masa	kerja	katanya	1
belum_mendapatkan_kepastian_masa_depan	belum	mendapatkan	kepastian	masa	depan	1
belum_mengatur_tentang_batasan_masa	belum	mengatur	tentang	batasan	masa	1
belum_pernah_diperoleh_di_masa	belum	pernah	diperoleh	di	masa	1
belum_puas_menikmati_masa_bermain	belum	puas	menikmati	masa	bermain	1
belum_sempat_di-selesaikan_pada_masa	belum	sempat	di-selesaikan	pada	masa	1
belum_tahun_masa_dinas_ditetapkan	belum	tahun	masa	dinas	ditetapkan	1
belum_tentu_di_masa_depan	belum	tentu	di	masa	depan	1
belum_terealisasi_hingga_masa_jabatannya	belum	terealisasi	hingga	masa	jabatannya	1
benaknya_tak_ada_masa_depan	benaknya	tak	ada	masa	depan	1
benar-benar_diterapkan_pada_masa_depan	benar-benar	diterapkan	pada	masa	depan	1
benar-benar_masa_sulit_bagi_saya	benar-benar	masa	sulit	bagi	saya	1
benar-benar_merupakan_bagian_dari_masa	benar-benar	merupakan	bagian	dari	masa	1
bencana_banjir_masa_dilakukan_di	bencana	banjir	masa	dilakukan	di	1
benderang_seterang_masa_depan_berbangsa	benderang	seterang	masa	depan	berbangsa	1
bentrokan_tak_terjadi_di_masa	bentrokan	tak	terjadi	di	masa	1
bentuk_desain_mobil_masa_depan	bentuk	desain	mobil	masa	depan	1
bentuk_untuk_membangun_generasi_masa	bentuk	untuk	membangun	generasi	masa	1
bentuknya_jadi_aneh_masa_terpotong-potong	bentuknya	jadi	aneh	masa	terpotong-potong	1
bentuknya_pada_masa_kini_secara	bentuknya	pada	masa	kini	secara	1
ber_barengan_dengan_masa_keemasan	ber	barengan	dengan	masa	keemasan	1
ber-akhirnya_masa_tugas_sejumlah_dokter	ber-akhirnya	masa	tugas	sejumlah	dokter	1
ber-akibat_fatal_terhadap_siklus_masa	ber-akibat	fatal	terhadap	siklus	masa	1
ber-bakti_bagi_masa_depan_daerah	ber-bakti	bagi	masa	depan	daerah	1
ber-geser_jauh_dengan_masa_berakhirnya	ber-geser	jauh	dengan	masa	berakhirnya	1
ber-harap_sebelum_masa_per-panjangan_penahanan	ber-harap	sebelum	masa	per-panjangan	penahanan	1
ber-karya_demi_masa_depan_anak-anak	ber-karya	demi	masa	depan	anak-anak	1
ber-laku_sesuai_masa_perbaikan_suku	ber-laku	sesuai	masa	perbaikan	suku	1
ber-mimpi_tentang_terbangunnya_suatu_masa	ber-mimpi	tentang	terbangunnya	suatu	masa	1
ber-sama_di_masa_datang_pung-kasnya	ber-sama	di	masa	datang	pung-kasnya	1
berada_dalam_masa_kontrak_dengan	berada	dalam	masa	kontrak	dengan	1
berada_dalam_masa_pembinaan_ia	berada	dalam	masa	pembinaan	ia	1
berada_dalam_masa_peningkatan_di	berada	dalam	masa	peningkatan	di	1
berada_di_masa_depan_ternyata	berada	di	masa	depan	ternyata	1
berada_di_masa_senja_karir	berada	di	masa	senja	karir	1
berada_di_masa_transisi_remaja	berada	di	masa	transisi	remaja	1
berada_pada_masa_kemerdekaan_ini	berada	pada	masa	kemerdekaan	ini	1
berada_pada_masa_transisi_yakni	berada	pada	masa	transisi	yakni	1
beragam_produk_masa_depan_untuk	beragam	produk	masa	depan	untuk	1
beragama_selama_tujuh_bulan_masa	beragama	selama	tujuh	bulan	masa	1
berakhir_dan_masa_sidang_periode	berakhir	dan	masa	sidang	periode	1
berakhir_masa_ber-lakunya_maka_secara	berakhir	masa	ber-lakunya	maka	secara	1
berakhir_masa_berlakunya_pada_tiga	berakhir	masa	berlakunya	pada	tiga	1
berakhir_masa_jabatan_kita_dan	berakhir	masa	jabatan	kita	dan	1
berakhir_masa_jabatan_pemerintah_diharapkan	berakhir	masa	jabatan	pemerintah	diharapkan	1
berakhir_masa_jabatannya_akan_diperpanjang	berakhir	masa	jabatannya	akan	diperpanjang	1
berakhir_masa_jabatannya_dan_belum	berakhir	masa	jabatannya	dan	belum	1
berakhir_masa_jabatannya_dan_proses	berakhir	masa	jabatannya	dan	proses	1
berakhir_masa_jabatannya_injury_time	berakhir	masa	jabatannya	injury	time	1
berakhir_masa_kepenguru-san_untuk_segera	berakhir	masa	kepenguru-san	untuk	segera	1
berakhir_masa_kontraknya_diserahkan_kepada	berakhir	masa	kontraknya	diserahkan	kepada	1
berakhir_masa_tugasnya_pada_akhir	berakhir	masa	tugasnya	pada	akhir	1
berakhir_masa_tugasnya_tahun_ini	berakhir	masa	tugasnya	tahun	ini	1
berakhir_pada_sedangkan_masa_periodisasi	berakhir	pada	sedangkan	masa	periodisasi	1
berakhir_untuk_masa_pengukuran_ulang	berakhir	untuk	masa	pengukuran	ulang	1
berakhirnya_masa_jabatan_beberapa_bupati	berakhirnya	masa	jabatan	beberapa	bupati	1
berakhirnya_masa_jabatan_bupati_dan	berakhirnya	masa	jabatan	bupati	dan	1
berakhirnya_masa_jabatan_bupati_dari	berakhirnya	masa	jabatan	bupati	dari	1
berakhirnya_masa_jabatan_dewan_di	berakhirnya	masa	jabatan	dewan	di	1
berakhirnya_masa_jabatan_dirinya_sebagai	berakhirnya	masa	jabatan	dirinya	sebagai	1
berakhirnya_masa_kejayaan_komoditas_kebutuhan	berakhirnya	masa	kejayaan	komoditas	kebutuhan	1
berakhirnya_masa_pema-sukan_lamaran_ia	berakhirnya	masa	pema-sukan	lamaran	ia	1
berakhirnya_masa_pendaf-taran_calon_kepala	berakhirnya	masa	pendaf-taran	calon	kepala	1
berakhirnya_masa_periode_dua_pada	berakhirnya	masa	periode	dua	pada	1
berakhirnya_masa_tarif_terendah_harus	berakhirnya	masa	tarif	terendah	harus	1
berakun_@srbaim_menjelaskan_masa_lalu	berakun	@srbaim	menjelaskan	masa	lalu	1
beranggapan_masa_depan_adalah_esok	beranggapan	masa	depan	adalah	esok	1
berangkulan_menata_masa_depan_anak-anak	berangkulan	menata	masa	depan	anak-anak	1
berangsur_menghilangkan_beban_sejarah_masa	berangsur	menghilangkan	beban	sejarah	masa	1
berani_bersikap_tegas_terhadap_masa	berani	bersikap	tegas	terhadap	masa	1
berapa_lama_masa_jabatan_hakim	berapa	lama	masa	jabatan	hakim	1
berapa_lama_masa_jabatan_pejabat	berapa	lama	masa	jabatan	pejabat	1
berapa_lama_masa_jabatannya_tuturnya	berapa	lama	masa	jabatannya	tuturnya	1
berarti_bagi_masa_depan_daerah	berarti	bagi	masa	depan	daerah	1
berarti_juga_dapat_memberikan_masa	berarti	juga	dapat	memberikan	masa	1
berarti_juga_telah_menyiapkan_masa	berarti	juga	telah	menyiapkan	masa	1
berarti_kita_sedang_mempersiapkan_masa	berarti	kita	sedang	mempersiapkan	masa	1
berarti_masa_reses_untuk_anggota	berarti	masa	reses	untuk	anggota	1
berarti_masa_reses_untuk_menyerap	berarti	masa	reses	untuk	menyerap	1
berarti_menerima_pula_masa_lalu	berarti	menerima	pula	masa	lalu	1
berarti_sebuah_ajang_pertaruhan_masa	berarti	sebuah	ajang	pertaruhan	masa	1
berarti_tambahan_peluang_menyiapkan_masa	berarti	tambahan	peluang	menyiapkan	masa	1
beras_hingga_masa_panen_tiba	beras	hingga	masa	panen	tiba	1
beras_tersebut_akan_memasuki_masa	beras	tersebut	akan	memasuki	masa	1
berat_badan_bisa_hilang_masa	berat	badan	bisa	hilang	masa	1
berat_badan_di_masa_depan	berat	badan	di	masa	depan	1
berat_dan_kompleks_di_masa	berat	dan	kompleks	di	masa	1
berat_dan_masa_panen_lebih	berat	dan	masa	panen	lebih	1
berat_di_masa_depan_pintanya	berat	di	masa	depan	pintanya	1
berat_masa_lalu_ini_bisa	berat	masa	lalu	ini	bisa	1
berat_masa_tertinggi_sekaligus_tahan	berat	masa	tertinggi	sekaligus	tahan	1
berat_untuk_melupakan_masa_lalu	berat	untuk	melupakan	masa	lalu	1
beratnya_perjuangan_masa_lalu_sekaligus	beratnya	perjuangan	masa	lalu	sekaligus	1
berawal_dari_masa_orientasi_siswa	berawal	dari	masa	orientasi	siswa	1
berbagai_aturan_yang_diterapkan_masa	berbagai	aturan	yang	diterapkan	masa	1
berbagai_bangunan_kuno_peninggalan_masa	berbagai	bangunan	kuno	peninggalan	masa	1
berbagai_catatan_sejarah_di_masa	berbagai	catatan	sejarah	di	masa	1
berbagai_daerah_akan_memasuki_masa	berbagai	daerah	akan	memasuki	masa	1
berbagai_daerah_dan_dari_masa	berbagai	daerah	dan	dari	masa	1
berbagai_daerah_di_masa_yang	berbagai	daerah	di	masa	yang	1
berbagai_hal_terkait_dengan_masa	berbagai	hal	terkait	dengan	masa	1
berbagai_hal_termasuk_dalam_masa	berbagai	hal	termasuk	dalam	masa	1
berbagai_kemampuan_di_masa_dewasa	berbagai	kemampuan	di	masa	dewasa	1
berbagai_penyakit_di_masa_dewasa	berbagai	penyakit	di	masa	dewasa	1
berbagai_peran_di_masa_depan	berbagai	peran	di	masa	depan	1
berbagai_situs_arkeologi_dari_masa	berbagai	situs	arkeologi	dari	masa	1
berbagai_solusi_investasi_masa_depan	berbagai	solusi	investasi	masa	depan	1
berbagai_tujuan_di_masa_depan	berbagai	tujuan	di	masa	depan	1
berbagai_unsur_masyarakat_dengan_masa	berbagai	unsur	masyarakat	dengan	masa	1
berbagai_usaha_untuk_menghancurkan_masa	berbagai	usaha	untuk	menghancurkan	masa	1
berbahaya_bagi_masa_depan_lingkungan	berbahaya	bagi	masa	depan	lingkungan	1
berbahaya_untuk_masa_depan_siswa	berbahaya	untuk	masa	depan	siswa	1
berbalik_ke_masa_1980-an_yang	berbalik	ke	masa	1980-an	yang	1
berbalik_unggul_pada_masa_unjury	berbalik	unggul	pada	masa	unjury	1
berbangga_dan_bersama_menatap_masa	berbangga	dan	bersama	menatap	masa	1
berbeda_adalah_masa_pengenalan_lingkungan	berbeda	adalah	masa	pengenalan	lingkungan	1
berbeda_dengan_masa_kehidupan_putra-putri	berbeda	dengan	masa	kehidupan	putra-putri	1
berbeda_dengan_masa_lalu_di	berbeda	dengan	masa	lalu	di	1
berbeda_dengan_suasana_masa_lalu	berbeda	dengan	suasana	masa	lalu	1
berbeda_dengan_yang_di_masa	berbeda	dengan	yang	di	masa	1
berbeda_se-lama_delapan_tahun_masa	berbeda	se-lama	delapan	tahun	masa	1
berbeda_untuk_masa_depan_mereka	berbeda	untuk	masa	depan	mereka	1
berbelit-belit_karena_ada_masa_waktu	berbelit-belit	karena	ada	masa	waktu	1
berbicara_mengenai_kemungkinan_masa_depannya	berbicara	mengenai	kemungkinan	masa	depannya	1
berbuah_indah_di_masa_depan	berbuah	indah	di	masa	depan	1
berbuat_pada_masa_seka_rang	berbuat	pada	masa	seka	rang	1
berbuat_sesuatu_demi_masa_depan	berbuat	sesuatu	demi	masa	depan	1
berburu_kuskus_di_masa_kecil	berburu	kuskus	di	masa	kecil	1
berceloteh_di_lini_masa_juga	berceloteh	di	lini	masa	juga	1
bercerita_kalau_masa_kecilnya_tak	bercerita	kalau	masa	kecilnya	tak	1
bercerita_masa_hidupnya_semasa_muda	bercerita	masa	hidupnya	semasa	muda	1
bercerita_tentang_masa_lalu_dan	bercerita	tentang	masa	lalu	dan	1
berdam-pingan_dengan_rakyat_menjemput_masa	berdam-pingan	dengan	rakyat	menjemput	masa	1
berdamai_dengan_masa_lalunya_namun	berdamai	dengan	masa	lalunya	namun	1
berdampak_buruk_terhadap_masa_depan	berdampak	buruk	terhadap	masa	depan	1
berdampak_negatif_terhadap_masa_depannya	berdampak	negatif	terhadap	masa	depannya	1
berdampak_pula_bagi_masa_depan	berdampak	pula	bagi	masa	depan	1
berdampingan_dengan_rakyat_menjemput_masa	berdampingan	dengan	rakyat	menjemput	masa	1
berdasarkan_usia_dan_masa_pengabdian	berdasarkan	usia	dan	masa	pengabdian	1
berdaya_dan_masa_bodoh_de-ngan	berdaya	dan	masa	bodoh	de-ngan	1
berdirinya_satu_desa_pada_masa	berdirinya	satu	desa	pada	masa	1
berdua_saja_seperti_pada_masa	berdua	saja	seperti	pada	masa	1
berebut_kuasa_di_masa_awal	berebut	kuasa	di	masa	awal	1
berekonsiliasi_dan_jujur_kepada_masa	berekonsiliasi	dan	jujur	kepada	masa	1
berencana_menyewa_mobil_selama_masa	berencana	menyewa	mobil	selama	masa	1
beres_masa_mo_iko_ulang	beres	masa	mo	iko	ulang	1
berevolusi_pasa_masa_awal_alam	berevolusi	pasa	masa	awal	alam	1
berfokus_pada_produksi_kendaraan_masa	berfokus	pada	produksi	kendaraan	masa	1
berfungsi_sebagai_penghapus_dosa-dosa_masa	berfungsi	sebagai	penghapus	dosa-dosa	masa	1
bergabung_dengan_klub_masa_kecilnya	bergabung	dengan	klub	masa	kecilnya	1
bergandengan_dan_berangkulan_menata_masa	bergandengan	dan	berangkulan	menata	masa	1
berganti-ganti_dari_masa_ke_masa	berganti-ganti	dari	masa	ke	masa	1
bergantung_dengan_kerajaan_pada_masa	bergantung	dengan	kerajaan	pada	masa	1
bergantung_masa_pembayaran_saat_tax	bergantung	masa	pembayaran	saat	tax	1
bergantung_pada_periode_inkubasi_masa	bergantung	pada	periode	inkubasi	masa	1
bergerak_cepat_masa_depan_mereka	bergerak	cepat	masa	depan	mereka	1
bergerak_dari_masa_depan_ke	bergerak	dari	masa	depan	ke	1
bergerak_dari_masa_ke_masa	bergerak	dari	masa	ke	masa	1
bergerak_sebagai_masa_depan_industri	bergerak	sebagai	masa	depan	industri	1
berguna_lagi_masa_depan_suram	berguna	lagi	masa	depan	suram	1
berhak_me-nentukan_masa_depan_nege-rinya	berhak	me-nentukan	masa	depan	nege-rinya	1
berhak_mendapat_pengurangan_masa_hukuman	berhak	mendapat	pengurangan	masa	hukuman	1
berhak_mendapatkan_masa_depan_harapan	berhak	mendapatkan	masa	depan	harapan	1
berhalangan_tetap_di_tengah_masa	berhalangan	tetap	di	tengah	masa	1
berhalangan_tetap_meski_masa_bhakti	berhalangan	tetap	meski	masa	bhakti	1
berharap_agar_di_masa_kepemimpinan	berharap	agar	di	masa	kepemimpinan	1
berharap_agar_di_masa_mendatang	berharap	agar	di	masa	mendatang	1
berharap_agar_sebelum_masa_berlaku	berharap	agar	sebelum	masa	berlaku	1
berharap_bagi_masa_depan_baru	berharap	bagi	masa	depan	baru	1
berharap_bisa_diaplikasikan_pada_masa	berharap	bisa	diaplikasikan	pada	masa	1
berharap_dan_percaya_di_masa	berharap	dan	percaya	di	masa	1
berharap_di_masa_mendatang_jamaah	berharap	di	masa	mendatang	jamaah	1
berharap_generasi_muda_di_masa	berharap	generasi	muda	di	masa	1
berharap_kami_punya_masa_tahun	berharap	kami	punya	masa	tahun	1
berharap_pada_suntikan_kenangan_masa	berharap	pada	suntikan	kenangan	masa	1
berharap_praktik-praktik_menyimpang_di_masa	berharap	praktik-praktik	menyimpang	di	masa	1
berharganya_masa_muda_mereka_cetusnya	berharganya	masa	muda	mereka	cetusnya	1
berhasil_dalam_masa_tugasnya_yang	berhasil	dalam	masa	tugasnya	yang	1
berhasil_kembali_mengejar_masa_depan	berhasil	kembali	mengejar	masa	depan	1
berhasil_lolos_dari_masa_karantina	berhasil	lolos	dari	masa	karantina	1
berhasil_mele-wati_masa_percobaan_selama	berhasil	mele-wati	masa	percobaan	selama	1
berhasil_menemukan_foto-foto_masa_lalu	berhasil	menemukan	foto-foto	masa	lalu	1
berhasil_menjalani_masa_uji_coba	berhasil	menjalani	masa	uji	coba	1
berhasilnya_di_masa_lalu_mereka	berhasilnya	di	masa	lalu	mereka	1
berhemat_air_demi_masa_depan	berhemat	air	demi	masa	depan	1
berhubungan_dengan_masa_lalu_adalah	berhubungan	dengan	masa	lalu	adalah	1
berhubungan_dengan_masa_lalu_pungkas	berhubungan	dengan	masa	lalu	pungkas	1
berikut_usai_masa_liburan_ini	berikut	usai	masa	liburan	ini	1
berikutnya_pada_masa_mendatang_kata	berikutnya	pada	masa	mendatang	kata	1
berikutnya_pada_masa_mendatang_lanjutnya	berikutnya	pada	masa	mendatang	lanjutnya	1
berimplikasi_pada_wajah_masa_depan	berimplikasi	pada	wajah	masa	depan	1
berisi_perjalanannya_dari_kanak-kanak_masa	berisi	perjalanannya	dari	kanak-kanak	masa	1
berisi_reuni_untuk_mengenang_masa	berisi	reuni	untuk	mengenang	masa	1
berisi_segala_detil_dari_masa	berisi	segala	detil	dari	masa	1
berjalan_atau_masuk_masa_toddler	berjalan	atau	masuk	masa	toddler	1
berjalan_fair_demi_masa_depan	berjalan	fair	demi	masa	depan	1
berjalan_lancar_sampai_berakhirnya_masa	berjalan	lancar	sampai	berakhirnya	masa	1
berjalan_mulus_dengan_menyebut_masa	berjalan	mulus	dengan	menyebut	masa	1
berjalan_sejak_masa_silam_sekarang	berjalan	sejak	masa	silam	sekarang	1
berjanji_akan_mengembangkan_mobil_masa	berjanji	akan	mengembangkan	mobil	masa	1
berjanji_di_akhri_masa_jabatannya	berjanji	di	akhri	masa	jabatannya	1
berjanji_hadir_sebelum_masa_duka	berjanji	hadir	sebelum	masa	duka	1
berjanji_menutupnya_sebelum_masa_jabatannya	berjanji	menutupnya	sebelum	masa	jabatannya	1
berjanji_mundur_ketika_masa_jabatannya	berjanji	mundur	ketika	masa	jabatannya	1
berjanji_selama_masa_kampanye_akan	berjanji	selama	masa	kampanye	akan	1
berjanji_untuk_memberikan_masa_depan	berjanji	untuk	memberikan	masa	depan	1
berjanji_untuk_menyampaikan_aksi_masa	berjanji	untuk	menyampaikan	aksi	masa	1
berjaya_seperti_tahun_masa_kepemimpinannya	berjaya	seperti	tahun	masa	kepemimpinannya	1
berjiwa_kewirausahaan_daripada_di_masa	berjiwa	kewirausahaan	daripada	di	masa	1
berjuang_demi_ke-besaran_dan_masa	berjuang	demi	ke-besaran	dan	masa	1
berkaca_pada_masa_sulit_mendapatkan	berkaca	pada	masa	sulit	mendapatkan	1
berkaitan_dengan_masa_depan_manusia	berkaitan	dengan	masa	depan	manusia	1
berkaitan_dengan_masa_lalu_masa	berkaitan	dengan	masa	lalu	masa	1
berkali-kali_disebut-sebut_sebagai_presiden_masa	berkali-kali	disebut-sebut	sebagai	presiden	masa	1
berkali-kali_menyampaikan_masa_jabatannya_yang	berkali-kali	menyampaikan	masa	jabatannya	yang	1
berkas_setelah_masa_klarifikasi_ditutup	berkas	setelah	masa	klarifikasi	ditutup	1
berkas_yang_dimasukkan_masa_kerja	berkas	yang	dimasukkan	masa	kerja	1
berkat_dirinya_pada_suatu_masa	berkat	dirinya	pada	suatu	masa	1
berkembang_di_masa_mendatang_khususnya	berkembang	di	masa	mendatang	khususnya	1
berkembang_di_masa_yang_akan	berkembang	di	masa	yang	akan	1
berkembang_diharapkan_memiliki_masa_depan	berkembang	diharapkan	memiliki	masa	depan	1
berkembang_masa_kini_sebab_masa	berkembang	masa	kini	sebab	masa	1
berkembang_pada_masa_tiap-tiap_kerajaan	berkembang	pada	masa	tiap-tiap	kerajaan	1
berkembang_tergantung_permintaan_di_masa	berkembang	tergantung	permintaan	di	masa	1
berkesepahaman_menyongsong_masa_depan_yang	berkesepahaman	menyongsong	masa	depan	yang	1
berkesi-nambungan_di_masa_yang_akan	berkesi-nambungan	di	masa	yang	akan	1
berketahanan_secara_mandiri_di_masa	berketahanan	secara	mandiri	di	masa	1
berkewajiban_menjaga_keamanan_selama_masa	berkewajiban	menjaga	keamanan	selama	masa	1
berkeyakinan_bahwa_di_masa_pemerintahannya	berkeyakinan	bahwa	di	masa	pemerintahannya	1
berkilah_masa_transisi_berjalan_mulus	berkilah	masa	transisi	berjalan	mulus	1
berkisah_tentang_masa_lalu_masa	berkisah	tentang	masa	lalu	masa	1
berkolaborasi_untuk_energi_masa_depan	berkolaborasi	untuk	energi	masa	depan	1
berkomentar_masa_depan_kehidupan_pribadinya	berkomentar	masa	depan	kehidupan	pribadinya	1
berkomitmen_mengisi_kehidupan_masa_depan	berkomitmen	mengisi	kehidupan	masa	depan	1
berkompetisi_di_masa_depan_kata	berkompetisi	di	masa	depan	kata	1
berkompromi_demi_masa_depan_sang	berkompromi	demi	masa	depan	sang	1
berkontribusi_besar_atas_masa_tunggu	berkontribusi	besar	atas	masa	tunggu	1
berkontribusi_terhadap_masa_depan_bangsa	berkontribusi	terhadap	masa	depan	bangsa	1
berkualitas_akan_membawa_masa_depan	berkualitas	akan	membawa	masa	depan	1
berkualitas_dan_mengikuti_tren_masa	berkualitas	dan	mengikuti	tren	masa	1
berkualitas_di_masa_mendatang_ujarnya	berkualitas	di	masa	mendatang	ujarnya	1
berkualitas_sebagai_pemimpin_bangsa_masa	berkualitas	sebagai	pemimpin	bangsa	masa	1
berkumpul_di_rumah_masa_kecil	berkumpul	di	rumah	masa	kecil	1
berkurang_dan_masa_kematian_pun	berkurang	dan	masa	kematian	pun	1
berkutat_mencari-cari_kesalahan_di_masa	berkutat	mencari-cari	kesalahan	di	masa	1
berlaku_dua_tahun_setelah_masa	berlaku	dua	tahun	setelah	masa	1
berlaku_sebagai_undang-undang_pada_masa	berlaku	sebagai	undang-undang	pada	masa	1
berlaku_untuk_masa_hari_mulai	berlaku	untuk	masa	hari	mulai	1
berlalu_pengulangan_masa_lalu_dan	berlalu	pengulangan	masa	lalu	dan	1
berlangsung_cepat_khususnya_sejak_masa	berlangsung	cepat	khususnya	sejak	masa	1
berlangsung_hingga_masa_jabatan_anggota	berlangsung	hingga	masa	jabatan	anggota	1
berlangsung_hingga_masuknya_masa_bulan	berlangsung	hingga	masuknya	masa	bulan	1
berlangsung_sejak_pada_masa_pemerintahan	berlangsung	sejak	pada	masa	pemerintahan	1
berlangsung_sekali_saja_masa_anggaran	berlangsung	sekali	saja	masa	anggaran	1
berlanjut_di_masa_datang_rakyat	berlanjut	di	masa	datang	rakyat	1
berlanjut_hingga_masa_kampanye_berakhir	berlanjut	hingga	masa	kampanye	berakhir	1
berlebih_untuk_masa_yang_terlalu	berlebih	untuk	masa	yang	terlalu	1
bermada_doakan_agar_dalam_masa	bermada	doakan	agar	dalam	masa	1
bermain_karena_pada_masa_ini	bermain	karena	pada	masa	ini	1
bermain_pisau_di_masa_kanak-kanak	bermain	pisau	di	masa	kanak-kanak	1
bermain_selama_menja-lani_masa_pelatihan	bermain	selama	menja-lani	masa	pelatihan	1
bermain_selama_setahun_dengan_masa	bermain	selama	setahun	dengan	masa	1
bermula_saat_masa_rumah_kontrakan	bermula	saat	masa	rumah	kontrakan	1
bermunculan_spekulasi_tentang_masa_depan	bermunculan	spekulasi	tentang	masa	depan	1
bernegosiasi_mengenai_masa_depannya_bersama	bernegosiasi	mengenai	masa	depannya	bersama	1
berno-mor_itu_menghabiskan_masa_liburannya	berno-mor	itu	menghabiskan	masa	liburannya	1
bernyala-nyala_dalam_masa_pra-moderen_abad	bernyala-nyala	dalam	masa	pra-moderen	abad	1
beroperasi_pada_masa_pergantian_tahun	beroperasi	pada	masa	pergantian	tahun	1
beroperasi_selama_jam_selama_masa	beroperasi	selama	jam	selama	masa	1
berorientasi_pada_tantangan_di_masa	berorientasi	pada	tantangan	di	masa	1
berpadu_menampilkan_kekayaan_masa_lalu	berpadu	menampilkan	kekayaan	masa	lalu	1
berpangkat_baratu_masa_dinas_tahun	berpangkat	baratu	masa	dinas	tahun	1
berpatokan_pada_masa_tayang_sesuai	berpatokan	pada	masa	tayang	sesuai	1
berpeluang_di_masa_depan_katanya	berpeluang	di	masa	depan	katanya	1
berpendapat_kondisi_masa_depan_yang	berpendapat	kondisi	masa	depan	yang	1
berpendapat_sebelum_masa_pubertas_daya	berpendapat	sebelum	masa	pubertas	daya	1
berpengaruh_di_dunia_sepanjang_masa	berpengaruh	di	dunia	sepanjang	masa	1
berpengaruh_pada_pembatasan_masa_jabatan	berpengaruh	pada	pembatasan	masa	jabatan	1
berpengharapan_dalam_menatap_masa_depan	berpengharapan	dalam	menatap	masa	depan	1
berperan_penting_dalam_masa_persiapan	berperan	penting	dalam	masa	persiapan	1
berperan_sampai_batas_akhir_masa	berperan	sampai	batas	akhir	masa	1
berpesan_supaya_jalani-lah_masa_kampanye	berpesan	supaya	jalani-lah	masa	kampanye	1
berpihak_masa_tenang_pemilu_tidak	berpihak	masa	tenang	pemilu	tidak	1
berpihak_pada_masa_depan_dan	berpihak	pada	masa	depan	dan	1
berpikir_masa_pagi-pagi_ada_hantu	berpikir	masa	pagi-pagi	ada	hantu	1
berpikir_penonton_masa_kini_diajak	berpikir	penonton	masa	kini	diajak	1
berpikir_serius_dalam_me-rancang_masa	berpikir	serius	dalam	me-rancang	masa	1
berpikir_soal_masa_depan_sambungnya	berpikir	soal	masa	depan	sambungnya	1
berpikir_tak_ada_lagi_masa	berpikir	tak	ada	lagi	masa	1
berpikir_tentang_hal_itu_masa	berpikir	tentang	hal	itu	masa	1
berpikir_tentang_masa_depan_karena	berpikir	tentang	masa	depan	karena	1
berpikir_tentang_masa_depannya_sendiri	berpikir	tentang	masa	depannya	sendiri	1
berpolitik_kembali_seperti_di_masa	berpolitik	kembali	seperti	di	masa	1
berpotensi_melemahkan_pembangunan_di_masa	berpotensi	melemahkan	pembangunan	di	masa	1
berpotensi_mengancam_masa_depan_dan	berpotensi	mengancam	masa	depan	dan	1
berpotensi_menyusahkan_mereka_di_masa	berpotensi	menyusahkan	mereka	di	masa	1
berprestasi_sehingga_diperpan-jang_masa_jabatannya	berprestasi	sehingga	diperpan-jang	masa	jabatannya	1
berprinsip_masa_depan_anak-anak_di	berprinsip	masa	depan	anak-anak	di	1
bersaing_dan_fixed_selama_masa	bersaing	dan	fixed	selama	masa	1
bersalah_dengan_masa_hukuman_tiga	bersalah	dengan	masa	hukuman	tiga	1
bersalah_di_awal_masa_percobaannya	bersalah	di	awal	masa	percobaannya	1
bersama_demi_masa_depan_cerah	bersama	demi	masa	depan	cerah	1
bersama_demi_masa_depan_generasi	bersama	demi	masa	depan	generasi	1
bersama_di_masa_yang_akan	bersama	di	masa	yang	akan	1
bersama_ke_masa_depan_mene-lusuri	bersama	ke	masa	depan	mene-lusuri	1
bersama_membicarakan_masa_depan_bangsa	bersama	membicarakan	masa	depan	bangsa	1
bersama_menatap_masa_depan_budaya	bersama	menatap	masa	depan	budaya	1
bersama_menjaga_masa_tenang_jelang	bersama	menjaga	masa	tenang	jelang	1
bersama_musisi_muda_masa_kini	bersama	musisi	muda	masa	kini	1
bersama_pemerintah_sampai_berakhirnya_masa	bersama	pemerintah	sampai	berakhirnya	masa	1
bersama_perburuan_cita-cita_masa_depan	bersama	perburuan	cita-cita	masa	depan	1
bersama_pula_di_masa_depan	bersama	pula	di	masa	depan	1
bersama_ribuan_masa_aksi_lainnya	bersama	ribuan	masa	aksi	lainnya	1
bersama_wanita_dengan_masa_lalu	bersama	wanita	dengan	masa	lalu	1
bersama-masa_masa_tidak_bisa_lanjut	bersama-masa	masa	tidak	bisa	lanjut	1
bersama-sama_berbuat_sesuatu_demi_masa	bersama-sama	berbuat	sesuatu	demi	masa	1
bersama-sama_berkesepahaman_menyongsong_masa_depan	bersama-sama	berkesepahaman	menyongsong	masa	depan	1
