ngram	w1	w2	w3	w4	n
digunakan_sudah_dari_zaman	digunakan	sudah	dari	zaman	1
dikeluarkan_sejak_zaman_pemerintahan	dikeluarkan	sejak	zaman	pemerintahan	1
dikemas_sesuai_perkembangan_zaman	dikemas	sesuai	perkembangan	zaman	1
dikenal_dari_zaman_tersebut	dikenal	dari	zaman	tersebut	1
dilaksanakan_sejak_zaman_kepemimpinan	dilaksanakan	sejak	zaman	kepemimpinan	1
dilakuakn_mengingat_zaman_sekarang	dilakuakn	mengingat	zaman	sekarang	1
dilakukan_anak-anak_zaman_sekarang	dilakukan	anak-anak	zaman	sekarang	1
dilakukan_orang_zaman_dulu	dilakukan	orang	zaman	dulu	1
dilakukan_zaman_sekarang_tidak	dilakukan	zaman	sekarang	tidak	1
dilanjutkan_oleh_zaman_kepemimpinan	dilanjutkan	oleh	zaman	kepemimpinan	1
diluncurkan_setelah_zaman_pasca-Orba	diluncurkan	setelah	zaman	pasca-Orba	1
dilupakan_di_zaman_yang	dilupakan	di	zaman	yang	1
dilupakan_seiring_perkembangan_zaman	dilupakan	seiring	perkembangan	zaman	1
dimaksud_adalah_pada_zaman	dimaksud	adalah	pada	zaman	1
dimana_kemajuan_zaman_terus	dimana	kemajuan	zaman	terus	1
dimulai_sejak_zaman_bandar	dimulai	sejak	zaman	bandar	1
dimulai_sejak_zaman_kolonial	dimulai	sejak	zaman	kolonial	1
dinamika_dan_perkembangan_zaman	dinamika	dan	perkembangan	zaman	1
dinamika_perkembangan_zaman_dan	dinamika	perkembangan	zaman	dan	1
dinamika_zaman_saat_ini	dinamika	zaman	saat	ini	1
dinamika_zaman_yang_terus	dinamika	zaman	yang	terus	1
dinamis_sesuai_tema_zaman	dinamis	sesuai	tema	zaman	1
dipakai_manusia_sejak_zaman	dipakai	manusia	sejak	zaman	1
diperkirakan_muncul_sejak_zaman	diperkirakan	muncul	sejak	zaman	1
diperlukan_nabi-nabi_zaman_sekarang	diperlukan	nabi-nabi	zaman	sekarang	1
dipungkiri_di_zaman_yang	dipungkiri	di	zaman	yang	1
diri_anak_sekolah_zaman	diri	anak	sekolah	zaman	1
diri_sesuai_perkembangan_zaman	diri	sesuai	perkembangan	zaman	1
dirumuskan_pada_zaman_pemerintahannya	dirumuskan	pada	zaman	pemerintahannya	1
disebut-sebut_se-bagai_hewan_zaman	disebut-sebut	se-bagai	hewan	zaman	1
disembah_orang-orang_dari_zaman	disembah	orang-orang	dari	zaman	1
disentuh_pria_pada_zaman	disentuh	pria	pada	zaman	1
disesuaikan_dengan_kondisi_zaman	disesuaikan	dengan	kondisi	zaman	1
disesuaikan_dengan_perkembangan_zaman	disesuaikan	dengan	perkembangan	zaman	1
disusun_mengikuti_perkembangan_zaman	disusun	mengikuti	perkembangan	zaman	1
ditenggelamkan_zaman_sebagai_akibat	ditenggelamkan	zaman	sebagai	akibat	1
diterima_di_zaman_modern	diterima	di	zaman	modern	1
diterjemahkan_sesuai_zaman_dan	diterjemahkan	sesuai	zaman	dan	1
ditinggalkan_zaman_yang_melesat	ditinggalkan	zaman	yang	melesat	1
ditun-tun_kembali_ke_zaman	ditun-tun	kembali	ke	zaman	1
ditunjukkan_para_pejuang_zaman	ditunjukkan	para	pejuang	zaman	1
diubah_sesuai_dinamika_zaman	diubah	sesuai	dinamika	zaman	1
diubah_untuk_mengikuti_zaman	diubah	untuk	mengikuti	zaman	1
dll_karena_di_zaman	dll	karena	di	zaman	1
dugem_meminjam_istilah_zaman	dugem	meminjam	istilah	zaman	1
dugem_zaman_doeloe_sama	dugem	zaman	doeloe	sama	1
dulu_dari_zaman_pemerintahan	dulu	dari	zaman	pemerintahan	1
dulu_kan_zaman_guru	dulu	kan	zaman	guru	1
dulu_karena_zaman_dulu	dulu	karena	zaman	dulu	1
dulu_mungkin_zaman_sekarang	dulu	mungkin	zaman	sekarang	1
dulu_waktu_zaman_orde	dulu	waktu	zaman	orde	1
dunia_politik_maupun_zaman	dunia	politik	maupun	zaman	1
durhaka_terhadap_zaman_yang	durhaka	terhadap	zaman	yang	1
efektif_terlama_di_zaman	efektif	terlama	di	zaman	1
eksis_semenjak_datangnya_zaman	eksis	semenjak	datangnya	zaman	1
enak_zaman_saya_telah	enak	zaman	saya	telah	1
engan_pelelangan_benda-benda_zaman	engan	pelelangan	benda-benda	zaman	1
entah_bagaimana_di_zaman	entah	bagaimana	di	zaman	1
entah_zaman_apa_lokasi	entah	zaman	apa	lokasi	1
etnik_mulai_zaman_kerajaan	etnik	mulai	zaman	kerajaan	1
fantasi_zaman_perjuangan_yang	fantasi	zaman	perjuangan	yang	1
fase_zaman_ini_barangkali	fase	zaman	ini	barangkali	1
fase_zaman_yang_ia	fase	zaman	yang	ia	1
fenomena_zaman_batu_ini	fenomena	zaman	batu	ini	1
festival-festival_orang_pada_zaman	festival-festival	orang	pada	zaman	1
foto_uang_zaman_dulu	foto	uang	zaman	dulu	1
foto-foto_zaman_dahulu_yang	foto-foto	zaman	dahulu	yang	1
gagal_membaca_perubahan_zaman	gagal	membaca	perubahan	zaman	1
gagal_mengikuti_perkembangan_zaman	gagal	mengikuti	perkembangan	zaman	1
galau_cinta_zaman_dulu	galau	cinta	zaman	dulu	1
galau_pada_zaman_dulu	galau	pada	zaman	dulu	1
gaul_dan_ketinggalan_zaman	gaul	dan	ketinggalan	zaman	1
gedung_ini_dari_zaman	gedung	ini	dari	zaman	1
gedung-gedung_tua_peninggalan_zaman	gedung-gedung	tua	peninggalan	zaman	1
gejala_baru_pada_zaman	gejala	baru	pada	zaman	1
geliat_zaman_begitu_menurut	geliat	zaman	begitu	menurut	1
gempuran_zaman_dengan_ribuan	gempuran	zaman	dengan	ribuan	1
gempuran_zaman_yang_semakin	gempuran	zaman	yang	semakin	1
gempuran_zaman_yang_sudah	gempuran	zaman	yang	sudah	1
generasi_pertama_komikus_zaman	generasi	pertama	komikus	zaman	1
generasi_pertama_pada_zaman	generasi	pertama	pada	zaman	1
generasi_yang_dalam_zaman	generasi	yang	dalam	zaman	1
geregetan_karena_dibanding_zaman	geregetan	karena	dibanding	zaman	1
gereja_di_zaman_tersebut	gereja	di	zaman	tersebut	1
global_modern_zaman_sekarang	global	modern	zaman	sekarang	1
goro-goro_adalah_awal_zaman	goro-goro	adalah	awal	zaman	1
gua_alam_peninggalan_zaman	gua	alam	peninggalan	zaman	1
guru_di_zaman_se-karang	guru	di	zaman	se-karang	1
haji_pada_zaman_itu	haji	pada	zaman	itu	1
hanya_berlaku_di_zaman	hanya	berlaku	di	zaman	1
hanya_terjadi_di_zaman	hanya	terjadi	di	zaman	1
harganya_apalagi_zaman_sekarang	harganya	apalagi	zaman	sekarang	1
hari_akhir_zaman_sehingga	hari	akhir	zaman	sehingga	1
hari_dengan_tantangan_zaman	hari	dengan	tantangan	zaman	1
harus_diterima_di_zaman	harus	diterima	di	zaman	1
harus_melawan_perubahan_zaman	harus	melawan	perubahan	zaman	1
harus_mengikuti_perkembangan_zaman	harus	mengikuti	perkembangan	zaman	1
hebat_di_zaman_modern	hebat	di	zaman	modern	1
helikopter_yang_mengingatkan_zaman	helikopter	yang	mengingatkan	zaman	1
hewan_zaman_purba_ini	hewan	zaman	purba	ini	1
hidup_di_segala_zaman	hidup	di	segala	zaman	1
hidup_di_zaman_keemasan	hidup	di	zaman	keemasan	1
hidup_di_zaman_ketika	hidup	di	zaman	ketika	1
hidup_di_zaman_normal	hidup	di	zaman	normal	1
hidup_di_zaman_progresif	hidup	di	zaman	progresif	1
hidup_di_zaman_sekarang	hidup	di	zaman	sekarang	1
hidup_di_zaman_seperti	hidup	di	zaman	seperti	1
hidup_di_zaman_yang	hidup	di	zaman	yang	1
hidup_pada_zaman_jahiliyah	hidup	pada	zaman	jahiliyah	1
hidup_pada_zaman_modern	hidup	pada	zaman	modern	1
hidup_pada_zaman_tersebut	hidup	pada	zaman	tersebut	1
hilang_tergerus_zaman_kini	hilang	tergerus	zaman	kini	1
hingga_abad_pada_zaman	hingga	abad	pada	zaman	1
hingga_akhir_zaman_karena	hingga	akhir	zaman	karena	1
hit_dari_zaman_ke	hit	dari	zaman	ke	1
hukum_di_zaman_itu	hukum	di	zaman	itu	1
ia_mengingatkan_di_zaman	ia	mengingatkan	di	zaman	1
ibadah_dibangun_sebelum_zaman	ibadah	dibangun	sebelum	zaman	1
iblis_sampai_akhir_zaman	iblis	sampai	akhir	zaman	1
identik_dengan_kemajuan_zaman	identik	dengan	kemajuan	zaman	1
ikon_dari_zaman_maju	ikon	dari	zaman	maju	1
ingat_di_zaman_pemerintahan	ingat	di	zaman	pemerintahan	1
ini_adalah_semangat_zaman	ini	adalah	semangat	zaman	1
ini_berlanjut_sampai_zaman	ini	berlanjut	sampai	zaman	1
ini_berlatar_belakang_zaman	ini	berlatar	belakang	zaman	1
ini_dari_zaman_kolonial	ini	dari	zaman	kolonial	1
ini_di_zaman_kekuasaan	ini	di	zaman	kekuasaan	1
ini_dikeluarkan_sejak_zaman	ini	dikeluarkan	sejak	zaman	1
ini_hilang_ditelan_zaman	ini	hilang	ditelan	zaman	1
ini_karena_mengikuti_zaman	ini	karena	mengikuti	zaman	1
ini_merupakan_permulaan_zaman	ini	merupakan	permulaan	zaman	1
ini_pada_zaman_dahulu	ini	pada	zaman	dahulu	1
ini_pada_zaman_dulu	ini	pada	zaman	dulu	1
ini_semua_zaman_kapolda	ini	semua	zaman	kapolda	1
ini_zaman_virtual_kian	ini	zaman	virtual	kian	1
inovasi-inovasi_yang_mengikuti_zaman	inovasi-inovasi	yang	mengikuti	zaman	1
intensitas_masyarakat_zaman_sekarang	intensitas	masyarakat	zaman	sekarang	1
istilah_anak_muda_zaman	istilah	anak	muda	zaman	1
istilah_plesetan_pada_zaman	istilah	plesetan	pada	zaman	1
istilah_zaman_sekarang_aku	istilah	zaman	sekarang	aku	1
itu_adalah_teknologi_zaman	itu	adalah	teknologi	zaman	1
itu_bisa_berkurang_zaman	itu	bisa	berkurang	zaman	1
itu_di_zaman_saya	itu	di	zaman	saya	1
itu_dikenal_sejak_zaman	itu	dikenal	sejak	zaman	1
itu_diperlukan_nabi-nabi_zaman	itu	diperlukan	nabi-nabi	zaman	1
itu_ini_semua_zaman	itu	ini	semua	zaman	1
itu_jauh_sejak_zaman	itu	jauh	sejak	zaman	1
itu_jelas_di_zaman	itu	jelas	di	zaman	1
itu_karena_zaman_dahulu	itu	karena	zaman	dahulu	1
itu_merupa-kan_peninggalan_zaman	itu	merupa-kan	peninggalan	zaman	1
itu_pada_zaman_tersebut	itu	pada	zaman	tersebut	1
itu_sudah_zaman_dahulu	itu	sudah	zaman	dahulu	1
itu_sulit_zaman_saya	itu	sulit	zaman	saya	1
itu_teman_dari_zaman	itu	teman	dari	zaman	1
itu_zaman_dulu_karena	itu	zaman	dulu	karena	1
izin_perusahaan_dari_zaman	izin	perusahaan	dari	zaman	1
izinnya_su-dah_sejak_zaman	izinnya	su-dah	sejak	zaman	1
jadi_serambi_rumah_zaman	jadi	serambi	rumah	zaman	1
jadul_zaman_dulu_dan	jadul	zaman	dulu	dan	1
jauh_sejak_zaman_kolonial	jauh	sejak	zaman	kolonial	1
jelas_di_zaman_tersebut	jelas	di	zaman	tersebut	1
jika_dibandingkan_saat_zaman	jika	dibandingkan	saat	zaman	1
jual_beli_dari_zaman	jual	beli	dari	zaman	1
juga_mencatat_sejak_zaman	juga	mencatat	sejak	zaman	1
kadal_raksasa_warisan_zaman	kadal	raksasa	warisan	zaman	1
kain_batik_zaman_dulu	kain	batik	zaman	dulu	1
kalah_dari_pemuda_zaman	kalah	dari	pemuda	zaman	1
kalau_zaman_sekarang_kata	kalau	zaman	sekarang	kata	1
kali_pemugaran_dari_zaman	kali	pemugaran	dari	zaman	1
kami_ke_zaman_pencerahan	kami	ke	zaman	pencerahan	1
kami_mengikuti_perkembangan_zaman	kami	mengikuti	perkembangan	zaman	1
kampanye_zaman_batu_tersebut	kampanye	zaman	batu	tersebut	1
kan_su-dah_melewati_zaman	kan	su-dah	melewati	zaman	1
kan_sudah_dari_zaman	kan	sudah	dari	zaman	1
karena_di_zaman_otonomisasi	karena	di	zaman	otonomisasi	1
karena_hidup_pada_zaman	karena	hidup	pada	zaman	1
karena_kemajuan_zaman_tak	karena	kemajuan	zaman	tak	1
karena_ketika_zaman_dahulu	karena	ketika	zaman	dahulu	1
karena_perkembangan_zaman_mulai	karena	perkembangan	zaman	mulai	1
karena_perkembangan_zaman_tetapi	karena	perkembangan	zaman	tetapi	1
karena_sudah_tertinggal_zaman	karena	sudah	tertinggal	zaman	1
karena_tantangan_zaman_semakin	karena	tantangan	zaman	semakin	1
karena_zaman_dahulu_tidak	karena	zaman	dahulu	tidak	1
karena_zaman_dulu_hukum	karena	zaman	dulu	hukum	1
karya-karya-Nya_sampai_akhir_zaman	karya-karya-Nya	sampai	akhir	zaman	1
katanya_me-nyikapi_perkembangan_zaman	katanya	me-nyikapi	perkembangan	zaman	1
kayak_di_zaman_itu	kayak	di	zaman	itu	1
ke_lain_zaman_turun-temurun	ke	lain	zaman	turun-temurun	1
ke_zaman_batu_untuk	ke	zaman	batu	untuk	1
ke_zaman_belum_mengenal	ke	zaman	belum	mengenal	1
ke_zaman_jahiliyah_harapnya	ke	zaman	jahiliyah	harapnya	1
ke_zaman_modern_karena	ke	zaman	modern	karena	1
ke_zaman_modern_meskipun	ke	zaman	modern	meskipun	1
ke_zaman_pencerahan_dan	ke	zaman	pencerahan	dan	1
ke_zaman_saya_dulu	ke	zaman	saya	dulu	1
ke_zaman_yang_modern	ke	zaman	yang	modern	1
kebiasaan_dari_zaman_orang	kebiasaan	dari	zaman	orang	1
kebutuhan_zaman_khususnya_menyiapkan	kebutuhan	zaman	khususnya	menyiapkan	1
kebutuhan_zaman_produk-produk_hukum	kebutuhan	zaman	produk-produk	hukum	1
kecil_zaman_sekarang_dibuat	kecil	zaman	sekarang	dibuat	1
keduanya_melihat_perkembangan_zaman	keduanya	melihat	perkembangan	zaman	1
kegiatan_sejak_zaman_dahulu	kegiatan	sejak	zaman	dahulu	1
kehidupan_di_zaman_normal	kehidupan	di	zaman	normal	1
kehidupan_manusia_di_zaman	kehidupan	manusia	di	zaman	1
kehidupan_mereka_sejak_zaman	kehidupan	mereka	sejak	zaman	1
kehidupan_zaman_ini_akan	kehidupan	zaman	ini	akan	1
kejahatan_terbesar_di_zaman	kejahatan	terbesar	di	zaman	1
kekayaan_sejak_zaman_nenek	kekayaan	sejak	zaman	nenek	1
kekuasaan_itu_di_zaman	kekuasaan	itu	di	zaman	1
kelanjutan_dari_zaman_ke	kelanjutan	dari	zaman	ke	1
kemajuan_zaman_dan_arus	kemajuan	zaman	dan	arus	1
kemajuan_zaman_dan_juga	kemajuan	zaman	dan	juga	1
kemajuan_zaman_dan_modernisasi	kemajuan	zaman	dan	modernisasi	1
kemajuan_zaman_ma-ka_langkah	kemajuan	zaman	ma-ka	langkah	1
kemajuan_zaman_tak_bisa	kemajuan	zaman	tak	bisa	1
kemajuan_zaman_terbiasa_minim	kemajuan	zaman	terbiasa	minim	1
kemajuan_zaman_terus_terjadi	kemajuan	zaman	terus	terjadi	1
kemanjuan_zaman_dan_tingginya	kemanjuan	zaman	dan	tingginya	1
kembali_ke_zaman_barbar	kembali	ke	zaman	barbar	1
kembali_ke_zaman_belum	kembali	ke	zaman	belum	1
kembali_ke_zaman_jahiliyah	kembali	ke	zaman	jahiliyah	1
kembali_ke_zaman_kege-lapan	kembali	ke	zaman	kege-lapan	1
kembali_ke_zaman_saya	kembali	ke	zaman	saya	1
kemerdekaan_zaman_perjuangan_kemerdekaan	kemerdekaan	zaman	perjuangan	kemerdekaan	1
kemudian_lompat_ke_zaman	kemudian	lompat	ke	zaman	1
kenakalan_anak_zaman_sekarang	kenakalan	anak	zaman	sekarang	1
kepada_zaman_kita_telah	kepada	zaman	kita	telah	1
ker-tas_zaman_dulu_atau	ker-tas	zaman	dulu	atau	1
kerajaan_hingga_zaman_kolonial	kerajaan	hingga	zaman	kolonial	1
kerajaan_ini_pada_zaman	kerajaan	ini	pada	zaman	1
kerajinan_kuningan_sejak_zaman	kerajinan	kuningan	sejak	zaman	1
keramik_zaman_kertas_dan	keramik	zaman	kertas	dan	1
keren_jadul_zaman_dulu	keren	jadul	zaman	dulu	1
kertas_dan_zaman_kaligrafi	kertas	dan	zaman	kaligrafi	1
ketika_zaman_dahulu_tidak	ketika	zaman	dahulu	tidak	1
ketika_zaman_sekolah_jika	ketika	zaman	sekolah	jika	1
ketimbang_pemberitaan_di_zaman	ketimbang	pemberitaan	di	zaman	1
ketinggalan_zaman_disulap_menjadi	ketinggalan	zaman	disulap	menjadi	1
kewanitaan_sejak_saya_zaman	kewanitaan	sejak	saya	zaman	1
khawatir_di_zaman_yang	khawatir	di	zaman	yang	1
khawatir_seiring_perkembangan_zaman	khawatir	seiring	perkembangan	zaman	1
kini_di_zaman_postmodern	kini	di	zaman	postmodern	1
kini_zaman_semakin_modern	kini	zaman	semakin	modern	1
kisah_pelacuran_di_zaman	kisah	pelacuran	di	zaman	1
kisah_terdahulu_di_zaman	kisah	terdahulu	di	zaman	1
kisah_zaman_perang_kemerdekaan	kisah	zaman	perang	kemerdekaan	1
kiswah_pada_zaman_dahulu	kiswah	pada	zaman	dahulu	1
kita_alami_di_zaman	kita	alami	di	zaman	1
kita_ber-ada_di_zaman	kita	ber-ada	di	zaman	1
kita_contohkan_ponsel_zaman	kita	contohkan	ponsel	zaman	1
kita_di_zaman_ini	kita	di	zaman	ini	1
kita_hidup_di_zaman	kita	hidup	di	zaman	1
kita_ingat_di_zaman	kita	ingat	di	zaman	1
kita_masuk_ke_zaman	kita	masuk	ke	zaman	1
klasik_sejak_zaman_dulu	klasik	sejak	zaman	dulu	1
komik_menyebutnya_zaman_generasi	komik	menyebutnya	zaman	generasi	1
komikus_zaman_keemasan_komik	komikus	zaman	keemasan	komik	1
kompetensi_karena_tantangan_zaman	kompetensi	karena	tantangan	zaman	1
kondisi_dan_perkembangan_zaman	kondisi	dan	perkembangan	zaman	1
konglomerat_berpengaruh_di_zaman	konglomerat	berpengaruh	di	zaman	1
konsekuensi_dari_perkemba-ngan_zaman	konsekuensi	dari	perkemba-ngan	zaman	1
konsep_tradisional_atau_zaman	konsep	tradisional	atau	zaman	1
konteksnya_berbeda_dengan_zaman	konteksnya	berbeda	dengan	zaman	1
koran-koran_di_zaman_kolonial	koran-koran	di	zaman	kolonial	1
kritis_pada_zaman_itu	kritis	pada	zaman	itu	1
kulitku_tidak_sebagus_zaman	kulitku	tidak	sebagus	zaman	1
kuningan_sejak_zaman_penjajahan	kuningan	sejak	zaman	penjajahan	1
kuno_hingga_keramik_zaman	kuno	hingga	keramik	zaman	1
kurikulum_sesuai_tuntutan_zaman	kurikulum	sesuai	tuntutan	zaman	1
lagi_di_zaman_canggih	lagi	di	zaman	canggih	1
lagi_selain_pada_zaman	lagi	selain	pada	zaman	1
lagi_seperti_zaman_sekolah	lagi	seperti	zaman	sekolah	1
lagu_dangdut_zaman_sekarang	lagu	dangdut	zaman	sekarang	1
lagu_galau_cinta_zaman	lagu	galau	cinta	zaman	1
lagu-lagu_pameran_benda-benda_zaman	lagu-lagu	pameran	benda-benda	zaman	1
lain_melakukan_kampanye_zaman	lain	melakukan	kampanye	zaman	1
lain_seiring_perkembangan_zaman	lain	seiring	perkembangan	zaman	1
lain_zaman_turun-temurun_dari	lain	zaman	turun-temurun	dari	1
lainnya_pada_zaman_itu	lainnya	pada	zaman	itu	1
laju_peradaban_zaman_yang	laju	peradaban	zaman	yang	1
lakon_panjang_sejak_zaman	lakon	panjang	sejak	zaman	1
lalu_hilang_ditelan_zaman	lalu	hilang	ditelan	zaman	1
lalu_nusantara_sebagai_zaman	lalu	nusantara	sebagai	zaman	1
lama_dan_riwayat_zaman	lama	dan	riwayat	zaman	1
lambat_kemajuan_zaman_terbiasa	lambat	kemajuan	zaman	terbiasa	1
lantas_dilanjutkan_oleh_zaman	lantas	dilanjutkan	oleh	zaman	1
layaknya_muda-mudi_zaman_sekarang	layaknya	muda-mudi	zaman	sekarang	1
layar_tancap_film_zaman	layar	tancap	film	zaman	1
lebih_baik_daripada_zaman	lebih	baik	daripada	zaman	1
lebih_besar_daripada_zaman	lebih	besar	daripada	zaman	1
legislatif_di_zaman_reformasi	legislatif	di	zaman	reformasi	1
lekang_oleh_zaman_adalah	lekang	oleh	zaman	adalah	1
lekang_termakan_zaman_dan	lekang	termakan	zaman	dan	1
lima_tahun_di_zaman	lima	tahun	di	zaman	1
limau_karena_ketika_zaman	limau	karena	ketika	zaman	1
lingkungan_dan_zaman_tertentu	lingkungan	dan	zaman	tertentu	1
lokalisasi_sejak_zaman_kolonial	lokalisasi	sejak	zaman	kolonial	1
lompat_ke_zaman_modern	lompat	ke	zaman	modern	1
luntur_oleh_perubahan_zaman	luntur	oleh	perubahan	zaman	1
luntur_termakan_perubahan_zaman	luntur	termakan	perubahan	zaman	1
madrasah-madrasah_lainnya_pada_zaman	madrasah-madrasah	lainnya	pada	zaman	1
mah_dari_zaman_dulu	mah	dari	zaman	dulu	1
mahal_harganya_apalagi_zaman	mahal	harganya	apalagi	zaman	1
mahasiswa_di_zaman_tersebut	mahasiswa	di	zaman	tersebut	1
maju_terkait_perkembangan_zaman	maju	terkait	perkembangan	zaman	1
makna_seiring_perubahan_zaman	makna	seiring	perubahan	zaman	1
maksimal_di_zaman_yang	maksimal	di	zaman	yang	1
mampu_memahami_zaman_baru	mampu	memahami	zaman	baru	1
mampu_memunculkan_fantasi_zaman	mampu	memunculkan	fantasi	zaman	1
mampu_menguasai_tuntutan_zaman	mampu	menguasai	tuntutan	zaman	1
mampu_menjawab_tantangan_zaman	mampu	menjawab	tantangan	zaman	1
manusia_di_akhir_zaman	manusia	di	akhir	zaman	1
manusia_di_zaman_modern	manusia	di	zaman	modern	1
manusia_hidup_di_zaman	manusia	hidup	di	zaman	1
manusia_raksasa_zaman_da-hulu	manusia	raksasa	zaman	da-hulu	1
manusia_zaman_kini_adalah	manusia	zaman	kini	adalah	1
masalah_seperti_zaman_orde	masalah	seperti	zaman	orde	1
masalah-masalah_dan_tuntutan-tuntutan_zaman	masalah-masalah	dan	tuntutan-tuntutan	zaman	1
masehi_zaman_perunggu_zaman	masehi	zaman	perunggu	zaman	1
masih_ada_ya_zaman	masih	ada	ya	zaman	1
masih_pada_zaman_pe-merintahan	masih	pada	zaman	pe-merintahan	1
masuk_ke_zaman_modern	masuk	ke	zaman	modern	1
masuk_ke_zaman_yang	masuk	ke	zaman	yang	1
masyarakat_di_zaman_dulu	masyarakat	di	zaman	dulu	1
masyarakat_pada_zaman_dulu	masyarakat	pada	zaman	dulu	1
masyarakat_zaman_dahulu_mengonsumsi	masyarakat	zaman	dahulu	mengonsumsi	1
masyarakat_zaman_sekarang_lebih	masyarakat	zaman	sekarang	lebih	1
maupun_zaman_yang_semakin	maupun	zaman	yang	semakin	1
me-ningkat_sebelum_akhir_zaman	me-ningkat	sebelum	akhir	zaman	1
me-nyikapi_perkembangan_zaman_yang	me-nyikapi	perkembangan	zaman	yang	1
me-rebak_di_zaman_orde	me-rebak	di	zaman	orde	1
medali_zaman_dulu_tak	medali	zaman	dulu	tak	1
melakukan_kampanye_zaman_batu	melakukan	kampanye	zaman	batu	1
melanjutkan_seiring_berkembangnya_zaman	melanjutkan	seiring	berkembangnya	zaman	1
melawan_perubahan_zaman_ini	melawan	perubahan	zaman	ini	1
melegenda_sejak_zaman_kerajaan	melegenda	sejak	zaman	kerajaan	1
melihat_foto-foto_zaman_dahulu	melihat	foto-foto	zaman	dahulu	1
melihat_perkembangan_zaman_yang	melihat	perkembangan	zaman	yang	1
melihat_tanda-tanda_perubahan_zaman	melihat	tanda-tanda	perubahan	zaman	1
memahami_di_zaman_modern	memahami	di	zaman	modern	1
memahami_zaman_baru_itu	memahami	zaman	baru	itu	1
memancing_sejak_zaman_dahulu	memancing	sejak	zaman	dahulu	1
memang_pernah_mengalami_zaman	memang	pernah	mengalami	zaman	1
memastikan_bahwa_persenjataan_zaman	memastikan	bahwa	persenjataan	zaman	1
membaca_laju_peradaban_zaman	membaca	laju	peradaban	zaman	1
membaca_perubahan_zaman_kariernya	membaca	perubahan	zaman	kariernya	1
membangkitkan_budaya_zaman_pra-Islam	membangkitkan	budaya	zaman	pra-Islam	1
membayangkan_dugem_zaman_doeloe	membayangkan	dugem	zaman	doeloe	1
memberi_contoh_masyarakat_zaman	memberi	contoh	masyarakat	zaman	1
membinasakan_di_zaman_ini	membinasakan	di	zaman	ini	1
membuat_masalah_seperti_zaman	membuat	masalah	seperti	zaman	1
membuk-tikan_bahwa_manusia_zaman	membuk-tikan	bahwa	manusia	zaman	1
memerangi_semua_penyakit_zaman	memerangi	semua	penyakit	zaman	1
meminjam_istilah_zaman_sekarang	meminjam	istilah	zaman	sekarang	1
memudar_seiring_berkembangnya_zaman	memudar	seiring	berkembangnya	zaman	1
memunculkan_fantasi_zaman_perjuangan	memunculkan	fantasi	zaman	perjuangan	1
menampilkan_kisah_pada_zaman	menampilkan	kisah	pada	zaman	1
menandai_perubahan_zaman_di	menandai	perubahan	zaman	di	1
mencari_siasat_tetapi_zaman	mencari	siasat	tetapi	zaman	1
mencatat_pada_zaman_penjajahan	mencatat	pada	zaman	penjajahan	1
mencatat_se-jak_zaman_pergerakan	mencatat	se-jak	zaman	pergerakan	1
mendengarkan_cerita_sejarah_zaman	mendengarkan	cerita	sejarah	zaman	1
mendengar­kan_lagu_dangdut_zaman	mendengar­kan	lagu	dangdut	zaman	1
menduga_pada_zaman_dulu	menduga	pada	zaman	dulu	1
mengabadikan_fenomena_zaman_batu	mengabadikan	fenomena	zaman	batu	1
mengajak_pemuda_zaman_sekarang	mengajak	pemuda	zaman	sekarang	1
mengalami_pemugaran_dari_zaman	mengalami	pemugaran	dari	zaman	1
mengalami_zaman_keemasan_sastra	mengalami	zaman	keemasan	sastra	1
mengarahkan_kami_ke_zaman	mengarahkan	kami	ke	zaman	1
mengatakan_di_zaman_globalisasi	mengatakan	di	zaman	globalisasi	1
mengatakan_di_zaman_modern	mengatakan	di	zaman	modern	1
mengatakan_meski_zaman_terus	mengatakan	meski	zaman	terus	1
mengatakan_pada_zaman_dia	mengatakan	pada	zaman	dia	1
mengatakan_perkembangan_zaman_menuntut	mengatakan	perkembangan	zaman	menuntut	1
mengatasnamakan_tuntutan_ziarah_zaman	mengatasnamakan	tuntutan	ziarah	zaman	1
mengenai_peninggalan_zaman_prasejarah	mengenai	peninggalan	zaman	prasejarah	1
mengenai_sejarah_perkembangan_zaman	mengenai	sejarah	perkembangan	zaman	1
menggebu-gebu_pada_zaman_di	menggebu-gebu	pada	zaman	di	1
menghadapi_tantangan_zaman_kata	menghadapi	tantangan	zaman	kata	1
mengikuti_alur_perkembangan_zaman	mengikuti	alur	perkembangan	zaman	1
mengikuti_arah_aliran_zaman	mengikuti	arah	aliran	zaman	1
mengikuti_geliat_zaman_begitu	mengikuti	geliat	zaman	begitu	1
mengikuti_perkembangan_zaman_dalam	mengikuti	perkembangan	zaman	dalam	1
mengikuti_perkembangan_zaman_dan	mengikuti	perkembangan	zaman	dan	1
mengikuti_perkembangan_zaman_dari	mengikuti	perkembangan	zaman	dari	1
mengikuti_perkembangan_zaman_dengan	mengikuti	perkembangan	zaman	dengan	1
mengikuti_perkembangan_zaman_kami	mengikuti	perkembangan	zaman	kami	1
mengikuti_perkembangan_zaman_merupakan	mengikuti	perkembangan	zaman	merupakan	1
mengikuti_perkembangan_zaman_ujarnya	mengikuti	perkembangan	zaman	ujarnya	1
mengikuti_perubahan_zaman_apalagi	mengikuti	perubahan	zaman	apalagi	1
