ngram	w1	w2	w3	n
dan_pendidikan_masa	dan	pendidikan	masa	1
dan_perempuan_masa	dan	perempuan	masa	1
dan_perencanaan_masa	dan	perencanaan	masa	1
dan_periode_masa	dan	periode	masa	1
dan_pernikahan_masa	dan	pernikahan	masa	1
dan_persiapan_masa	dan	persiapan	masa	1
dan_politisi_masa	dan	politisi	masa	1
dan_produksi_masa	dan	produksi	masa	1
dan_puluhan_masa	dan	puluhan	masa	1
dan_punya_masa	dan	punya	masa	1
dan_saksi_masa-masa	dan	saksi	masa-masa	1
dan_sebagian_masa	dan	sebagian	masa	1
dan_serahkan_masa-lah	dan	serahkan	masa-lah	1
dan_sesudah_masa	dan	sesudah	masa	1
dan_songsong_masa	dan	songsong	masa	1
dan_spirit_masa	dan	spirit	masa	1
dan_striker_masa	dan	striker	masa	1
dan_suatu_masa	dan	suatu	masa	1
dan_tanpa_masa	dan	tanpa	masa	1
dan_taruhan_masa	dan	taruhan	masa	1
dan_teknologi_masa	dan	teknologi	masa	1
dan_teman_masa	dan	teman	masa	1
dan_tuntutan_masa	dan	tuntutan	masa	1
dan_wabup_masa	dan	wabup	masa	1
dan_warisan_masa	dan	warisan	masa	1
dan_wujudkanlah_masa	dan	wujudkanlah	masa	1
dana_masa_depan	dana	masa	depan	1
dana_untuk_masa	dana	untuk	masa	1
dapat_me-lewati_masa-masa	dapat	me-lewati	masa-masa	1
dapat_membahayakan_masa	dapat	membahayakan	masa	1
dapat_membangun_masa	dapat	membangun	masa	1
dapat_membantu_masa	dapat	membantu	masa	1
dapat_memberikan_masa	dapat	memberikan	masa	1
dapat_memikirkan_masa	dapat	memikirkan	masa	1
dapat_memperkirakan_masa	dapat	memperkirakan	masa	1
dapat_memprotek_masa	dapat	memprotek	masa	1
dapat_menciptakan_masa	dapat	menciptakan	masa	1
dapat_mengakomodasi_masa-lah	dapat	mengakomodasi	masa-lah	1
dapat_mengikuti_masa	dapat	mengikuti	masa	1
dapat_menik-mati_masa	dapat	menik-mati	masa	1
dapat_menyongsong_masa	dapat	menyongsong	masa	1
dapat_merusak_masa	dapat	merusak	masa	1
dapat_pengurangan_masa	dapat	pengurangan	masa	1
dapat_po-tongan_masa	dapat	po-tongan	masa	1
dapatkan_sepanjang_masa	dapatkan	sepanjang	masa	1
dari_awal_masa	dari	awal	masa	1
dari_belenggu_masa	dari	belenggu	masa	1
dari_berakhirnya_masa	dari	berakhirnya	masa	1
dari_dalam_masa	dari	dalam	masa	1
dari_dari_masa	dari	dari	masa	1
dari_fesyen_masa	dari	fesyen	masa	1
dari_kanak-kanak_masa	dari	kanak-kanak	masa	1
dari_keberlangsungan_masa	dari	keberlangsungan	masa	1
dari_level_masa	dari	level	masa	1
dari_masa_anggaran	dari	masa	anggaran	1
dari_masa_hukuman	dari	masa	hukuman	1
dari_masa_inilah	dari	masa	inilah	1
dari_masa_jabatan	dari	masa	jabatan	1
dari_masa_kanak	dari	masa	kanak	1
dari_masa_kanak-kanak	dari	masa	kanak-kanak	1
dari_masa_karantina	dari	masa	karantina	1
dari_masa_kecilnya	dari	masa	kecilnya	1
dari_masa_kehidupan	dari	masa	kehidupan	1
dari_masa_kekaisaran	dari	masa	kekaisaran	1
dari_masa_kolonial	dari	masa	kolonial	1
dari_masa_latihan	dari	masa	latihan	1
dari_masa_libu-rannya	dari	masa	libu-rannya	1
dari_masa_menanam	dari	masa	menanam	1
dari_masa_orientasi	dari	masa	orientasi	1
dari_masa_pakai	dari	masa	pakai	1
dari_masa_panen	dari	masa	panen	1
dari_masa_penugasan	dari	masa	penugasan	1
dari_masa_pidana	dari	masa	pidana	1
dari_masa_pinjaman	dari	masa	pinjaman	1
dari_masa_remaja	dari	masa	remaja	1
dari_masa_reses	dari	masa	reses	1
dari_masa_sang-sara	dari	masa	sang-sara	1
dari_masa_sebe-lumnya	dari	masa	sebe-lumnya	1
dari_masa_sekarang	dari	masa	sekarang	1
dari_masa_silam	dari	masa	silam	1
dari_masa_studi	dari	masa	studi	1
dari_masa_sulit	dari	masa	sulit	1
dari_masa_tahanan	dari	masa	tahanan	1
dari_masa_tahanannya	dari	masa	tahanannya	1
dari_masa_transisi	dari	masa	transisi	1
dari_masa-lah_selera	dari	masa-lah	selera	1
dari_masa-masa_berlainan	dari	masa-masa	berlainan	1
dari_masa-masa_saat	dari	masa-masa	saat	1
dari_masa-masa_sidang	dari	masa-masa	sidang	1
dari_media_masa	dari	media	masa	1
dari_nostalgia_masa	dari	nostalgia	masa	1
dari_pemerintahan_masa	dari	pemerintahan	masa	1
dari_pemikiran_masa	dari	pemikiran	masa	1
dari_rangkaian_masa	dari	rangkaian	masa	1
dari_sejak_masa	dari	sejak	masa	1
dari_sejarah_masa	dari	sejarah	masa	1
dari_separuh_masa	dari	separuh	masa	1
dari_tengah-tengah_masa	dari	tengah-tengah	masa	1
daripada_masa_krisis	daripada	masa	krisis	1
darurat_di_masa	darurat	di	masa	1
dasawarsa_masa_pertumbuhan	dasawarsa	masa	pertumbuhan	1
datangnya_masa_kepemimpinan	datangnya	masa	kepemimpinan	1
de-ngan_dosa_masa	de-ngan	dosa	masa	1
de-ngan_ekklesiologi_masa	de-ngan	ekklesiologi	masa	1
de-ngan_ibadah_masa	de-ngan	ibadah	masa	1
de-ngan_simbol_masa	de-ngan	simbol	masa	1
de-pan_masa_depannya	de-pan	masa	depannya	1
deadline_masa_liburannya	deadline	masa	liburannya	1
debar_sepanjang_masa	debar	sepanjang	masa	1
deflasi_pada_masa	deflasi	pada	masa	1
dekade_masa_pemerintahan	dekade	masa	pemerintahan	1
dekat_selama_masa	dekat	selama	masa	1
delapan_tahun_masa	delapan	tahun	masa	1
demi_demi_masa	demi	demi	masa	1
demi_generasi_masa	demi	generasi	masa	1
demi_keberlangsungan_masa	demi	keberlangsungan	masa	1
demi_kelangsungan_masa	demi	kelangsungan	masa	1
demi_masa_depannya	demi	masa	depannya	1
demi_membangun_masa	demi	membangun	masa	1
demi_meraih_masa	demi	meraih	masa	1
demi_tabungan_masa	demi	tabungan	masa	1
demikian_karena_masa-lah	demikian	karena	masa-lah	1
demikian_masa_awal	demikian	masa	awal	1
demikian_masa_perawatan	demikian	masa	perawatan	1
demikian_masa_reses	demikian	masa	reses	1
demikian_masa-lah_fasilitas	demikian	masa-lah	fasilitas	1
demikian_menjelang_masa-ma-sa	demikian	menjelang	masa-ma-sa	1
demikian_pe-mimpin_masa	demikian	pe-mimpin	masa	1
demikian_ujarnya_masa	demikian	ujarnya	masa	1
demo_selama_masa	demo	selama	masa	1
demokrasi_pada_masa	demokrasi	pada	masa	1
demokratis_untuk_masa	demokratis	untuk	masa	1
dendam_masa_silam	dendam	masa	silam	1
dengan_asumsi_masa	dengan	asumsi	masa	1
dengan_beban_masa	dengan	beban	masa	1
dengan_ber-akhirnya_masa	dengan	ber-akhirnya	masa	1
dengan_berat_masa	dengan	berat	masa	1
dengan_catatan_masa	dengan	catatan	masa	1
dengan_cerita_masa	dengan	cerita	masa	1
dengan_di_masa	dengan	di	masa	1
dengan_dipotong-kan_masa	dengan	dipotong-kan	masa	1
dengan_durasi_masa	dengan	durasi	masa	1
dengan_fesyen_masa	dengan	fesyen	masa	1
dengan_fokus_masa	dengan	fokus	masa	1
dengan_globalisasi_masa	dengan	globalisasi	masa	1
dengan_kehidupan_masa	dengan	kehidupan	masa	1
dengan_klub_masa	dengan	klub	masa	1
dengan_kondisi_masa	dengan	kondisi	masa	1
dengan_masa_advent	dengan	masa	advent	1
dengan_masa_asuransi	dengan	masa	asuransi	1
dengan_masa_berakhirnya	dengan	masa	berakhirnya	1
dengan_masa_bodoh	dengan	masa	bodoh	1
dengan_masa_cicilan	dengan	masa	cicilan	1
dengan_masa_diper-kirakan	dengan	masa	diper-kirakan	1
dengan_masa_dulu	dengan	masa	dulu	1
dengan_masa_edarnya	dengan	masa	edarnya	1
dengan_masa_fung-sional	dengan	masa	fung-sional	1
dengan_masa_hukuman	dengan	masa	hukuman	1
dengan_masa_jabatan	dengan	masa	jabatan	1
dengan_masa_jabatannya	dengan	masa	jabatannya	1
dengan_masa_kecilnya	dengan	masa	kecilnya	1
dengan_masa_keemasan	dengan	masa	keemasan	1
dengan_masa_kehidupan	dengan	masa	kehidupan	1
dengan_masa_kekinian	dengan	masa	kekinian	1
dengan_masa_kerjanya	dengan	masa	kerjanya	1
dengan_masa_kontrak	dengan	masa	kontrak	1
dengan_masa_lampau	dengan	masa	lampau	1
dengan_masa_lebaran	dengan	masa	lebaran	1
dengan_masa_libur	dengan	masa	libur	1
dengan_masa_pelati-han	dengan	masa	pelati-han	1
dengan_masa_pembayaran	dengan	masa	pembayaran	1
dengan_masa_pemerintahan	dengan	masa	pemerintahan	1
dengan_masa_pemulihan	dengan	masa	pemulihan	1
dengan_masa_penangguhan	dengan	masa	penangguhan	1
dengan_masa_penawaran	dengan	masa	penawaran	1
dengan_masa_pendukung	dengan	masa	pendukung	1
dengan_masa_pengabdian	dengan	masa	pengabdian	1
dengan_masa_penggunaan	dengan	masa	penggunaan	1
dengan_masa_pengobatan	dengan	masa	pengobatan	1
dengan_masa_penyusunan	dengan	masa	penyusunan	1
dengan_masa_per-cobaan	dengan	masa	per-cobaan	1
dengan_masa_perawatan	dengan	masa	perawatan	1
dengan_masa_perjanjian	dengan	masa	perjanjian	1
dengan_masa_puncaknya	dengan	masa	puncaknya	1
dengan_masa_registrasi	dengan	masa	registrasi	1
dengan_masa_sama	dengan	masa	sama	1
dengan_masa_sebagai	dengan	masa	sebagai	1
dengan_masa_sekitar	dengan	masa	sekitar	1
dengan_masa_simpan	dengan	masa	simpan	1
dengan_masa_subur	dengan	masa	subur	1
dengan_masa_tahanan	dengan	masa	tahanan	1
dengan_masa_tinggal	dengan	masa	tinggal	1
dengan_masa_tugas	dengan	masa	tugas	1
dengan_masa_umur	dengan	masa	umur	1
dengan_masa-lah_hukum	dengan	masa-lah	hukum	1
dengan_masa-lah_keuangan	dengan	masa-lah	keuangan	1
dengan_masa-lah_lingkungan	dengan	masa-lah	lingkungan	1
dengan_masa-lah_tender	dengan	masa-lah	tender	1
dengan_masa-masa_praindustri	dengan	masa-masa	praindustri	1
dengan_masa-masa_saat	dengan	masa-masa	saat	1
dengan_masa-masa_transisi	dengan	masa-masa	transisi	1
dengan_memper-pendek_masa	dengan	memper-pendek	masa	1
dengan_memperpanjang_masa	dengan	memperpanjang	masa	1
dengan_mengawal_masa	dengan	mengawal	masa	1
dengan_mengorbankan_masa	dengan	mengorbankan	masa	1
dengan_mengubah_masa	dengan	mengubah	masa	1
dengan_menyebut_masa	dengan	menyebut	masa	1
dengan_musik_masa	dengan	musik	masa	1
dengan_pemotongan_masa	dengan	pemotongan	masa	1
dengan_perhitungan_masa	dengan	perhitungan	masa	1
dengan_pertimbangan_masa	dengan	pertimbangan	masa	1
dengan_pulihnya_masa	dengan	pulihnya	masa	1
dengan_remaja_masa	dengan	remaja	masa	1
dengan_romantisme_masa	dengan	romantisme	masa	1
dengan_sisa_masa	dengan	sisa	masa	1
dengan_suasana_masa	dengan	suasana	masa	1
dengan_tekanan_masa	dengan	tekanan	masa	1
dengan_teknologi_masa	dengan	teknologi	masa	1
dengan_teleskop_masa	dengan	teleskop	masa	1
dengan_urutan_masa	dengan	urutan	masa	1
depan_dan_masa	depan	dan	masa	1
depan_ke_masa	depan	ke	masa	1
depan_masa-lah_kekurangan	depan	masa-lah	kekurangan	1
depan_tanpa_masa	depan	tanpa	masa	1
depresi_pada_masa	depresi	pada	masa	1
desa_di_masa	desa	di	masa	1
desa_masa_periode	desa	masa	periode	1
desa_pada_masa	desa	pada	masa	1
desain_masa_depan	desain	masa	depan	1
desain_mobil_masa	desain	mobil	masa	1
detik-detik_masa_jabatannya	detik-detik	masa	jabatannya	1
detil_dari_masa	detil	dari	masa	1
dewan_menambah_masa	dewan	menambah	masa	1
dewan_menyalah-gunakan_masa	dewan	menyalah-gunakan	masa	1
di_akhri_masa	di	akhri	masa	1
di_detik-detik_masa	di	detik-detik	masa	1
di_dua_masa	di	dua	masa	1
di_dunia_masa	di	dunia	masa	1
di_hadang_masa	di	hadang	masa	1
di_jagad_masa	di	jagad	masa	1
di_kandang_masa	di	kandang	masa	1
di_kemudian_masa	di	kemudian	masa	1
di_luar_masa	di	luar	masa	1
di_masa_1800-an	di	masa	1800-an	1
di_masa_aktif	di	masa	aktif	1
di_masa_anak-anak	di	masa	anak-anak	1
di_masa_belajar	di	masa	belajar	1
di_masa_berikutnya	di	masa	berikutnya	1
di_masa_damai	di	masa	damai	1
di_masa_dia	di	masa	dia	1
di_masa_dinasnya	di	masa	dinasnya	1
di_masa_dulu	di	masa	dulu	1
di_masa_era	di	masa	era	1
di_masa_giling	di	masa	giling	1
di_masa_gubernur	di	masa	gubernur	1
di_masa_hidup	di	masa	hidup	1
di_masa_hidupnya	di	masa	hidupnya	1
di_masa_in-jury	di	masa	in-jury	1
di_masa_injuri	di	masa	injuri	1
di_masa_istirahat	di	masa	istirahat	1
di_masa_jahiliah	di	masa	jahiliah	1
di_masa_jahiliyah	di	masa	jahiliyah	1
di_masa_jangka	di	masa	jangka	1
di_masa_jaya	di	masa	jaya	1
di_masa_jeda	di	masa	jeda	1
di_masa_ke	di	masa	ke	1
di_masa_ke-merdekaan	di	masa	ke-merdekaan	1
di_masa_kedaulatan	di	masa	kedaulatan	1
di_masa_keemasan	di	masa	keemasan	1
di_masa_kejayaannya	di	masa	kejayaannya	1
di_masa_kekuasaan	di	masa	kekuasaan	1
di_masa_kemarau	di	masa	kemarau	1
di_masa_kepeimpinannya	di	masa	kepeimpinannya	1
di_masa_kering	di	masa	kering	1
di_masa_kerja	di	masa	kerja	1
di_masa_keterbukaan	di	masa	keterbukaan	1
di_masa_kontemporer	di	masa	kontemporer	1
di_masa_lanjut	di	masa	lanjut	1
di_masa_menit	di	masa	menit	1
di_masa_menjelang	di	masa	menjelang	1
di_masa_mo-dernisasi	di	masa	mo-dernisasi	1
di_masa_modern	di	masa	modern	1
di_masa_moratorium	di	masa	moratorium	1
di_masa_muda	di	masa	muda	1
di_masa_orientasi	di	masa	orientasi	1
di_masa_paruh	di	masa	paruh	1
di_masa_pembebasan	di	masa	pembebasan	1
di_masa_pemeimpinan	di	masa	pemeimpinan	1
di_masa_pemerin-tahannya	di	masa	pemerin-tahannya	1
di_masa_pengamanan	di	masa	pengamanan	1
di_masa_penghujan	di	masa	penghujan	1
di_masa_pensiun	di	masa	pensiun	1
di_masa_pergantian	di	masa	pergantian	1
di_masa_perjuangan	di	masa	perjuangan	1
di_masa_perkembangannya	di	masa	perkembangannya	1
di_masa_permulaan	di	masa	permulaan	1
di_masa_perpanjanga	di	masa	perpanjanga	1
di_masa_persiapan	di	masa	persiapan	1
di_masa_pertanaman	di	masa	pertanaman	1
di_masa_pertumbuhan	di	masa	pertumbuhan	1
di_masa_populasi	di	masa	populasi	1
di_masa_puber	di	masa	puber	1
di_masa_puncak	di	masa	puncak	1
di_masa_remajanya	di	masa	remajanya	1
di_masa_rezim	di	masa	rezim	1
di_masa_saja	di	masa	saja	1
di_masa_sebelumnya	di	masa	sebelumnya	1
di_masa_seperti	di	masa	seperti	1
di_masa_setahun	di	masa	setahun	1
di_masa_sidang	di	masa	sidang	1
di_masa_tambahan	di	masa	tambahan	1
di_masa_tanam	di	masa	tanam	1
di_masa_tenang	di	masa	tenang	1
di_masa_tiga	di	masa	tiga	1
di_masa_tugasnya	di	masa	tugasnya	1
di_masa_tumbuh	di	masa	tumbuh	1
di_masa_usia	di	masa	usia	1
di_masa_waktu	di	masa	waktu	1
di_masa-lah_politik	di	masa-lah	politik	1
di_masa-masa_berikutnya	di	masa-masa	berikutnya	1
di_masa-masa_bulan	di	masa-masa	bulan	1
di_masa-masa_pembahasan	di	masa-masa	pembahasan	1
di_masa-masa_penelitian	di	masa-masa	penelitian	1
di_masa-masa_penghujung	di	masa-masa	penghujung	1
di_masa-masa_sekarang	di	masa-masa	sekarang	1
di_masa-masa_suram	di	masa-masa	suram	1
di_militer_masa	di	militer	masa	1
di_pariwisata_masa	di	pariwisata	masa	1
di_penghujung_masa	di	penghujung	masa	1
di_pertengahan_masa	di	pertengahan	masa	1
di_pulau_masa	di	pulau	masa	1
di_rumah_masa	di	rumah	masa	1
di_sela_masa	di	sela	masa	1
di_sepanjang_masa	di	sepanjang	masa	1
di_usia_masa	di	usia	masa	1
di-mungkinkan_karena_masa	di-mungkinkan	karena	masa	1
di-pelihara_sepanjang_masa	di-pelihara	sepanjang	masa	1
di-perhadapkan_dengan_masa-lah	di-perhadapkan	dengan	masa-lah	1
di-potong_masa_tahanan	di-potong	masa	tahanan	1
di-selesaikan_pada_masa	di-selesaikan	pada	masa	1
di-ungkit-ungkit_malah_masa-lah	di-ungkit-ungkit	malah	masa-lah	1
dia_adalah_masa-masa	dia	adalah	masa-masa	1
dia_apalagi_masa	dia	apalagi	masa	1
dia_bicara_masa	dia	bicara	masa	1
dia_cuaca_masa	dia	cuaca	masa	1
dia_masa_jabatan	dia	masa	jabatan	1
dia_masa_keemasan	dia	masa	keemasan	1
dia_masa_nginapnya	dia	masa	nginapnya	1
dia_masa_pakai	dia	masa	pakai	1
dia_masa_tunggu	dia	masa	tunggu	1
dia_masa-masa_sulit	dia	masa-masa	sulit	1
dia_melewati_masa-masa	dia	melewati	masa-masa	1
dia_menghabiskan_masa	dia	menghabiskan	masa	1
dia_mengisahkan_masa	dia	mengisahkan	masa	1
dia_menjalani_masa	dia	menjalani	masa	1
dia_pada_masa	dia	pada	masa	1
dia_pemberitahuan_masa	dia	pemberitahuan	masa	1
dia_punya_masa	dia	punya	masa	1
dia_sejak_masa	dia	sejak	masa	1
dia-letika_antara_masa	dia-letika	antara	masa	1
diagendakan_di_masa	diagendakan	di	masa	1
diajukan_pada_masa	diajukan	pada	masa	1
dialetika_antara_masa	dialetika	antara	masa	1
diam_mencermati_masa-lah	diam	mencermati	masa-lah	1
diam_punya_masa	diam	punya	masa	1
diamandemen_masa_cuma	diamandemen	masa	cuma	1
diandalkan_untuk_masa	diandalkan	untuk	masa	1
diangkut_truk_masa	diangkut	truk	masa	1
diantaranya_pada_masa	diantaranya	pada	masa	1
diaplikasikan_pada_masa	diaplikasikan	pada	masa	1
diasah_ka-rena_masa	diasah	ka-rena	masa	1
diawali_dengan_masa-masa	diawali	dengan	masa-masa	1
diawali_sejak_masa	diawali	sejak	masa	1
dibahas_masa_reses	dibahas	masa	reses	1
dibanding_sebelum_masa	dibanding	sebelum	masa	1
dibandingkan_dengan_masa	dibandingkan	dengan	masa	1
dibandingkan_dengan_masa-masa	dibandingkan	dengan	masa-masa	1
dibandingkan_masa_agresi	dibandingkan	masa	agresi	1
dibandingkan_masa_lalu	dibandingkan	masa	lalu	1
dibandingkan_masa-masa_sebelumnya	dibandingkan	masa-masa	sebelumnya	1
dibangun_sebelum_masa	dibangun	sebelum	masa	1
dibatalkan_dalam_masa	dibatalkan	dalam	masa	1
dibawa_ke_masa	dibawa	ke	masa	1
dibawakan_sela-ma_masa	dibawakan	sela-ma	masa	1
dibayang-bayangi_masa_suram	dibayang-bayangi	masa	suram	1
dibebaskan_dalam_masa	dibebaskan	dalam	masa	1
dibeli_saat_masa	dibeli	saat	masa	1
dibenahi_di_masa-masa	dibenahi	di	masa-masa	1
dibentuk_di_masa	dibentuk	di	masa	1
diber-lakukannya_masa_uji	diber-lakukannya	masa	uji	1
diberi_tembusan_masa	diberi	tembusan	masa	1
diberikan_dalam_masa	diberikan	dalam	masa	1
diberikan_masa_rehat	diberikan	masa	rehat	1
diberikan_masa_transisi	diberikan	masa	transisi	1
diberlakukan_dalam_masa	diberlakukan	dalam	masa	1
dibiarkan_masa-lah_ini	dibiarkan	masa-lah	ini	1
dibicarakan_di_masa	dibicarakan	di	masa	1
dibobol_masa_dan	dibobol	masa	dan	1
dibuka_sepanjang_masa	dibuka	sepanjang	masa	1
dibutuh-kan_bagi_masa	dibutuh-kan	bagi	masa	1
dibutuhkan_pada_masa	dibutuhkan	pada	masa	1
dibutuhkan_selama_masa	dibutuhkan	selama	masa	1
dicatat_sebagai_masa	dicatat	sebagai	masa	1
diceritakan_di_masa	diceritakan	di	masa	1
dicetak_pada_masa	dicetak	pada	masa	1
didakwa_setelah_masa	didakwa	setelah	masa	1
didalam_masa_penugasan	didalam	masa	penugasan	1
didapat_dan_masa	didapat	dan	masa	1
didapat_setelah_masa	didapat	setelah	masa	1
didapatkan_selama_masa	didapatkan	selama	masa	1
didasarkan_pada_masa	didasarkan	pada	masa	1
didengarkan_sepanjang_masa	didengarkan	sepanjang	masa	1
didengungkan_pada_masa	didengungkan	pada	masa	1
diduduki_masa_pendemo	diduduki	masa	pendemo	1
diejek-ejek_sepanjang_masa	diejek-ejek	sepanjang	masa	1
dielu-elukan_pada_masa	dielu-elukan	pada	masa	1
diet_di_masa	diet	di	masa	1
difabel_pada_masa	difabel	pada	masa	1
diganggu_di_masa	diganggu	di	masa	1
diganti_setelah_masa	diganti	setelah	masa	1
diganti_tanggal_masa	diganti	tanggal	masa	1
digaung-gaungkan_di_masa	digaung-gaungkan	di	masa	1
digelar_di_masa	digelar	di	masa	1
digelar_karena_masa	digelar	karena	masa	1
digelar_pada_masa-masa	digelar	pada	masa-masa	1
digital_di_masa	digital	di	masa	1
digital_masa_depan	digital	masa	depan	1
digitalisasi_di_masa	digitalisasi	di	masa	1
digunakan_dari_masa	digunakan	dari	masa	1
digunakan_saat_masa	digunakan	saat	masa	1
digunakan_sepanjang_masa	digunakan	sepanjang	masa	1
dihabisi_pada_masa	dihabisi	pada	masa	1
dihadang_masa_pendukung	dihadang	masa	pendukung	1
dihadapan_masa_pendukung	dihadapan	masa	pendukung	1
dihadapi_di_masa	dihadapi	di	masa	1
dihakimi_masa_sebelum	dihakimi	masa	sebelum	1
dihantui_masa_lalu	dihantui	masa	lalu	1
dihar-gai_dan_masa	dihar-gai	dan	masa	1
diharapkan_memiliki_masa	diharapkan	memiliki	masa	1
diharapkan_pada_masa	diharapkan	pada	masa	1
diharapkan_sebagai_masa	diharapkan	sebagai	masa	1
dihasilkan_masa_sidang	dihasilkan	masa	sidang	1
dihasilkan_usai_masa	dihasilkan	usai	masa	1
dihibah-kan_tanah_masa	dihibah-kan	tanah	masa	1
dihitung_setelah_masa	dihitung	setelah	masa	1
dihujat_menjelang_masa	dihujat	menjelang	masa	1
dihukum_di_masa	dihukum	di	masa	1
diikuti_masa_sakit	diikuti	masa	sakit	1
diikutsertakan_dalam_masa	diikutsertakan	dalam	masa	1
diimplementasikan_sebelum_masa	diimplementasikan	sebelum	masa	1
diinginkan_selama_masa	diinginkan	selama	masa	1
diintensifkan_di_masa	diintensifkan	di	masa	1
diistilahkan_sebagai_masa	diistilahkan	sebagai	masa	1
dijalani_selama_masa	dijalani	selama	masa	1
dijaring_le-wat_masa	dijaring	le-wat	masa	1
dijatuhkan_terkait_masa	dijatuhkan	terkait	masa	1
dijelaskan_bahwa_masa	dijelaskan	bahwa	masa	1
dikabarkan_dalam_masa	dikabarkan	dalam	masa	1
dikagumi_sepanjang_masa	dikagumi	sepanjang	masa	1
dikaitkan_dengan_masa	dikaitkan	dengan	masa	1
dikarenakan_memasuki_masa	dikarenakan	memasuki	masa	1
dikarenakan_pada_masa	dikarenakan	pada	masa	1
dikatakan_se-bagai_masa	dikatakan	se-bagai	masa	1
dikebut_saat_masa	dikebut	saat	masa	1
dikejar_agar_masa-masa	dikejar	agar	masa-masa	1
dikelompokkan_menjadi_masa	dikelompokkan	menjadi	masa	1
dikeluarkan_pada_masa	dikeluarkan	pada	masa	1
dikeluarkan_pada_masa-masa	dikeluarkan	pada	masa-masa	1
dikem-bangkan_masa_depan	dikem-bangkan	masa	depan	1
dikembangkan_dari_masa	dikembangkan	dari	masa	1
dikembangkan_di_masa	dikembangkan	di	masa	1
dikenakan_pada_masa	dikenakan	pada	masa	1
dikenal_dengan_masa	dikenal	dengan	masa	1
dikenal_di_masa	dikenal	di	masa	1
dikenal_sebagai_masa	dikenal	sebagai	masa	1
dikenalnya_sejak_masa	dikenalnya	sejak	masa	1
diketahui_masa_kampanye	diketahui	masa	kampanye	1
diketahui_masa_kedaluwarsanya	diketahui	masa	kedaluwarsanya	1
diketahui_untuk_masa	diketahui	untuk	masa	1
dikhawatirkan_di_masa	dikhawatirkan	di	masa	1
dikhawatirkan_pada_masa	dikhawatirkan	pada	masa	1
dikhususkan_untuk_masa	dikhususkan	untuk	masa	1
dikombinasikan_hiburan_masa	dikombinasikan	hiburan	masa	1
dikumpulkan_pada_masa	dikumpulkan	pada	masa	1
dikunjungi_selama_masa	dikunjungi	selama	masa	1
dikurangi_masa_taha-nan	dikurangi	masa	taha-nan	1
dila-kukan_mengingat_masa	dila-kukan	mengingat	masa	1
dila-kukan_pada_masa	dila-kukan	pada	masa	1
dilaksanakan_dengan_masa	dilaksanakan	dengan	masa	1
dilaksanakan_di_masa-masa	dilaksanakan	di	masa-masa	1
dilaksanakan_selama_masa	dilaksanakan	selama	masa	1
dilaksanakan_setelah_masa	dilaksanakan	setelah	masa	1
dilakukan_begitu_masa	dilakukan	begitu	masa	1
dilakukan_dalam_masa	dilakukan	dalam	masa	1
dilakukan_masa_sosialisasi	dilakukan	masa	sosialisasi	1
dilakukan_saat_masa	dilakukan	saat	masa	1
dilakukan_sampai_masa	dilakukan	sampai	masa	1
dilanjutkan_di_masa	dilanjutkan	di	masa	1
dilanjutkan_di_masa-masa	dilanjutkan	di	masa-masa	1
dilansir_media_masa	dilansir	media	masa	1
dilantik_untuk_masa	dilantik	untuk	masa	1
dilayangkan_sebelum_masa	dilayangkan	sebelum	masa	1
dilihat_dari_masa	dilihat	dari	masa	1
dilihat_masa-lah_ini	dilihat	masa-lah	ini	1
diluncurkan_dikem-bangkan_masa	diluncurkan	dikem-bangkan	masa	1
dimainkan_masa_iya	dimainkan	masa	iya	1
dimana_kerumunan_masa	dimana	kerumunan	masa	1
dimasukkan_di_masa	dimasukkan	di	masa	1
dimasukkan_masa_kerja	dimasukkan	masa	kerja	1
dimensi_waktu_masa	dimensi	waktu	masa	1
dimulai_dari_masa	dimulai	dari	masa	1
dimulai_di_masa	dimulai	di	masa	1
dimulai_sejak_masa	dimulai	sejak	masa	1
dimulainya_masa_kampanye	dimulainya	masa	kampanye	1
dimulainya_masa_panen	dimulainya	masa	panen	1
dimulainya_masa_sidang	dimulainya	masa	sidang	1
dimulainya_masa-masa_krusial	dimulainya	masa-masa	krusial	1
dimunculkan_pada_masa	dimunculkan	pada	masa	1
dinamika_masa_depan	dinamika	masa	depan	1
dinamika_masa_lalu	dinamika	masa	lalu	1
dinegosiasikan_termasuk_masa	dinegosiasikan	termasuk	masa	1
dinikmati_aja_masa-masa	dinikmati	aja	masa-masa	1
dinikmati_sejak_masa	dinikmati	sejak	masa	1
dinilai_ancaman_masa	dinilai	ancaman	masa	1
dinilai_dari_masa	dinilai	dari	masa	1
dinyatakan_jika_masa	dinyatakan	jika	masa	1
dioperasikan_selama_masa	dioperasikan	selama	masa	1
dipakai_tapi_masa	dipakai	tapi	masa	1
dipegang_di_masa	dipegang	di	masa	1
dipengaruhi_rencana_masa	dipengaruhi	rencana	masa	1
diper-panjang_dengan_masa	diper-panjang	dengan	masa	1
diper-panjang_masa_tugasnya	diper-panjang	masa	tugasnya	1
diperabukan_menyusul_masa	diperabukan	menyusul	masa	1
diperangi_pahlawan_masa	diperangi	pahlawan	masa	1
diperbaiki_masa_mendatang	diperbaiki	masa	mendatang	1
diperbolehkan_melanjutkan_masa	diperbolehkan	melanjutkan	masa	1
diperhadapkan_dengan_masa-lah	diperhadapkan	dengan	masa-lah	1
diperhitungkan_masa_kerjanya	diperhitungkan	masa	kerjanya	1
